Year,huc12,histogram
2011,170402080608,"{1=104579.674509804, 0=211705.4392156864}"
2011,170402080102,"{1=3655.043137254902, 0=151285.44313725532}"
2011,170402080104,"{1=5261.99607843137, 0=108351.87058823535}"
2011,170402080106,"{1=8434.474509803924, 0=97025.83137254918}"
2011,170402080107,"{1=13291.058823529413, 0=127076.1843137257}"
2011,170402080105,"{1=17493.81176470589, 0=109071.25098039237}"
2011,170402080108,"{1=38746.82352941177, 0=135523.54901960777}"
2011,170402080211,"{1=13066.423529411764, 0=223352.25882352947}"
2011,170402080506,"{1=5264.13725490196, 0=116725.2470588236}"
2011,170402080602,"{1=3339.7843137254918, 0=152924.70588235295}"
2011,170402080603,"{1=5284.835294117645, 0=151126.54901960804}"
2011,170402080605,"{1=76076.32156862738, 0=197616.00392156857}"
2011,170402080607,"{1=67048.32549019612, 0=103583.38823529417}"
2011,170402080606,"{1=54084.35686274512, 0=56123.69411764702}"
2011,170402080507,"{1=12763.003921568627, 0=129880.01960784313}"
2011,170402080101,"{1=2359.21568627451, 0=146092.643137255}"
2011,170402080103,"{1=234.3607843137255, 0=56730.019607843235}"
2011,170402080206,"{1=333.0, 0=115421.44313725483}"
2011,170402080501,"{1=7044.196078431372, 0=150691.39607843143}"
2011,170402080502,"{1=1639.207843137255, 0=64457.349019607864}"
2011,170402080503,"{1=6299.054901960784, 0=156976.83529411705}"
2011,170402080504,"{1=988.9647058823533, 0=189585.19215686287}"
2011,170402080505,"{1=3340.3882352941177, 0=130761.86274509809}"
2011,170402080601,"{1=3639.705882352941, 0=140226.50588235297}"
2011,170402080604,"{1=17204.32156862745, 0=87315.52941176486}"
2011,170402080305,"{1=1514.0, 0=101671.95686274505}"
2011,170402080306,"{1=14145.027450980391, 0=99991.97647058831}"
2011,170402080201,"{1=7085.341176470585, 0=80339.02352941183}"
2011,170402080203,"{1=2491.2313725490194, 0=48714.274509804025}"
2011,170402080202,"{1=23052.10980392157, 0=191993.78823529396}"
2011,170402080204,"{1=66463.4784313725, 0=153677.4039215687}"
2011,170402080208,"{1=2803.3333333333335, 0=83019.32549019613}"
2011,170402080209,"{1=3848.7215686274512, 0=153757.28235294097}"
2011,170402080207,"{1=6454.243137254903, 0=143934.11764705868}"
2011,170402080210,"{1=10307.517647058821, 0=123591.6745098041}"
2011,170402080301,"{1=1.7372549019607844, 0=75121.89411764697}"
2011,170402080303,"{1=2088.078431372549, 0=78673.34117647076}"
2011,170402080302,"{1=14938.376470588233, 0=173297.19215686238}"
2011,170402080304,"{1=8343.847058823529, 0=137681.54509803915}"
2011,170402080307,"{1=17791.06274509804, 0=172435.5490196079}"
2011,170402080308,"{1=19318.517647058834, 0=104340.19215686279}"
2011,170402080401,"{1=23533.807843137263, 0=149146.7843137256}"
2011,170402080403,"{1=15886.380392156861, 0=112099.7607843136}"
2011,170402080205,"{1=7006.101960784316, 0=92121.87450980392}"
2011,170402080402,"{1=8129.149019607844, 0=106050.31764705882}"
2011,170402080404,"{1=6483.427450980393, 0=153497.50980392154}"
