Year,huc12,histogram
2015,170402080608,"{1=105974.1333333334, 0=210310.98039215693}"
2015,170402080102,"{1=5352.313725490196, 0=149588.17254901998}"
2015,170402080104,"{1=5878.662745098038, 0=107735.20392156871}"
2015,170402080106,"{1=7173.749019607844, 0=98286.55686274526}"
2015,170402080107,"{1=15546.999999999998, 0=124820.24313725512}"
2015,170402080105,"{1=18638.87058823529, 0=107926.1921568629}"
2015,170402080108,"{1=41235.63529411765, 0=133034.73725490185}"
2015,170402080211,"{1=15300.050980392158, 0=221118.6313725491}"
2015,170402080506,"{1=6621.631372549021, 0=115367.75294117659}"
2015,170402080602,"{1=2165.333333333333, 0=154099.15686274512}"
2015,170402080603,"{1=7081.6705882352935, 0=149329.71372549038}"
2015,170402080605,"{1=77867.75686274502, 0=195824.5686274509}"
2015,170402080607,"{1=67605.7803921569, 0=103025.93333333339}"
2015,170402080606,"{1=55821.08627450982, 0=54386.96470588233}"
2015,170402080507,"{1=13895.937254901955, 0=128747.08627450984}"
2015,170402080101,"{1=2629.156862745098, 0=145822.70196078447}"
2015,170402080103,"{1=381.0235294117647, 0=56583.356862745204}"
2015,170402080206,"{1=504.0, 0=115250.44313725483}"
2015,170402080501,"{1=10102.419607843138, 0=147633.17254901968}"
2015,170402080502,"{1=2188.6745098039214, 0=63907.88235294118}"
2015,170402080503,"{1=5962.698039215686, 0=157313.19215686215}"
2015,170402080504,"{1=1146.9647058823534, 0=189427.19215686287}"
2015,170402080505,"{1=3580.8039215686276, 0=130521.44705882357}"
2015,170402080601,"{1=4208.552941176471, 0=139657.6588235295}"
2015,170402080604,"{1=17422.76470588235, 0=87097.08627450996}"
2015,170402080305,"{1=2334.0, 0=100851.95686274505}"
2015,170402080306,"{1=16114.984313725487, 0=98022.01960784319}"
2015,170402080201,"{1=17141.611764705875, 0=70282.75294117653}"
2015,170402080203,"{1=4527.894117647059, 0=46677.61176470599}"
2015,170402080202,"{1=29652.709803921553, 0=185393.18823529384}"
2015,170402080204,"{1=76537.65098039218, 0=143603.23137254902}"
2015,170402080208,"{1=3691.3333333333335, 0=82131.32549019612}"
2015,170402080209,"{1=3815.9333333333334, 0=153790.07058823507}"
2015,170402080207,"{1=7464.333333333334, 0=142924.0274509802}"
2015,170402080210,"{1=11153.435294117644, 0=122745.7568627453}"
2015,170402080301,"{1=2.7372549019607844, 0=75120.89411764697}"
2015,170402080303,"{1=2367.5529411764705, 0=78393.86666666684}"
2015,170402080302,"{1=16367.047058823531, 0=171868.52156862713}"
2015,170402080304,"{1=8523.850980392157, 0=137501.5411764705}"
2015,170402080307,"{1=21073.32156862745, 0=169153.29019607848}"
2015,170402080308,"{1=21385.16470588236, 0=102273.54509803926}"
2015,170402080401,"{1=28493.41176470589, 0=144187.180392157}"
2015,170402080403,"{1=16614.862745098035, 0=111371.27843137243}"
2015,170402080205,"{1=8373.43529411765, 0=90754.54117647058}"
2015,170402080402,"{1=9765.078431372554, 0=104414.38823529407}"
2015,170402080404,"{1=6599.9882352941195, 0=153380.9490196078}"
