Year,huc12,histogram
2016,170402080608,"{1=108483.93725490205, 0=207801.17647058834}"
2016,170402080102,"{1=6579.454901960785, 0=148361.03137254945}"
2016,170402080104,"{1=6127.039215686272, 0=107486.82745098052}"
2016,170402080106,"{1=8685.603921568629, 0=96774.7019607845}"
2016,170402080107,"{1=14368.674509803921, 0=125998.56862745121}"
2016,170402080105,"{1=20898.97254901962, 0=105666.09019607861}"
2016,170402080108,"{1=40898.20392156863, 0=133372.16862745085}"
2016,170402080211,"{1=16864.18823529412, 0=219554.49411764715}"
2016,170402080506,"{1=6941.188235294119, 0=115048.19607843146}"
2016,170402080602,"{1=3023.027450980393, 0=153241.4627450981}"
2016,170402080603,"{1=7420.0549019607815, 0=148991.3294117649}"
2016,170402080605,"{1=80036.40392156859, 0=193655.9215686273}"
2016,170402080607,"{1=67838.41568627456, 0=102793.29803921575}"
2016,170402080606,"{1=56329.043137254914, 0=53879.007843137246}"
2016,170402080507,"{1=14116.70196078431, 0=128526.32156862745}"
2016,170402080101,"{1=3478.1686274509802, 0=144973.6901960786}"
2016,170402080103,"{1=456.8588235294118, 0=56507.52156862755}"
2016,170402080206,"{1=603.0, 0=115151.44313725483}"
2016,170402080501,"{1=8912.854901960787, 0=148822.73725490202}"
2016,170402080502,"{1=2144.521568627451, 0=63952.03529411767}"
2016,170402080503,"{1=6529.898039215685, 0=156745.99215686214}"
2016,170402080504,"{1=1222.823529411765, 0=189351.33333333346}"
2016,170402080505,"{1=3838.2549019607845, 0=130263.99607843142}"
2016,170402080601,"{1=3166.5607843137254, 0=140699.6509803922}"
2016,170402080604,"{1=17354.76470588235, 0=87165.08627450996}"
2016,170402080305,"{1=2892.921568627451, 0=100293.03529411761}"
2016,170402080306,"{1=16039.188235294116, 0=98097.81568627458}"
2016,170402080201,"{1=12487.768627450976, 0=74936.59607843141}"
2016,170402080203,"{1=4680.098039215686, 0=46525.40784313736}"
2016,170402080202,"{1=30278.372549019612, 0=184767.52549019584}"
2016,170402080204,"{1=75517.83137254904, 0=144623.0509803922}"
2016,170402080208,"{1=2987.333333333333, 0=82835.32549019613}"
2016,170402080209,"{1=3738.156862745098, 0=153867.8470588233}"
2016,170402080207,"{1=7057.266666666667, 0=143331.0941176469}"
2016,170402080210,"{1=10889.501960784313, 0=123009.69019607859}"
2016,170402080301,"{1=3.7372549019607844, 0=75119.89411764697}"
2016,170402080303,"{1=2837.741176470588, 0=77923.67843137271}"
2016,170402080302,"{1=18677.17254901961, 0=169558.39607843113}"
2016,170402080304,"{1=9034.501960784315, 0=136990.89019607834}"
2016,170402080307,"{1=22037.580392156862, 0=168189.03137254907}"
2016,170402080308,"{1=22884.717647058824, 0=100773.9921568628}"
2016,170402080401,"{1=29526.2117647059, 0=143154.38039215695}"
2016,170402080403,"{1=19265.215686274507, 0=108720.9254901959}"
2016,170402080205,"{1=7143.721568627451, 0=91984.25490196078}"
2016,170402080402,"{1=8814.717647058827, 0=105364.74901960787}"
2016,170402080404,"{1=7975.117647058825, 0=152005.8196078431}"
