Year,huc12,histogram
2001,170402080608,"{1=90168.7450980393, 0=226116.36862745116}"
2001,170402080102,"{1=3492.0509803921573, 0=151448.435294118}"
2001,170402080104,"{1=4533.878431372549, 0=109079.98823529421}"
2001,170402080106,"{1=6825.258823529412, 0=98635.04705882371}"
2001,170402080107,"{1=8881.619607843139, 0=131485.62352941203}"
2001,170402080105,"{1=11598.105882352947, 0=114966.95686274522}"
2001,170402080108,"{1=28496.968627450984, 0=145773.40392156853}"
2001,170402080211,"{1=8772.129411764707, 0=227646.5529411765}"
2001,170402080506,"{1=6275.607843137257, 0=115713.77647058833}"
2001,170402080602,"{1=545.0745098039216, 0=155719.41568627453}"
2001,170402080603,"{1=2348.1058823529415, 0=154063.27843137272}"
2001,170402080605,"{1=67499.49411764699, 0=206192.83137254894}"
2001,170402080607,"{1=63278.61176470592, 0=107353.10196078438}"
2001,170402080606,"{1=51808.760784313745, 0=58399.29019607839}"
2001,170402080507,"{1=12128.176470588232, 0=130514.84705882354}"
2001,170402080101,"{1=322.24313725490197, 0=148129.6156862746}"
2001,170402080103,"{1=333.03137254901964, 0=56631.349019607944}"
2001,170402080206,"{1=353.0, 0=115401.44313725483}"
2001,170402080501,"{1=5751.007843137256, 0=151984.58431372553}"
2001,170402080502,"{1=1279.5764705882352, 0=64816.98039215689}"
2001,170402080503,"{1=3613.470588235294, 0=159662.4196078426}"
2001,170402080504,"{1=775.2823529411764, 0=189798.87450980404}"
2001,170402080505,"{1=3202.8470588235296, 0=130899.40392156865}"
2001,170402080601,"{1=260.89019607843136, 0=143605.32156862746}"
2001,170402080604,"{1=13823.247058823537, 0=90696.6039215688}"
2001,170402080305,"{1=1191.0, 0=101994.95686274508}"
2001,170402080306,"{1=11730.796078431375, 0=102406.2078431373}"
2001,170402080201,"{1=11824.4862745098, 0=75599.87843137259}"
2001,170402080203,"{1=235.79215686274512, 0=50969.713725490285}"
2001,170402080202,"{1=21039.82352941176, 0=194006.0745098037}"
2001,170402080204,"{1=54024.85490196076, 0=166116.02745098041}"
2001,170402080208,"{1=1181.0, 0=84641.65882352945}"
2001,170402080209,"{1=2558.2313725490194, 0=155047.77254901937}"
2001,170402080207,"{1=4565.5921568627455, 0=145822.76862745083}"
2001,170402080210,"{1=4943.447058823531, 0=128955.74509803939}"
2001,170402080301,"{1=1.0, 0=75122.63137254893}"
2001,170402080303,"{1=922.0549019607843, 0=79839.36470588247}"
2001,170402080302,"{1=10081.070588235296, 0=178154.49803921528}"
2001,170402080304,"{1=6384.764705882354, 0=139640.62745098025}"
2001,170402080307,"{1=14050.631372549018, 0=176175.98039215687}"
2001,170402080308,"{1=16106.98431372549, 0=107551.72549019613}"
2001,170402080401,"{1=18404.160784313724, 0=154276.43137254915}"
2001,170402080403,"{1=11514.478431372543, 0=116471.66274509791}"
2001,170402080205,"{1=6759.00392156863, 0=92368.97254901961}"
2001,170402080402,"{1=5838.694117647058, 0=108340.77254901959}"
2001,170402080404,"{1=4426.580392156864, 0=155554.35686274507}"
