Year,huc12,histogram
2019,170402080608,"{1=106773.47058823539, 0=209511.643137255}"
2019,170402080102,"{1=8146.443137254901, 0=146794.0431372554}"
2019,170402080104,"{1=7385.50980392157, 0=106228.35686274518}"
2019,170402080106,"{1=9628.91764705882, 0=95831.3882352943}"
2019,170402080107,"{1=14840.18431372549, 0=125527.05882352963}"
2019,170402080105,"{1=20249.584313725478, 0=106315.47843137274}"
2019,170402080108,"{1=39801.56078431373, 0=134468.81176470575}"
2019,170402080211,"{1=17524.964705882354, 0=218893.71764705892}"
2019,170402080506,"{1=6273.8117647058825, 0=115715.57254901971}"
2019,170402080602,"{1=4948.854901960784, 0=151315.63529411767}"
2019,170402080603,"{1=12002.211764705882, 0=144409.17254901977}"
2019,170402080605,"{1=82447.67058823524, 0=191244.6549019607}"
2019,170402080607,"{1=70809.20392156868, 0=99822.50980392162}"
2019,170402080606,"{1=56578.0274509804, 0=53630.02352941175}"
2019,170402080507,"{1=13024.39607843137, 0=129618.62745098042}"
2019,170402080101,"{1=5239.650980392157, 0=143212.2078431374}"
2019,170402080103,"{1=896.992156862745, 0=56067.38823529422}"
2019,170402080206,"{1=1350.9960784313726, 0=114403.44705882343}"
2019,170402080501,"{1=9893.611764705884, 0=147841.98039215693}"
2019,170402080502,"{1=2776.0705882352945, 0=63320.48627450981}"
2019,170402080503,"{1=6905.662745098038, 0=156370.22745097982}"
2019,170402080504,"{1=2097.392156862745, 0=188476.76470588247}"
2019,170402080505,"{1=4461.282352941173, 0=129640.96862745102}"
2019,170402080601,"{1=4794.517647058824, 0=139071.6941176471}"
2019,170402080604,"{1=17476.76470588235, 0=87043.08627450996}"
2019,170402080305,"{1=4059.0, 0=99126.95686274508}"
2019,170402080306,"{1=16121.964705882354, 0=98015.03921568632}"
2019,170402080201,"{1=12300.90980392156, 0=75123.45490196087}"
2019,170402080203,"{1=3813.98431372549, 0=47391.521568627555}"
2019,170402080202,"{1=31609.58039215684, 0=183436.3176470586}"
2019,170402080204,"{1=84728.07843137263, 0=135412.8039215686}"
2019,170402080208,"{1=3731.6823529411768, 0=82090.97647058828}"
2019,170402080209,"{1=3217.2431372549017, 0=154388.76078431352}"
2019,170402080207,"{1=6879.937254901961, 0=143508.42352941158}"
2019,170402080210,"{1=11752.486274509807, 0=122146.70588235313}"
2019,170402080301,"{1=15.71764705882353, 0=75107.9137254901}"
2019,170402080303,"{1=2904.5019607843137, 0=77856.91764705899}"
2019,170402080302,"{1=18333.86666666667, 0=169901.70196078403}"
2019,170402080304,"{1=8957.24705882353, 0=137068.14509803912}"
2019,170402080307,"{1=21854.560784313726, 0=168372.05098039214}"
2019,170402080308,"{1=21673.733333333337, 0=101984.9764705883}"
2019,170402080401,"{1=30235.776470588247, 0=142444.8156862746}"
2019,170402080403,"{1=18729.921568627447, 0=109256.21960784298}"
2019,170402080205,"{1=6669.874509803919, 0=92458.1019607843}"
2019,170402080402,"{1=12065.874509803925, 0=102113.59215686272}"
2019,170402080404,"{1=7439.894117647061, 0=152541.04313725492}"
