Year,UID,histogram
2006,101,"{31=11.0, 95=10768.580392156862, 11=5811.0, 52=987141.3960784329, 71=9445.168627450981, 24=34.0, 90=9797.203921568627, 41=50672.090196078425, 82=237965.47843137247, 81=32147.36078431373, 23=612.0, 42=282549.54117647046, 22=12169.709803921567, 21=18185.93725490196}"
2006,102,"{31=68.0, 95=22076.4, 11=1040.0, 52=1053861.3490196064, 71=55115.81568627451, 24=122.0, 90=4736.654901960784, 41=36812.2862745098, 82=221641.65882352943, 81=35922.2705882353, 23=3551.7333333333336, 42=204722.75686274507, 22=23884.17647058823, 21=26616.85098039216}"
2006,103,"{31=1063.4941176470586, 95=28271.376470588235, 11=59428.09803921562, 52=635921.1568627458, 71=143534.0901960784, 24=7373.717647058824, 90=71269.24705882353, 42=94894.40784313719, 82=304387.737254902, 81=8877.905882352941, 23=24807.513725490197, 41=17382.898039215685, 22=59504.77254901961, 21=22286.87843137255}"
