Year,UID,histogram
2004,101,"{31=137.0, 11=359.0, 95=10829.580392156862, 52=990662.2196078446, 71=9795.109803921569, 24=34.0, 90=9802.203921568627, 41=50482.027450980386, 82=242950.09019607838, 81=33404.36078431373, 23=587.0, 42=278382.1215686273, 22=11570.709803921567, 21=18315.043137254903}"
2004,102,"{52=1042948.2745098022, 95=21680.4, 11=887.0, 31=69.0, 71=58800.94117647058, 24=114.0, 90=4788.654901960784, 23=3454.7333333333336, 82=232946.20392156867, 41=35959.32941176471, 81=37406.01568627451, 42=201392.3725490196, 22=23205.176470588234, 21=26519.85098039216}"
2004,103,"{52=642349.8627450987, 95=29530.16862745098, 11=47747.83529411762, 31=6526.6, 71=128323.27843137254, 24=7206.713725490196, 90=70783.80000000002, 41=17476.898039215685, 82=316979.0705882354, 81=10463.482352941177, 23=23456.513725490197, 42=97340.14901960778, 22=56923.31764705882, 21=23895.60392156863}"
