Year,UID,histogram
2000,101,"{31=189.0, 95=11092.580392156862, 11=4740.0, 52=992497.1372549037, 71=8921.796078431373, 24=27.0, 90=9761.203921568627, 41=50182.027450980386, 82=243807.35686274507, 81=32517.36078431373, 23=539.0, 42=273596.74509803904, 22=9680.694117647057, 21=19758.564705882352}"
2000,102,"{31=79.0, 11=931.0, 95=21751.4, 52=1052019.690196077, 71=38246.65882352941, 24=107.0, 90=4694.654901960785, 42=196700.99215686275, 82=249644.84313725494, 81=38390.015686274506, 23=3303.7333333333336, 41=35274.807843137256, 22=20688.58431372549, 21=28339.572549019613}"
2000,103,"{31=50.96078431372549, 11=65028.55294117641, 95=30151.058823529413, 52=615446.098039216, 71=133696.19607843136, 24=7041.1098039215685, 90=65919.76862745098, 41=16739.525490196076, 82=342720.52156862756, 81=8381.482352941175, 23=21356.9568627451, 42=93580.18823529406, 22=50385.658823529426, 21=28505.215686274503}"
