Year,UID,histogram
2018,101,"{52=924417.1333333347, 95=10449.580392156862, 11=5419.0, 31=102.0, 71=13752.898039215686, 24=38.0, 90=9892.203921568627, 41=54621.61960784314, 82=265179.5686274509, 81=33190.27450980392, 23=767.9019607843138, 42=305896.36078431364, 22=13583.607843137253, 21=20000.317647058822}"
2018,102,"{31=68.0, 11=1053.0, 95=22009.4, 52=1025599.2078431359, 71=33530.82352941177, 24=153.0, 90=4593.564705882353, 42=220533.87843137258, 82=241910.2549019608, 81=37931.26666666667, 23=4068.7333333333336, 41=43933.97647058823, 22=25821.992156862743, 21=28964.854901960785}"
2018,103,"{31=161.0, 11=69889.03137254906, 95=26408.290196078433, 52=652322.7294117655, 71=121931.44705882348, 24=7486.278431372549, 90=65007.0431372549, 23=27063.796078431373, 82=288693.9647058824, 81=9065.086274509804, 41=21372.61960784314, 42=101697.08627450974, 22=64012.96470588236, 21=23891.9568627451}"
