Year,UID,histogram
2022,101,"{31=477.0, 11=2794.0, 95=10632.580392156862, 52=909662.5254901971, 71=15499.996078431373, 24=43.0, 90=9876.203921568627, 42=312883.5058823528, 82=270548.5529411764, 81=32790.27450980392, 23=793.9019607843138, 41=56695.79607843137, 22=13540.607843137253, 21=21072.521568627453}"
2022,102,"{52=1030718.9450980382, 95=22234.4, 11=1072.0, 31=68.0, 71=23318.10196078431, 24=163.0, 90=4603.564705882353, 42=225625.35686274516, 82=238327.70980392155, 81=38083.26666666667, 23=4107.64705882353, 41=45513.38431372549, 22=25929.95294117647, 21=30406.623529411765}"
2022,103,"{31=2359.494117647059, 95=29647.713725490197, 11=53850.2509803921, 52=652431.0862745107, 71=125160.5254901961, 24=7622.278431372549, 90=70273.25490196078, 42=104717.28627450974, 82=281105.5254901962, 23=28510.796078431373, 81=10714.086274509804, 41=22615.654901960785, 22=64838.600000000006, 21=25156.74117647059}"
