Year,UID,histogram
2001,101,"{31=119.0, 95=11006.580392156862, 11=1429.0, 52=994483.7333333349, 71=10714.505882352942, 24=28.0, 90=9739.203921568627, 41=50149.027450980386, 82=242342.35686274504, 81=33850.36078431373, 23=538.0, 42=273394.4392156862, 22=9697.694117647057, 21=19818.564705882352}"
2001,102,"{31=70.0, 11=855.0, 95=21733.4, 52=1055236.6705882337, 71=47975.99607843137, 24=107.0, 90=4695.654901960784, 42=197106.86666666664, 82=236265.65098039218, 81=38301.015686274506, 23=3303.7333333333336, 41=35353.807843137256, 22=20725.58431372549, 21=28441.57254901961}"
2001,103,"{52=631230.2745098044, 95=30926.18431372549, 11=44865.76078431371, 31=7873.2156862745105, 71=146849.6274509804, 24=7040.729411764706, 90=69460.78431372548, 41=16721.525490196076, 82=318986.1333333334, 81=10175.482352941177, 23=21364.9568627451, 42=93966.74509803916, 22=50541.658823529426, 21=29000.215686274503}"
