Year,UID,histogram
2003,101,"{52=992829.215686276, 11=253.0, 95=10898.580392156862, 31=132.0, 71=10210.341176470589, 24=34.0, 90=9777.203921568627, 42=277509.69019607827, 82=241205.294117647, 81=33661.36078431373, 23=574.0, 41=50443.027450980386, 22=10967.709803921567, 21=18815.043137254903}"
2003,102,"{31=69.0, 95=21696.4, 11=858.0, 52=1056426.5058823514, 71=48426.99607843137, 24=107.0, 90=4755.654901960785, 41=35798.807843137256, 82=230587.34117647063, 81=37899.015686274506, 23=3376.7333333333336, 42=200643.4705882353, 22=22269.06666666667, 21=27257.960784313727}"
2003,103,"{31=9493.282352941176, 95=30084.192156862744, 11=44922.674509803895, 52=638321.3725490202, 71=137679.6980392157, 24=7129.729411764706, 90=70298.77647058823, 42=96247.4392156862, 82=314380.65098039224, 81=10235.482352941177, 23=22353.513725490197, 41=17252.52549019608, 22=54674.05882352941, 21=25929.898039215685}"
