Year,UID,histogram
2011,101,"{52=960291.0000000015, 11=5637.0, 95=10744.580392156862, 31=50.0, 71=6831.58431372549, 24=33.0, 90=9822.203921568627, 42=293368.7450980391, 82=254924.97647058812, 81=31595.364705882355, 23=753.3333333333334, 41=51638.039215686265, 22=13574.43137254902, 21=18046.207843137254}"
2011,102,"{31=68.0, 11=1006.0, 95=22099.4, 52=1043730.8745098024, 71=44399.14117647059, 24=147.0, 90=4624.654901960785, 42=211399.51764705885, 82=231370.87058823532, 81=36044.26666666667, 23=3989.7333333333336, 41=39232.01568627451, 22=25578.850980392155, 21=26481.62745098039}"
2011,103,"{31=60.694117647058825, 11=66944.78823529411, 95=27199.843137254902, 52=649174.627450981, 71=128019.97647058826, 24=7552.717647058824, 90=67290.73333333334, 42=97745.30196078424, 82=297370.5019607844, 81=8624.905882352941, 23=26333.105882352942, 41=18638.250980392157, 22=63188.89803921569, 21=20858.949019607848}"
