Year,UID,histogram
2005,101,"{52=987294.6823529426, 95=10800.580392156862, 11=3938.0, 31=85.0, 71=9013.019607843136, 24=34.0, 90=9827.203921568627, 41=50638.06666666666, 82=241706.09019607838, 23=602.0, 81=32274.36078431373, 42=280967.70980392146, 22=12044.709803921567, 21=18085.0431372549}"
2005,102,"{52=1044336.1215686258, 95=21939.4, 11=1031.0, 31=68.0, 71=56314.93725490195, 24=117.0, 90=4780.654901960785, 81=36556.2705882353, 82=231384.94901960786, 41=36505.313725490196, 23=3488.733333333333, 42=203494.54509803923, 22=23726.17647058823, 21=26428.850980392155}"
2005,103,"{31=1631.5607843137254, 95=27711.674509803925, 11=56890.57254901954, 52=645736.9647058831, 71=124116.19215686273, 24=7274.713725490196, 90=72150.29411764706, 42=97643.494117647, 82=312922.6862745099, 81=9940.905882352941, 23=24264.513725490197, 41=17664.89803921569, 22=58193.25490196078, 21=22861.56862745098}"
