Year,UID,histogram
2017,101,"{31=11.0, 95=10379.580392156862, 11=5960.0, 52=929710.3176470603, 71=8421.254901960785, 24=38.0, 90=9869.203921568627, 41=54362.61960784313, 82=267400.75686274504, 81=32783.364705882355, 23=771.9019607843138, 42=304282.17647058814, 22=13653.607843137253, 21=19666.682352941178}"
2017,102,"{31=68.0, 95=21863.4, 11=1123.0, 52=1025043.7176470575, 71=34105.9568627451, 24=153.0, 90=4602.564705882353, 41=43433.015686274506, 82=243844.12156862748, 81=37631.17647058823, 23=4066.733333333333, 42=219861.7725490196, 22=25944.61568627451, 21=28430.878431372552}"
2017,103,"{31=150.0, 95=26437.407843137255, 11=68728.87058823531, 52=651222.2039215694, 71=120980.15686274509, 24=7431.278431372549, 90=66066.0862745098, 42=101208.85098039209, 82=292541.0156862746, 81=9131.086274509804, 23=26855.796078431373, 41=20956.61960784314, 22=64154.96470588236, 21=23138.9568627451}"
