Year,UID,histogram
2002,101,"{31=65.0, 11=436.0, 95=10941.580392156862, 52=994836.6941176485, 71=10076.792156862746, 24=34.0, 90=9759.203921568627, 41=50322.027450980386, 82=240835.294117647, 81=34218.36078431373, 23=571.0, 42=275535.2235294116, 22=10788.709803921567, 21=18890.580392156866}"
2002,102,"{31=69.0, 95=21696.4, 11=882.0, 52=1056804.960784312, 71=46978.39607843138, 24=107.0, 90=4726.654901960784, 41=35597.807843137256, 82=233110.34117647063, 81=38435.015686274506, 23=3364.733333333333, 42=199054.36470588236, 22=22035.850980392155, 21=27309.427450980394}"
2002,103,"{52=636875.7568627457, 95=30592.239215686273, 11=33700.99607843137, 31=12579.650980392156, 71=145863.01960784313, 24=7127.729411764706, 90=69952.72941176471, 41=17047.52549019608, 82=317627.65098039224, 81=10498.482352941177, 23=22272.796078431373, 42=94882.76078431366, 22=54105.12156862745, 21=25876.83529411764}"
