Year,UID,histogram
2021,101,"{52=916195.1333333346, 11=3436.0, 95=10633.580392156862, 31=363.0, 71=16441.054901960782, 24=41.0, 90=9866.203921568627, 42=310596.2784313725, 82=266127.67843137245, 81=33238.27450980392, 23=769.9019607843138, 41=55249.23137254901, 22=13468.607843137253, 21=20884.521568627453}"
2021,102,"{31=68.0, 11=1044.0, 95=22116.4, 52=1032261.5647058812, 71=25928.490196078434, 24=161.0, 90=4601.564705882352, 41=44653.75294117647, 82=237692.02352941176, 81=38047.26666666666, 23=4066.6470588235297, 42=223622.3568627451, 22=25754.262745098036, 21=30154.623529411765}"
2021,103,"{52=665442.9960784321, 95=29647.713725490197, 11=27895.725490196088, 31=5485.584313725491, 71=122113.30980392155, 24=7589.278431372549, 90=70445.25490196078, 41=21782.996078431373, 82=294918.68235294125, 81=13015.086274509804, 23=27960.796078431373, 42=103334.494117647, 22=64520.63529411765, 21=24850.74117647059}"
