Year,UID,histogram
2023,101,"{52=904904.2313725501, 11=5334.0, 95=10673.580392156862, 31=28.0, 71=16376.764705882353, 24=43.0, 90=9867.203921568627, 42=315401.99607843126, 82=267908.14901960775, 81=33550.27450980392, 23=795.9019607843138, 41=57384.79607843137, 22=13680.607843137253, 21=21361.960784313727}"
2023,102,"{52=1032486.8235294108, 95=23330.4, 11=1151.0, 31=68.0, 71=24384.10196078432, 24=164.0, 90=4652.564705882353, 42=227107.05490196083, 82=231776.04313725492, 81=37377.26666666667, 23=4118.64705882353, 41=46666.27843137254, 22=26057.38823529412, 21=30832.384313725488}"
2023,103,"{52=639767.4666666675, 95=29710.713725490197, 11=60496.078431372494, 31=559.0, 71=135724.68627450985, 24=7624.266666666666, 90=69173.20000000001, 42=105654.38823529407, 82=276959.0509803922, 23=28579.796078431373, 81=9959.086274509804, 41=23188.756862745096, 22=65802.66274509804, 21=25804.14117647059}"
