Date,huc12,mean,25th,50th,75th
2005-01-01,170402080608,3.687319014470448,0.0,2.2975589768508584,6.000000000000003
2005-01-01,170402080102,0.912488414353754,0.0,0.0,1.0
2005-01-01,170402080104,1.5561436932778903,0.0,0.0,1.0
2005-01-01,170402080106,1.3617395781367712,0.0,0.0,1.0
2005-01-01,170402080107,1.0533636744374635,0.0,0.0,1.0
2005-01-01,170402080105,0.5291475617615794,0.0,0.0,0.0
2005-01-01,170402080108,0.9423258923282304,0.0,0.0,0.0
2005-01-01,170402080211,4.085963785230655,0.0,0.0,8.0
2005-01-01,170402080506,5.049254954141449,2.27736133333658,4.418293516526048,7.000000000000002
2005-01-01,170402080602,3.7811370456101976,1.0,3.0,5.0
2005-01-01,170402080603,4.134496919258151,0.0,3.000000000000005,6.0
2005-01-01,170402080605,2.4967751171682204,0.0,2.183908284105634,4.301720892667419
2005-01-01,170402080607,1.9948486883620271,0.0,1.0,3.0000000000000013
2005-01-01,170402080606,1.57610802409335,0.0,1.0,3.000000000000001
2005-01-01,170402080507,3.81379791537463,1.0,2.999999999999996,5.999999999999998
2005-01-01,170402080101,0.4756101815719217,0.0,0.0,0.0
2005-01-01,170402080103,3.34610534933808,0.0,0.0,2.9999999999999987
2005-01-01,170402080206,4.011039772060114,0.0,1.0,5.000000000000001
2005-01-01,170402080501,2.8235444031375283,0.0,1.0,4.0
2005-01-01,170402080502,5.282361979038317,0.0,2.0,8.999999999999998
2005-01-01,170402080503,4.360452954569593,0.0,2.0,6.000000000000001
2005-01-01,170402080504,4.9865781589409535,0.0,3.0000000000000004,8.398704939490436
2005-01-01,170402080505,3.5193108324508757,0.0,2.0,5.34849629681633
2005-01-01,170402080601,2.972285699012853,0.0,1.0,4.0
2005-01-01,170402080604,1.9637596590750275,0.0,2.0,3.0
2005-01-01,170402080305,1.9272110460444491,0.0,0.0,1.0
2005-01-01,170402080306,1.5236753254278081,0.0,0.0,1.0
2005-01-01,170402080201,0.791348912211387,0.0,0.0,0.0
2005-01-01,170402080203,6.822228539586947,0.0,5.999999999999998,12.000000000000002
2005-01-01,170402080202,1.5122009848837823,0.0,0.0,1.0
2005-01-01,170402080204,4.213036959642542,0.0,0.0,8.999999999999998
2005-01-01,170402080208,6.342926994561637,1.0,5.0,11.0
2005-01-01,170402080209,8.998505504808929,2.424344163777775,9.993441561338916,13.000000000000007
2005-01-01,170402080207,4.532829267698713,0.0,1.0,8.383417031491561
2005-01-01,170402080210,5.230101491121151,0.0,2.9999999999999996,10.000000000000002
2005-01-01,170402080301,6.491204050175455,2.0,5.4649512512955924,9.501581743573395
2005-01-01,170402080303,4.249454214881057,1.0,2.30788392435889,7.0
2005-01-01,170402080302,4.18729115429952,1.0,5.369850608272098,6.000000000000003
2005-01-01,170402080304,2.8443775333634154,0.0,1.0,4.0
2005-01-01,170402080307,5.700098410899381,1.0,5.000000000000001,9.327248163788777
2005-01-01,170402080308,3.455522314960728,0.0,1.0,7.0
2005-01-01,170402080401,2.025911931201513,0.0,0.0,0.0
2005-01-01,170402080403,2.629867016000286,0.0,0.0,1.0
2005-01-01,170402080205,1.562221365370762,0.0,0.0,0.0
2005-01-01,170402080402,1.5560598598894193,0.0,0.0,1.0
2005-01-01,170402080404,4.485580199793582,0.0,1.0,9.000000000000002
2005-02-01,170402080608,16.753979257500237,13.540041328293215,17.992919746047097,19.367839671374288
2005-02-01,170402080102,2.907267569436984,0.0,1.0,2.1035696488176385
2005-02-01,170402080104,3.8949923241784408,1.0,1.0,5.0
2005-02-01,170402080106,2.561210450429544,1.0,2.1581207058478804,2.1581207058478804
2005-02-01,170402080107,2.521817966508068,1.0,2.0,2.0
2005-02-01,170402080105,2.1796246914232196,0.0,2.1102803535027874,2.1102803535027874
2005-02-01,170402080108,1.9842409662365825,1.0,2.046275330333343,2.046275330333343
2005-02-01,170402080211,12.102024505533569,2.174656485931464,13.404003241046356,18.330532943157255
2005-02-01,170402080506,11.901733511259096,7.000000000000002,12.000000000000004,16.0
2005-02-01,170402080602,12.12100986058665,8.0,12.397077364431052,16.0
2005-02-01,170402080603,10.20613594447711,2.0,10.999999999999996,15.000000000000002
2005-02-01,170402080605,12.140721992591319,8.470591905546055,12.373946856960771,16.0
2005-02-01,170402080607,12.609940775817861,9.056002578015352,12.118995394341948,15.000000000000014
2005-02-01,170402080606,12.295121061927757,8.0,11.447383628474386,16.38818793300156
2005-02-01,170402080507,14.200174090683559,10.000000000000009,14.000000000000005,19.00000000000001
2005-02-01,170402080101,1.7909287576400819,0.0,0.0,0.0
2005-02-01,170402080103,8.097914783252346,2.0,4.0,14.999999999999996
2005-02-01,170402080206,7.002441325399695,2.0086313376923384,3.0000000000000004,11.000000000000002
2005-02-01,170402080501,6.324506342592392,1.0,2.9999999999999982,12.000000000000002
2005-02-01,170402080502,10.1709614493927,3.0000000000000004,10.0,15.000000000000007
2005-02-01,170402080503,11.412130186895803,4.0,12.000000000000002,17.000000000000014
2005-02-01,170402080504,12.11505931793117,5.0,12.316693078030784,17.30276699086308
2005-02-01,170402080505,12.283850175641998,5.621279933215191,13.000000000000002,17.0
2005-02-01,170402080601,10.935670982140262,2.0,11.884366069805276,17.000000000000004
2005-02-01,170402080604,9.732124404113058,5.999999999999996,10.0,13.0
2005-02-01,170402080305,4.970564594682438,2.0,2.0,6.489177615656312
2005-02-01,170402080306,4.594193614703502,2.0,2.0,5.999999999999999
2005-02-01,170402080201,0.9873121659308721,0.0,0.0,0.0
2005-02-01,170402080203,8.219922324153947,2.0,2.9999999999999996,15.000000000000005
