Year,huc12,Safflower,Open_Water,Other_Hay/Non_Alfalfa,Deciduous_Forest,Oats,Fallow/Idle_Cropland,Sod/Grass_Seed,Winter_Wheat,Herbaceous_Wetlands,Shrubland,Spring_Wheat,Woody_Wetlands,Barley,Evergreen_Forest,Developed/Low_Intensity,Grass/Pasture,Canola,Corn,Triticale,Alfalfa,Developed/Open_Space,Barren,Developed/High_Intensity,Developed/Med_Intensity,Sugarbeets,Potatoes,Mixed_Forest,Mustard,Sorghum,Durum_Wheat,Other_Crops,Peas,Dry_Beans,Dbl_Crop_Triticale/Corn,Millet,Flaxseed,Rye,Other_Small_Grains,Sunflower,Dbl_Crop_WinWht/Corn,Onions,Herbs,Lentils,Speltz,Christmas_Trees,Apples,Tomatoes,Wetlands,Forest,Peaches,Clover/Wildflowers,Sweet_Corn,Misc_Vegs_&_Fruits,Perennial_Ice/Snow,Mint,Chick_Peas,Buckwheat,Dbl_Crop_Barley/Corn,Radishes,Cherries,Camelina,Soybeans,Nonag/Undefined,Water,Developed,Clouds/No_Data
2005,170402080404,,,,,0.0008511076314715969,11.435455435036488,,1.027730822225377,,,0.021277690786789923,,0.10643851908874206,,,60.609120042156206,,0.03713833182503709,,1.8596968761813295,,,,,,0.0025533228944147907,,,,,,,,,,,,0.11885801515425502,,,,,,,,,,,22.88892097509031,,,,,,,,,,,,,,0.1464138763520178,,1.7455449855775635,
2005,170402080502,,,,,,9.418411478631578,,4.378854925746435,,,0.1381826816488397,,0.2934500324414478,,,36.027836275616586,,0.06397646119445226,,4.870069512994669,,,,,,0.022701324939966936,,,,,,,,,,,,0.103147374816356,,,,,,,,,,,43.02013571102937,,,,,,,,,,,,,,0.07842275888352214,,1.5848114620567793,
2005,170402080501,,,,,0.002151778660580232,16.07231700437657,,0.9200788338391428,,,0.0129819453891473,,0.1449633598591528,,,36.338745893844624,,0.04787198423893403,,6.7570873021742415,,,,,0.0008654630259431534,0.0372149101155556,,,,,,,,,,,,0.059119609603544274,,,,,,,,,,,38.79658961409749,,,,,,,,,,,,,,0.06926079988400757,,0.7407515008910703,
2005,170402080206,,,,,0.012949210058946366,5.411643384941049,,0.46867830759872076,,,0.11974672360749014,,1.2392047790848604,,,32.003831858223656,,0.09235718233129449,,1.3170662325088136,,,,,0.0011772009144496698,0.027075621032342408,,,,,,,,,,,,0.1012715939618918,,,,,,,,,,,57.91911133980098,,,,,,,,,,,,,,0.13626446820318,,1.1260780794433343,0.023544018288993395
2005,170402080103,,,,,,8.87555331469309,,0.2354314739028613,,,,,,,,14.075506606050645,,0.026651733428930107,,0.2783729872985749,,,,,,,,,,,,,,,,,,0.011977779387340813,,,,,,,,,,,76.29850166904487,,,,,,,,,,,,,,0.016684342111307673,,0.18132009408240393,
2005,170402080101,,,,,,13.915782343709484,,0.4553650790711452,,,,,0.005533649216695674,,,60.326281318284515,,0.0009222748694492791,,2.062687637726379,,,,,,0.0018445497388985582,,,,,,,,,,,,0.1443342086867152,,,,,,,,,,,22.785578254046133,,,,,,,,,,,,,,0.010145023563942071,,0.29152566108662625,
2005,170402080507,,,,,,4.523612583397263,,5.260576941630203,,,0.6071295546823161,,0.8086914614377577,,,60.698367541133926,,0.09024168283564085,,2.036626283210153,,,,,0.023522375500150818,1.0621520022962292,,,,,,,,,,,,0.3410444129928506,,,,,,,,,,,4.876102850667156,,,,,,,,,,,,,,0.4915710987261809,0.08424659287813353,19.09420009395437,0.001914524657688624
2005,170402080606,,,,,,7.222974697248838,,21.131977151355645,,,2.1608565948259004,,1.786710116479628,,,36.28184195174358,,0.2797577552496758,,3.6858005130247418,,,,,0.059598554072857565,18.706218617332045,,,,,,,,,,,,1.6871113890645706,,,,,,,,,,,3.3366425787554235,,,,,,,,,,,,,,0.46663135874331957,0.0024832730863690654,3.1901538124742204,0.0012416365431845327
2005,170402080607,,,,,,11.383909533736281,,25.934138927401108,,,2.1088985436257888,,1.3902525189415103,,,37.06140108536921,,0.4423088541707498,,2.4712235098038273,,,,,0.053081218325412245,10.064051021944115,,,,,,,,,,,,0.9489731759446878,,,,,,,,,,,3.324108976181992,,,,,,,,,,,,,,0.7819310525347589,2.570210851759299,1.4502569637851659,0.01525376647607487
2005,170402080605,0.001000017059114538,,,,,4.999693132020099,,14.609400199572034,,,0.9782362954034708,,1.5985311906301152,,,58.75294931501772,,0.25883578798304996,,1.7533103015678901,,,,,0.022000375300519837,8.598456483473347,,,,,,,,,,,,0.9622693563596086,,,,,,,,,,,4.282384817152766,,,,,,,,,,,,,,0.1421514445442501,0.0015000255886718071,3.038781249797791,0.000500008529557269
2005,170402080503,0.025889058262171184,,,,,4.050509372543223,,1.4098614550567756,,,0.05762403290612297,,0.18478335803519577,,,72.87843261320485,,0.018372880057024712,,3.0376888030396167,,,,,0.008351309116829415,0.0020861897676158186,,,,,,,,,,,,0.07773595027335804,,,,,,,,,,,15.426960678597911,,,,,,,,,,,,,,0.0684807347580012,,2.753223564381307,
2005,170402080603,,,,,0.003940622832229112,15.134972842598094,,0.8684550195379501,,,0.02757065331140473,,0.12902284478428064,,,38.64231973980651,,0.09148070239306139,,1.432855007969652,,,,,,0.06408823376624442,,,,,,,,,,,,0.16661638660374642,,,,,,,,,,,42.72706999546724,,,,,,,,,,,,,,0.056796368212345676,,0.651316421596477,0.0034951611207597343
