Year,huc12,histogram
2016,170402080608,"{52=32061.333333333343, 95=6647.941176470588, 11=41210.62745098035, 31=8728.4, 71=8195.807843137254, 24=98.45882352941175, 90=21548.780392156877, 41=2.0, 82=90948.74509803936, 81=4057.231372549019, 23=2189.9254901960794, 42=76.72941176470589, 22=11471.411764705881, 21=4156.521568627451}"
2016,170402080102,"{71=2733.2078431372547, 90=1621.0, 21=576.1176470588235, 82=768.7607843137255, 42=6213.988235294119, 81=427.0, 41=10083.129411764705, 22=21.2, 95=2291.4627450980392, 52=88584.7215686274}"
2016,170402080104,"{71=31.0, 90=1946.6313725490197, 41=4498.611764705881, 82=371.9686274509804, 42=24426.756862745107, 81=3398.454901960784, 95=354.32156862745103, 22=60.61176470588235, 21=317.43529411764706, 52=47785.72549019614}"
2016,170402080106,"{71=353.3999999999999, 90=449.0, 11=112.0, 42=3585.7647058823527, 82=5258.474509803922, 41=5958.61568627451, 81=3258.0117647058833, 21=776.8941176470587, 22=162.55686274509807, 95=340.0980392156863, 52=56959.231372549075}"
2016,170402080107,"{71=1966.8901960784315, 90=324.09019607843135, 21=1266.8039215686272, 82=20008.764705882357, 42=5130.678431372549, 81=1441.1450980392158, 41=5056.133333333333, 22=394.85490196078433, 95=397.18039215686275, 52=66912.17254901952}"
2016,170402080105,"{52=61951.949019607855, 95=1628.6588235294118, 11=4533.0, 31=210.0, 71=1515.7960784313727, 90=221.0, 42=1073.0588235294117, 82=11399.329411764706, 81=6393.305882352936, 23=16.0, 41=2270.450980392157, 22=352.10196078431375, 21=1112.6901960784314}"
2016,170402080108,"{95=1293.3529411764707, 11=6.0, 52=74987.09019607844, 71=291.96862745098036, 24=2.0, 90=409.3921568627451, 41=2076.513725490196, 82=24239.584313725492, 23=17.0, 81=12363.011764705883, 42=9239.525490196078, 22=815.7529411764706, 21=2040.466666666667}"
2016,170402080211,"{95=548.2941176470589, 11=55.0, 52=107959.76470588245, 71=7123.862745098038, 24=35.964705882352945, 90=1539.0980392156862, 41=6014.996078431373, 82=12394.431372549012, 81=6404.32156862745, 23=546.0, 42=23454.180392156846, 22=5079.235294117645, 21=2468.654901960784}"
2016,170402080506,"{71=1832.2235294117647, 24=1676.7960784313727, 90=257.4313725490196, 21=3281.074509803922, 42=4162.568627450981, 82=2358.8039215686267, 81=225.77254901960785, 23=9188.670588235289, 41=2747.1294117647058, 22=12702.094117647057, 11=19.0, 52=50862.23921568626}"
2016,170402080602,"{71=23944.847058823525, 90=862.6941176470589, 95=352.01960784313724, 82=4980.454901960786, 41=748.2470588235294, 81=514.7725490196078, 42=4537.956862745099, 22=532.8901960784315, 21=1048.9843137254902, 52=76692.0039215686}"
2016,170402080603,"{71=4318.88235294118, 90=3815.298039215687, 21=791.2274509803922, 82=10213.76470588235, 41=7750.121568627452, 81=1096.2117647058824, 42=21836.87843137254, 22=199.51372549019607, 95=347.9686274509804, 52=64074.066666666695}"
2016,170402080605,"{95=332.4862745098039, 11=179.0, 52=89559.94509803917, 71=30214.360784313732, 24=78.0, 90=1024.4470588235295, 23=723.2235294117646, 82=64827.890196078406, 81=1748.1450980392158, 42=122.05490196078432, 41=141.06666666666666, 22=8276.36862745098, 21=2769.6000000000004}"
2016,170402080607,"{52=24823.701960784296, 11=485.4627450980392, 95=9685.854901960784, 31=43.29411764705882, 71=4879.556862745097, 24=17.850980392156863, 90=25972.043137254903, 82=51976.60392156865, 81=252.12156862745098, 23=53.68235294117647, 42=1.0, 22=4809.745098039213, 21=1558.478431372549}"
2016,170402080606,"{71=162.98823529411766, 24=1.1411764705882352, 90=11739.658823529408, 11=27.58823529411765, 42=65.0, 82=43750.713725490175, 81=956.4274509803922, 23=41.431372549019606, 21=892.9098039215685, 22=3261.3921568627457, 95=7776.074509803921, 52=11863.541176470588}"
2016,170402080507,"{52=48819.294117647034, 11=502.8862745098039, 95=2869.266666666667, 31=93.70196078431373, 71=6282.960784313721, 24=4816.4078431372545, 90=4740.545098039215, 42=305.0, 82=9822.176470588232, 81=1188.1960784313726, 23=11029.003921568625, 41=445.0078431372549, 22=11413.564705882356, 21=2136.560784313726}"
2016,170402080101,"{71=89.0, 90=557.0, 11=2.0, 95=1705.7686274509804, 82=2667.188235294117, 81=6.0, 41=2414.8039215686276, 42=331.0, 22=70.78823529411764, 21=1449.258823529412, 52=99134.72941176474}"
2016,170402080103,"{90=764.0901960784314, 21=80.0, 41=3513.5803921568627, 42=21989.96078431372, 22=2.0, 95=7.0, 52=15387.333333333347}"
2016,170402080206,"{71=65.0, 90=689.6078431372549, 21=474.77647058823527, 42=44575.06274509809, 81=1.0, 41=3612.980392156863, 22=231.38039215686274, 95=22.0, 52=35275.458823529465}"
