Year,huc12,histogram
2010,170402080608,"{31=388.5529411764706, 11=59293.72941176464, 95=6279.599999999998, 52=30964.913725490223, 71=5108.654901960784, 24=94.45882352941175, 90=20934.152941176486, 82=89019.34117647077, 81=2383.3137254901962, 23=2078.003921568629, 42=58.31764705882353, 22=11121.34901960784, 21=3669.5254901960784}"
2010,170402080102,"{71=550.878431372549, 90=1581.0, 21=550.4862745098039, 82=1434.7607843137255, 41=9742.729411764705, 81=384.0, 42=6080.976470588235, 22=23.2, 95=2376.4627450980392, 52=90596.09411764701}"
2010,170402080104,"{71=7.0, 90=1948.6313725490197, 41=4353.066666666666, 82=616.2588235294119, 42=23700.345098039226, 81=3164.164705882353, 95=366.32156862745103, 22=59.61176470588235, 21=279.43529411764706, 52=48696.682352941236}"
2010,170402080106,"{71=357.7137254901961, 90=437.0, 21=719.7882352941175, 22=156.62352941176474, 82=5240.36862745098, 41=5610.023529411765, 81=2929.0352941176475, 42=3172.003921568627, 11=116.0, 95=434.843137254902, 52=58040.64705882358}"
2010,170402080107,"{71=959.6901960784313, 90=321.09019607843135, 21=1145.0431372549017, 82=18415.776470588236, 41=4690.160784313726, 81=1488.7607843137257, 42=4770.537254901961, 22=398.85490196078433, 95=445.41960784313727, 52=70263.38039215677}"
2010,170402080105,"{52=65828.52156862748, 95=1673.6588235294118, 11=4999.0, 31=123.0, 71=990.0, 90=225.0, 42=1046.0588235294117, 82=7707.258823529413, 81=6432.960784313721, 23=13.0, 41=2207.450980392157, 22=336.0, 21=1095.4313725490197}"
2010,170402080108,"{95=1343.3529411764707, 11=15.0, 52=76033.47058823532, 71=314.70980392156866, 24=2.0, 90=398.3921568627451, 41=2024.513725490196, 82=23689.015686274513, 23=16.0, 81=12182.011764705883, 42=8967.494117647058, 22=773.7529411764707, 21=2021.9450980392157}"
2010,170402080211,"{95=557.5333333333333, 11=56.0, 52=107556.21960784328, 71=9915.831372549019, 24=33.964705882352945, 90=1553.0980392156862, 41=5744.164705882353, 82=11086.603921568625, 81=6134.149019607843, 23=475.4627450980392, 42=23183.972549019592, 22=5041.666666666664, 21=2285.137254901961}"
2010,170402080506,"{71=2855.81568627451, 24=1613.2823529411767, 90=255.4313725490196, 81=191.0274509803922, 82=2914.3176470588237, 42=4066.388235294118, 23=8731.552941176466, 41=2341.0196078431372, 22=12392.87843137255, 21=2985.439215686275, 52=50966.65098039215}"
2010,170402080602,"{71=26127.129411764712, 90=863.6941176470589, 95=359.6745098039215, 41=724.0509803921568, 82=8313.69803921569, 81=410.11764705882354, 23=2.0, 42=4355.219607843138, 22=534.8901960784315, 21=1006.4588235294117, 52=71517.93725490198}"
2010,170402080603,"{71=5174.6274509803925, 90=3823.298039215687, 21=756.2156862745098, 82=9406.074509803919, 41=7145.282352941177, 81=1134.8666666666668, 42=21087.839215686272, 22=197.51372549019607, 95=355.3137254901961, 52=65362.90196078434}"
2010,170402080605,"{95=373.14509803921567, 11=104.0, 52=85440.66274509797, 71=36474.78431372549, 24=72.0, 90=1012.7882352941176, 23=737.2235294117646, 82=63226.70196078429, 42=115.54509803921569, 81=1609.1450980392158, 41=122.58039215686274, 22=8233.12549019608, 21=2474.886274509804}"
2010,170402080607,"{71=8568.654901960786, 24=13.0, 90=26100.878431372552, 31=2.443137254901961, 11=670.3058823529414, 82=52021.945098039236, 81=214.90980392156862, 23=68.68235294117648, 21=1479.7019607843135, 22=4775.831372549018, 95=9533.12549019608, 52=21109.91764705882}"
2010,170402080606,"{71=206.98823529411766, 90=11749.952941176467, 11=21.58823529411765, 42=38.0, 82=43626.168627450956, 81=944.4274509803922, 23=54.41960784313726, 21=826.0, 22=3219.7921568627453, 95=7842.780392156863, 52=12008.749019607842}"
2010,170402080507,"{52=46873.82745098035, 11=187.8862745098039, 95=2889.266666666667, 31=43.70196078431373, 71=8409.352941176476, 24=5042.760784313725, 90=4697.545098039215, 42=282.0, 82=10345.17647058824, 81=1032.9882352941177, 23=11164.976470588232, 41=390.0078431372549, 22=11158.800000000001, 21=1946.2823529411771}"
2010,170402080101,"{71=151.0, 90=534.0, 11=5.0, 81=3.0, 82=3815.1529411764704, 95=1726.7686274509804, 41=2251.8039215686276, 42=267.6392156862745, 22=63.78823529411765, 21=1393.258823529412, 52=98216.12549019611}"
2010,170402080103,"{90=762.0901960784314, 21=52.0, 41=3410.5490196078426, 42=21705.53725490196, 22=2.0, 95=7.0, 52=15804.78823529413}"
2010,170402080206,"{71=113.26274509803922, 90=689.6078431372549, 21=440.77647058823527, 42=43542.63137254906, 41=3524.007843137255, 22=236.38039215686274, 95=23.0, 52=36377.60000000006}"
2010,170402080501,"{71=26.45098039215686, 24=1.0, 90=725.650980392157, 21=907.9607843137254, 41=13753.56470588235, 82=3331.1294117647058, 81=40.0, 23=11.0, 42=18311.937254901957, 22=999.2588235294118, 95=23.0, 52=77414.13333333336}"
2010,170402080502,"{71=234.46274509803922, 24=2.772549019607843, 90=195.26666666666665, 95=26.0, 23=97.75294117647059, 82=1539.749019607843, 81=650.3686274509803, 42=12772.99215686274, 41=1953.713725490196, 22=898.5098039215688, 21=1007.0274509803925, 52=29076.705882352944}"
2010,170402080503,"{52=95487.56862745094, 95=499.0862745098039, 11=10.0, 31=68.0, 71=6619.53725490196, 24=34.227450980392156, 90=445.72549019607845, 42=3971.823529411765, 82=1939.4627450980392, 81=2631.1372549019607, 23=912.6823529411765, 41=2839.772549019608, 22=3085.709803921569, 21=1196.9725490196079}"
2010,170402080504,"{71=168.87058823529412, 90=735.8666666666667, 42=40993.968627450966, 82=601.0823529411765, 81=370.6078431372549, 23=33.956862745098036, 41=4566.635294117647, 22=1728.7843137254904, 21=941.1294117647059, 52=89790.36078431377}"
2010,170402080505,"{71=5297.572549019609, 24=711.1333333333333, 90=123.0, 21=3178.1960784313724, 42=7327.141176470592, 82=854.8509803921568, 23=3394.4039215686275, 81=856.3803921568627, 41=929.6392156862745, 22=9026.035294117642, 95=25.0, 52=66590.96862745097}"
2010,170402080601,"{71=8793.537254901963, 90=883.7372549019608, 21=1050.192156862745, 22=189.08627450980393, 41=2071.772549019608, 82=4994.0, 81=78.0, 42=18661.960784313735, 52=68128.74509803916, 95=277.0, 11=24.0, 31=3.0}"
2010,170402080604,"{71=28323.082352941165, 90=15.0, 82=12890.694117647057, 42=11.0, 41=7.0, 22=234.0078431372549, 21=438.81960784313725, 52=34383.42352941178}"
2010,170402080305,"{71=154.0, 90=10.0, 11=124.88627450980393, 81=198.0, 82=5514.964705882354, 23=1.0, 41=232.69411764705885, 42=5811.776470588237, 22=355.7137254901961, 21=1048.0980392156862, 52=62536.1803921569}"
2010,170402080306,"{71=7013.549019607843, 90=12.0, 11=0.11372549019607843, 95=299.34509803921566, 81=831.2039215686276, 82=26941.501960784324, 23=8.0, 42=3680.81568627451, 41=112.92549019607843, 22=544.8039215686274, 21=1640.0980392156862, 52=43017.47450980395}"
2010,170402080201,"{71=7.0, 90=39.90588235294118, 21=515.0039215686276, 22=181.0078431372549, 41=2367.152941176471, 82=18553.545098039223, 23=1.0, 81=1.0, 42=3818.7098039215693, 11=3.0, 95=113.0, 52=38523.95686274508}"
2010,170402080203,"{71=1.0, 90=5.0, 82=4269.454901960784, 41=266.0, 23=22.76078431372549, 42=8972.501960784315, 22=268.0235294117647, 21=503.3098039215686, 52=23351.854901960807}"
