Year,huc12,histogram
2005,170402080608,"{52=29981.168627451, 95=6255.003921568626, 11=56017.12941176465, 31=1523.827450980392, 71=6324.125490196078, 24=82.47450980392155, 90=21618.27450980394, 82=90661.79607843154, 81=3122.713725490196, 23=1812.8117647058825, 42=49.31764705882353, 22=9840.266666666665, 21=4105.003921568628}"
2005,170402080102,"{71=227.9921568627451, 90=1594.0, 21=513.4862745098039, 82=2058.2509803921566, 41=9767.729411764705, 81=412.0, 42=5865.203921568628, 22=21.2, 95=2322.4627450980392, 52=90538.26274509799}"
2005,170402080104,"{71=28.0, 90=1948.6313725490197, 41=4409.9764705882335, 82=192.97254901960784, 42=23094.4274509804, 81=3590.4509803921565, 95=369.32156862745103, 22=47.61176470588235, 21=278.43529411764706, 52=49231.6901960785}"
2005,170402080106,"{71=381.17254901960786, 90=454.0, 21=699.7607843137254, 22=127.65098039215685, 82=5212.2, 41=5591.023529411765, 81=3068.8627450980393, 42=3055.976470588235, 11=121.0, 95=430.764705882353, 52=58071.6352941177}"
2005,170402080107,"{71=1005.8235294117648, 90=315.09019607843135, 21=1128.98431372549, 82=17459.286274509803, 41=4689.670588235294, 81=1556.8980392156864, 42=4586.8901960784315, 22=339.9137254901961, 95=440.18823529411765, 52=71375.96862745087}"
2005,170402080105,"{52=67067.46666666669, 95=1630.6588235294118, 11=3767.0, 31=85.0, 71=1342.0, 90=225.0, 42=985.0588235294117, 82=7415.878431372551, 81=6552.305882352935, 23=8.0, 41=2213.541176470588, 22=294.0, 21=1091.4313725490197}"
2005,170402080108,"{95=1400.6745098039216, 11=14.0, 52=77357.8274509804, 71=450.0, 24=2.0, 90=362.3921568627451, 23=12.0, 82=22542.423529411768, 81=12151.407843137255, 42=8736.18431372549, 41=2002.043137254902, 22=644.6705882352941, 21=2106.035294117647}"
2005,170402080211,"{95=552.5333333333333, 11=47.0, 52=100718.8000000001, 71=13538.098039215687, 24=27.96470588235294, 90=1552.0980392156862, 41=5598.164705882353, 82=15009.607843137259, 81=6215.807843137255, 23=362.4901960784314, 42=22980.01960784312, 22=4654.964705882351, 21=2366.2549019607845}"
2005,170402080506,"{71=3824.0862745098048, 24=1440.7843137254904, 90=258.4313725490196, 42=3824.8, 82=3811.368627450982, 81=174.92549019607844, 23=7762.521568627452, 41=2096.407843137255, 22=11770.007843137255, 21=3289.9137254901966, 52=51060.55686274509}"
2005,170402080602,"{71=19293.490196078437, 90=860.6941176470589, 21=1008.4588235294117, 82=12941.423529411764, 42=6307.392156862747, 81=363.11764705882354, 41=865.3333333333333, 22=511.8901960784314, 95=353.6745098039215, 52=71709.39607843138}"
2005,170402080603,"{71=7003.764705882354, 90=3829.298039215687, 21=758.2156862745098, 82=8494.333333333332, 41=6789.682352941177, 81=1160.8666666666668, 42=20638.337254901955, 22=153.51372549019607, 95=357.3137254901961, 52=65258.60784313726}"
