Year,huc12,histogram
2011,170402080608,"{52=30593.254901960805, 95=5812.250980392155, 11=64283.9215686274, 31=6.0, 71=4801.988235294118, 24=94.45882352941175, 90=18218.305882352954, 82=88749.61176470606, 81=1744.313725490196, 23=2084.5019607843146, 42=61.31764705882353, 22=11243.878431372546, 21=3700.1098039215685}"
2011,170402080102,"{71=513.8862745098039, 90=1581.0, 21=557.3921568627451, 82=1161.7607843137255, 41=9825.729411764705, 81=399.0, 42=6133.976470588235, 22=23.2, 95=2359.4627450980392, 52=90765.1803921568}"
2011,170402080104,"{71=5.0, 90=1949.6313725490197, 21=281.43529411764706, 82=644.8509803921569, 42=23834.976470588244, 81=3142.5725490196073, 41=4388.066666666666, 22=59.61176470588235, 95=364.32156862745103, 52=48521.05098039223}"
2011,170402080106,"{71=351.7137254901961, 90=437.0, 21=723.8941176470587, 22=159.55686274509807, 82=5219.313725490196, 41=5683.023529411765, 81=2981.9019607843143, 42=3244.003921568627, 11=137.0, 95=422.843137254902, 52=57853.796078431435}"
2011,170402080107,"{71=938.2705882352941, 90=320.09019607843135, 21=1153.0941176470585, 82=19263.090196078432, 41=4803.160784313726, 81=1501.7607843137257, 42=4854.678431372549, 22=405.85490196078433, 95=440.41960784313727, 52=69218.29411764696}"
2011,170402080105,"{52=65688.42745098042, 95=1638.6588235294118, 11=5379.0, 31=50.0, 71=749.0, 90=219.0, 41=2216.450980392157, 82=7786.545098039218, 81=6439.6745098039155, 23=13.0, 42=1057.0588235294117, 22=342.10196078431375, 21=1098.4235294117648}"
2011,170402080108,"{95=1325.3529411764705, 11=15.0, 52=75210.64313725491, 71=261.0, 24=2.0, 90=403.3921568627451, 42=9028.043137254901, 82=24462.003921568634, 23=16.0, 81=12214.011764705883, 41=2036.513725490196, 22=790.7529411764706, 21=2016.945098039216}"
2011,170402080211,"{95=554.5333333333333, 11=64.0, 52=107712.92156862759, 71=9259.388235294118, 24=33.964705882352945, 90=1553.0980392156862, 42=23227.121568627434, 82=11415.058823529407, 81=6163.890196078431, 23=535.0, 41=5783.164705882353, 22=5025.525490196076, 21=2296.137254901961}"
2011,170402080506,"{71=2654.643137254902, 24=1617.2823529411767, 90=255.4313725490196, 42=4088.388235294118, 82=2846.6901960784317, 81=191.0274509803922, 23=8764.211764705879, 41=2412.0196078431372, 22=12454.537254901963, 21=2988.294117647059, 52=51041.27843137254}"
2011,170402080602,"{71=24475.796078431384, 90=863.6941176470589, 95=354.6823529411765, 41=725.2470588235294, 82=7671.380392156864, 81=442.10980392156864, 23=2.0, 42=4372.219607843138, 22=533.8901960784315, 21=1010.4588235294117, 52=73763.39215686277}"
