Year,huc12,histogram
2000,170402080608,"{31=12.258823529411766, 11=63231.42352941171, 95=7253.113725490199, 52=27277.658823529422, 71=7062.12156862745, 24=69.47450980392155, 90=17440.96078431373, 82=93092.91764705897, 81=1521.1607843137251, 23=1483.035294117647, 42=47.31764705882353, 22=7451.654901960782, 21=5450.815686274509}"
2000,170402080102,"{71=243.0, 90=1577.0, 21=516.4862745098039, 82=1959.2509803921569, 41=9814.588235294117, 81=357.0, 42=5574.545098039216, 22=11.2, 95=2398.4627450980392, 52=90869.05490196074}"
2000,170402080104,"{71=57.0, 90=1949.6313725490197, 41=4380.399999999999, 82=155.0, 42=22161.36862745099, 81=3620.4235294117643, 95=372.32156862745103, 22=31.46666666666667, 21=290.43529411764706, 52=50173.47058823539}"
2000,170402080106,"{71=322.1490196078431, 90=437.0, 21=748.7686274509803, 22=62.643137254901966, 82=5224.980392156862, 41=5587.137254901961, 81=3182.8431372549016, 42=3000.976470588235, 11=147.0, 95=520.6274509803923, 52=57979.921568627506}"
2000,170402080107,"{71=1044.8235294117646, 90=313.09019607843135, 21=1261.9725490196076, 82=17500.6431372549, 41=4694.670588235294, 81=1639.964705882353, 42=4392.133333333333, 22=167.9254901960784, 95=441.15686274509807, 52=71442.33333333323}"
2000,170402080105,"{52=65965.46274509806, 95=1703.6588235294118, 11=4539.0, 31=189.0, 71=1608.0235294117647, 90=223.0, 42=901.0588235294117, 82=7142.831372549022, 81=6822.305882352937, 23=4.0, 41=2236.5686274509803, 22=160.0, 21=1182.4313725490197}"
2000,170402080108,"{95=1403.8470588235296, 11=14.0, 52=77385.05098039217, 71=1151.0, 24=1.0, 90=371.3921568627451, 23=6.0, 82=22573.721568627454, 81=11865.333333333336, 42=8367.815686274509, 41=1950.043137254902, 22=472.6078431372549, 21=2219.8470588235296}"
2000,170402080211,"{95=560.2941176470589, 11=27.0, 52=110089.84705882358, 71=1513.4666666666665, 24=25.96470588235294, 90=1537.0980392156862, 41=5576.164705882353, 82=17953.172549019604, 81=6472.329411764705, 23=314.64313725490194, 42=22732.01960784312, 22=4174.007843137253, 21=2647.796078431373}"
2000,170402080506,"{71=3458.882352941177, 24=1330.7843137254904, 90=257.4313725490196, 23=6217.980392156865, 82=7166.388235294118, 81=176.65098039215687, 42=3563.035294117647, 41=1602.4039215686275, 22=10626.701960784312, 21=4309.011764705882, 52=50604.53333333333}"
2000,170402080602,"{71=20550.14509803921, 90=849.6941176470589, 95=360.6745098039215, 82=17539.905882352945, 41=886.3333333333333, 81=372.11764705882354, 42=6060.698039215687, 22=499.8901960784314, 21=1056.2823529411764, 52=66039.12941176482}"
2000,170402080603,"{71=6346.603921568626, 90=3832.298039215687, 21=765.2156862745098, 82=16811.78039215685, 41=6685.309803921569, 81=1149.8666666666668, 42=19936.866666666658, 22=118.51372549019608, 95=361.3137254901961, 52=58436.16470588238}"
2000,170402080605,"{95=449.18039215686275, 11=62.0, 52=79009.09019607835, 71=28549.494117647064, 24=41.0, 90=996.7529411764706, 23=598.3411764705882, 82=78342.5764705882, 42=90.54509803921569, 81=1524.1294117647058, 41=107.58039215686274, 22=6562.098039215685, 21=3663.8}"
2000,170402080607,"{71=12326.890196078431, 24=9.0, 90=24807.141176470588, 21=2614.1058823529406, 82=52597.69019607847, 81=163.90980392156862, 23=54.31372549019608, 22=3395.6509803921563, 95=10158.611764705878, 11=1401.6941176470586, 52=17030.388235294115}"
2000,170402080606,"{71=425.98823529411766, 90=11414.392156862741, 11=26.58823529411765, 42=22.0, 82=43700.36862745096, 81=1037.764705882353, 23=28.79607843137255, 21=1760.6784313725486, 22=2025.301960784314, 95=8201.09019607843, 52=11895.898039215686}"
