Year,huc12,histogram
2013,170402080608,"{52=32522.423529411786, 95=6685.972549019608, 11=45371.65882352937, 31=6389.3725490196075, 71=7055.713725490196, 24=96.45882352941175, 90=21533.156862745112, 82=90137.6313725492, 81=4204.054901960785, 23=2104.2980392156874, 42=72.31764705882352, 22=11415.729411764705, 21=3805.125490196079}"
2013,170402080102,"{71=2967.9058823529413, 90=1591.0, 21=571.2078431372549, 82=1115.7607843137255, 41=9894.729411764705, 81=389.0, 42=6115.976470588235, 22=22.2, 95=2356.4627450980392, 52=88296.34509803916}"
2013,170402080104,"{71=6.0, 90=1952.6313725490197, 21=295.43529411764706, 82=599.0156862745099, 42=24121.756862745107, 81=3181.4078431372545, 41=4450.066666666666, 22=58.61176470588235, 95=364.32156862745103, 52=48162.27058823536}"
2013,170402080106,"{71=349.10588235294114, 90=448.0, 11=127.0, 42=3339.003921568627, 82=5226.972549019607, 41=5794.023529411765, 81=3001.039215686275, 21=731.8941176470587, 22=161.55686274509807, 95=369.0980392156863, 52=57666.35294117653}"
2013,170402080107,"{71=2116.7999999999997, 90=318.09019607843135, 21=1177.0862745098036, 82=19586.27843137255, 42=4983.678431372549, 81=1474.1411764705883, 41=4910.160784313726, 22=427.85490196078433, 95=408.18039215686275, 52=67496.4431372548}"
2013,170402080105,"{31=460.0, 95=1645.6588235294118, 11=2189.0, 52=62168.74901960784, 71=2600.0784313725494, 90=221.0, 42=1071.0588235294117, 82=11625.30588235294, 23=13.0, 81=6995.329411764703, 41=2240.450980392157, 22=352.10196078431375, 21=1095.6078431372548}"
2013,170402080108,"{95=1304.3529411764707, 11=15.0, 52=75036.2980392157, 71=653.6588235294118, 24=2.0, 90=408.3921568627451, 23=17.0, 82=24219.14117647059, 81=12158.011764705883, 42=9091.541176470586, 41=2053.513725490196, 22=817.7529411764706, 21=2004.9960784313728}"
2013,170402080211,"{95=547.5333333333333, 11=53.0, 52=108011.09411764712, 71=8194.098039215687, 24=33.964705882352945, 90=1548.0980392156862, 41=5867.996078431373, 82=11905.713725490195, 81=6183.69019607843, 23=550.0, 42=23330.180392156846, 22=5052.949019607841, 21=2345.4862745098044}"
2013,170402080506,"{71=2223.505882352941, 24=1637.2823529411767, 90=255.4313725490196, 21=3065.1372549019616, 42=4101.4784313725495, 82=2720.70980392157, 81=203.87843137254902, 23=8841.57647058823, 41=2558.1294117647058, 22=12533.223529411765, 11=15.0, 52=51158.450980392154}"
2013,170402080602,"{71=23453.074509803926, 90=861.6941176470589, 95=354.6823529411765, 41=731.2470588235294, 82=4883.815686274512, 81=468.10980392156864, 23=1.0, 42=4443.745098039217, 22=532.8901960784315, 21=1026.443137254902, 52=77458.16862745097}"
2013,170402080603,"{71=4284.643137254905, 90=3821.298039215687, 21=774.7686274509804, 82=9994.125490196075, 41=7319.470588235295, 81=1083.8745098039217, 42=21447.83529411764, 22=201.51372549019607, 95=351.3058823529412, 52=65165.098039215714}"
2013,170402080605,"{95=339.48627450980393, 11=103.0, 52=87601.22352941171, 71=33110.34901960785, 24=78.0, 90=1032.4470588235295, 23=749.2235294117646, 82=64196.09019607841, 81=1682.1450980392158, 42=117.54509803921569, 41=130.06666666666666, 22=8331.12549019608, 21=2525.886274509804}"
2013,170402080607,"{71=6409.149019607842, 24=13.0, 90=25921.6, 31=43.29411764705882, 21=1488.035294117647, 82=52132.007843137275, 23=62.87843137254902, 81=246.64705882352942, 22=4819.635294117645, 95=9768.298039215686, 11=454.0392156862745, 52=23200.81176470585}"
