Date,UID,et_crop_25th,et_crop_50th,et_crop_75th,et_crop_mean,et_non_crop_25th,et_non_crop_50th,et_non_crop_75th,et_non_crop_mean
2007-01-01,101,1.0,2.0,3.0000000000000018,1.8123324762774546,1.0,3.000000000000001,6.377988522109202,5.528169892640247
2007-01-01,102,1.0,2.1897097070653326,4.209580655078212,2.9530971459927313,2.473637851200863,4.282167332054099,9.200513110660214,6.86853103740037
2007-01-01,103,1.0,3.0,9.708688272662712,5.558920520018198,1.0,4.274206951497082,10.000491515074252,6.409258492572912
2007-02-01,101,1.0,3.0000000000000004,7.000000000000001,4.282418779989998,1.0,4.165958596227897,9.419642892048314,7.36578924640189
2007-02-01,102,2.0,5.0,9.245609329936215,6.790075903083318,4.0,8.31220122089295,16.05553441057984,10.913072698809195
2007-02-01,103,2.4597311293601556,7.000000000000001,15.0,10.174955424996755,2.2654978068364904,8.356072317361376,20.37429531979682,12.518319906487866
2007-03-01,101,6.999999999999999,13.44464544485686,21.0,15.591549449563457,9.376798345925216,20.001898032854303,36.34733159899401,24.42627485656809
2007-03-01,102,8.0,15.0,22.999999999999996,16.97561293281263,10.450307161507705,21.543866650175886,37.59594874022025,26.392782707432076
2007-03-01,103,8.436647809774575,16.4326528133667,27.43503831931698,19.27434874649645,9.340142095603671,20.07731336726948,37.1396370975869,27.407849967663207
2007-04-01,101,11.495036822883668,20.00894848386416,30.0,21.523095839278817,23.31903231520467,33.0,47.47335844863696,37.732317060111434
2007-04-01,102,20.0,30.236746786683824,42.0,31.713461752295068,28.3332891826412,37.38152845186382,51.42111435903475,41.112176202854016
2007-04-01,103,18.442309033612112,37.695273438725565,54.43931617406692,37.74482414977229,27.61558057496716,38.87733101573579,53.589216692404904,44.8760184122806
2007-05-01,101,26.128357513509457,46.000000000000014,77.98500223312337,53.29242076523905,63.00000000000001,82.50992338966098,104.52206330895277,84.26215321261952
2007-05-01,102,38.0,64.0,99.0,70.55156590288792,59.19679267100175,80.56539805878893,105.41377543567235,82.42528728897915
2007-05-01,103,46.0,88.0,132.46019274582412,89.16194521534435,56.371277679173254,79.63184694409664,106.22025319597024,83.83976558312581
2007-06-01,101,63.00000000000001,104.39275899121422,143.00000000000003,104.87907520168253,76.4249510805201,112.60483146391623,147.26870400094106,111.96359769445748
2007-06-01,102,43.0,74.0,128.0,86.6640222245495,60.52799502557885,99.13812656523642,140.00026931913257,101.15063073795814
2007-06-01,103,102.39702873969794,139.0,175.4663204589682,135.70842482786608,56.46488456796884,96.45850606653131,144.00000000000003,102.52619059967246
2007-07-01,101,42.514684864222886,96.4942311676454,164.49352654407542,104.29158151747869,56.495698426329106,93.31412349274292,136.16199338651222,98.37131203714571
2007-07-01,102,21.000000000000004,52.0,124.0,75.30994135569873,42.27289097859712,79.35784634658081,125.20242526571496,85.75560306112176
2007-07-01,103,86.0,128.0,166.00000000000003,122.13377596083993,40.01908418544312,79.44410063818567,133.42575475812396,89.0253115259858
2007-08-01,101,31.0,61.38222281534579,110.0,72.61296636526326,45.32533902624899,76.47899487222004,117.18118504546736,83.50688589543579
2007-08-01,102,18.0,41.00000000000001,101.0,64.09235102798469,31.000000000000004,64.24931466146272,110.48302347736268,73.65887530092888
2007-08-01,103,43.00000000000001,70.0139233292775,111.00000000000003,78.43067158709869,33.02416096863128,68.07727531240796,114.33841340859074,77.11005203342798
2007-09-01,101,14.000000000000004,30.436989270283718,57.343826915215665,38.8111928042118,27.27154499065915,47.639159501537016,75.30930565186839,52.90416610343142
2007-09-01,102,12.0,30.0,64.0,41.22226779411457,20.324372483864472,41.07927366521425,71.00134712125168,47.104576143905746
2007-09-01,103,18.0,36.0,58.0,41.62197460452851,23.169250021819916,45.29821500607048,75.26828919736144,50.38125408181837
2007-10-01,101,5.432423890964375,13.429257648079911,25.000000000000004,17.465908875444335,12.364073786743743,23.41155140383417,42.429149110069744,27.731523068728055
2007-10-01,102,5.999999999999999,16.0,29.0,18.687837706604242,11.487597434895918,21.488874171443864,37.46236272337501,25.533622101071778
2007-10-01,103,9.445108696280787,17.000000000000007,25.390997887844843,18.70076482020438,11.648810643987824,22.572888689979045,33.38591583841698,24.184027487044197
2007-11-01,101,1.0,6.385811733210903,13.01020224253937,8.117339927584458,5.702974957239454,15.000000000000005,28.572030107552347,18.469529110446523
2007-11-01,102,1.0,8.0,17.0,10.647557873100586,4.080654064453182,14.524468404630921,27.000566561277626,17.398636046367628
2007-11-01,103,8.486692415047669,13.453405487328128,18.121815415324384,13.968178426012951,5.519672420626102,11.337455515644717,19.463088842698888,13.371258351907834
2007-12-01,101,0.0,1.0,3.0000000000000004,2.019007266203953,1.0,4.2157922020422225,6.604833473651094,5.048820315848978
2007-12-01,102,0.0,2.2465998645376604,4.2627147781403965,2.9652213121569675,1.0,4.302438291595727,8.415885869755185,5.037197465197214
2007-12-01,103,3.0000000000000004,4.382444499550887,5.744142921954704,4.65650555548787,2.3870093211904697,4.128729721885746,6.397833799674123,4.725859027019602
