Year,huc12,histogram
2023,170402080608,"{33=102.36078431372549, 111=67654.95294117645, 37=1803.0980392156853, 49=11.0, 53=1.0, 59=62.0, 143=1.0, 61=3555.262745098038, 28=69.94509803921568, 228=2.0, 24=22005.243137254907, 195=1489.8941176470587, 152=32245.85882352943, 23=11425.462745098039, 190=20476.52941176471, 22=13.0, 21=1053.8235294117646, 35=21.470588235294116, 122=4928.3568627451, 142=19.0, 27=1.0, 51=2.0, 176=2265.6549019607837, 31=11.0, 32=1.0, 1=7535.494117647059, 205=1794.3568627450975, 121=8052.807843137249, 36=21329.333333333347, 131=50.0, 43=15940.023529411768, 41=4795.858823529411, 123=2323.1725490196086, 42=29.0, 124=321.9529411764707}"
2023,170402080102,"{33=3.0705882352941174, 122=10.407843137254902, 142=11050.658823529415, 111=5.0, 37=330.20392156862744, 131=1.0, 59=1.0, 176=416.80784313725485, 121=745.886274509804, 36=3210.6274509803916, 24=60.384313725490195, 61=316.85490196078433, 1=1.0, 28=1.0, 141=5877.839215686274, 143=63.003921568627455, 195=737.6627450980393, 205=8.0, 152=89594.1490196078, 23=31.0, 123=3.0, 43=1.0, 190=786.0274509803921, 21=65.00392156862745}"
2023,170402080104,"{33=3.0, 111=2.0, 37=305.08235294117645, 24=14.0, 195=341.38039215686274, 28=2.066666666666667, 61=43.5921568627451, 143=141.3686274509804, 141=5751.901960784312, 59=6.0, 152=45784.62352941185, 23=29.698039215686276, 190=603.6274509803922, 22=1.0, 21=35.0, 35=3.0, 142=26281.627450980384, 122=11.145098039215686, 176=132.47450980392156, 205=6.972549019607843, 121=465.713725490196, 36=3216.5215686274514, 131=1.0, 123=4.662745098039216, 43=2.0, 124=2.0549019607843135}"
2023,170402080106,"{33=8.0, 111=134.0, 37=1298.3254901960788, 59=3.0, 24=65.61960784313726, 28=30.0, 61=262.41568627450977, 143=7.0, 141=4225.823529411765, 195=937.0156862745098, 152=55023.901960784395, 23=59.28235294117647, 190=156.05490196078432, 21=546.3294117647059, 35=2.0, 142=6544.211764705881, 122=6.0, 176=332.5725490196079, 31=8.0, 1=23.7921568627451, 205=144.0, 121=917.1999999999999, 36=6431.560784313724, 131=4.0, 123=4.0, 43=39.94509803921569}"
2023,170402080107,"{33=19.0, 111=4.0, 37=1592.0705882352943, 143=3.0, 28=329.0, 61=765.7490196078433, 24=918.9843137254902, 141=2756.2941176470586, 195=222.2156862745098, 152=57323.4705882353, 23=492.29019607843134, 190=102.94117647058823, 21=1477.7058823529414, 35=2.0, 142=8924.482352941177, 122=52.0, 176=6593.36078431372, 31=3.0, 1=58.207843137254905, 205=82.0, 121=1975.4352941176467, 36=19159.141176470588, 131=4.0, 123=15.364705882352942, 41=1.0, 43=22.0}"
2023,170402080105,"{33=11.0, 111=5331.066666666667, 37=1802.3450980392158, 143=1.0, 59=1.0, 28=20.0, 61=6963.196078431372, 24=344.3607843137255, 141=1285.1960784313724, 195=1144.1058823529409, 152=56566.36078431372, 23=172.70588235294116, 190=573.1411764705882, 21=1121.627450980392, 142=1932.0, 122=79.0, 176=708.5764705882352, 31=1.0, 1=27.0, 121=1679.086274509804, 205=29.0, 36=12782.517647058827, 131=6.0, 123=23.0, 124=3.0, 43=70.05490196078432}"
2023,170402080108,"{33=375.0, 111=37.93333333333334, 37=3000.6078431372543, 59=253.0, 141=2893.654901960784, 28=58.92941176470588, 61=1995.4627450980392, 24=552.0901960784313, 143=64.0, 195=1175.0, 152=52038.27058823531, 23=803.0862745098038, 190=511.9647058823529, 21=7814.643137254901, 142=9661.78431372549, 122=83.0, 176=20491.827450980392, 31=3.0, 1=50.0, 205=20.027450980392157, 121=2547.2313725490194, 36=22389.08235294118, 131=1.0, 123=118.6313725490196, 124=17.0, 43=825.4313725490196}"
2023,170402080211,"{33=110.0, 111=82.0, 37=1692.7176470588236, 195=618.321568627451, 141=4414.988235294118, 28=7.0, 61=1791.0745098039217, 24=636.6705882352943, 143=20.0, 59=11.474509803921569, 152=105099.30196078433, 23=2830.2392156862743, 190=1655.4, 22=1.0, 21=738.0431372549021, 35=708.0, 142=23276.376470588213, 122=1921.0705882352938, 51=1.0, 14=1.0, 176=866.8980392156863, 31=55.0, 32=3.0, 1=25.32941176470588, 205=165.89019607843136, 121=3942.4352941176476, 36=21869.564705882345, 131=6.0, 123=667.0470588235295, 124=103.96470588235294, 43=303.0}"
2023,170402080506,"{33=27.51372549019608, 111=9.0, 37=112.13333333333334, 49=1.0, 59=29.0, 24=567.0745098039215, 28=7.0, 61=812.5803921568629, 141=1856.8235294117649, 143=41.0, 195=58.31372549019608, 152=52316.10588235295, 23=382.5882352941177, 190=241.90588235294118, 21=152.68235294117648, 35=10.92156862745098, 142=2506.1254901960783, 122=7546.78823529412, 176=384.6392156862745, 31=2.0, 1=27.0, 205=28.807843137254903, 121=6388.752941176468, 36=5005.235294117647, 131=2.0, 43=19.0, 123=9162.443137254895, 41=1.0, 124=1614.3686274509807}"
2023,170402080602,"{33=18.0, 111=3.0, 37=544.1058823529412, 59=2.0, 143=10.0, 28=3.8196078431372547, 61=2946.243137254902, 141=1158.9098039215685, 24=70.94509803921568, 195=158.9921568627451, 152=83011.30980392154, 23=90.0, 22=1.0, 190=848.7686274509804, 21=1098.2588235294115, 35=1.0, 142=6093.972549019609, 122=120.22745098039215, 176=13424.580392156857, 1=9.0, 36=3487.8117647058816, 205=17.0, 121=987.1333333333333, 123=84.83921568627451, 44=0.9529411764705882, 124=22.0, 43=1.0}"
2023,170402080603,"{33=43.0, 111=7.0, 37=237.10196078431372, 59=13.0, 141=11167.662745098036, 61=3941.8039215686267, 28=1.0, 143=51.0, 24=686.0274509803921, 195=336.5764705882353, 152=64580.34117647058, 23=2537.482352941177, 22=3.0, 190=3101.6901960784317, 21=1535.5843137254901, 35=11.0, 142=19634.168627450974, 122=40.454901960784305, 176=436.07843137254906, 31=10.529411764705882, 32=1.0, 1=13.0, 205=74.19999999999999, 121=1199.341176470588, 36=4763.533333333333, 123=1.231372549019608, 43=17.0, 124=0.12941176470588234}"
2023,170402080605,"{33=41.81960784313726, 111=145.0, 37=1009.6666666666666, 49=1.0, 53=1.0, 143=9.0, 59=105.0, 28=14.0, 61=2106.9333333333334, 24=28799.133333333328, 141=54.48627450980392, 195=211.44313725490196, 152=112365.52941176473, 23=782.6784313725491, 22=88.0, 190=2687.6784313725493, 21=793.4784313725489, 35=6.0, 142=66.0, 122=3175.623529411764, 176=7113.305882352943, 31=12.466666666666667, 1=1861.0, 205=104.79607843137255, 36=13604.470588235296, 121=3764.0196078431372, 131=7.0, 44=188.0, 124=142.0, 41=4.0, 123=841.5490196078431, 42=10.0, 43=19880.50980392157}"
2023,170402080607,"{33=15.278431372549019, 25=1.0, 111=3020.9568627450953, 37=824.8666666666667, 59=11.0, 28=9.0, 61=1985.7725490196076, 141=3.0, 24=20048.729411764707, 195=256.73333333333335, 152=29505.737254901935, 23=2979.070588235295, 22=1032.0, 190=32804.431372549036, 21=1288.5529411764705, 142=6.0, 122=1139.6549019607842, 176=623.0431372549019, 31=2.0, 1=538.6509803921568, 205=64.0, 36=5847.070588235292, 121=3034.015686274509, 131=6.0, 124=14.0, 123=123.97254901960784, 41=515.0, 43=18859.86274509805}"
2023,170402080606,"{33=5.968627450980392, 111=40.035294117647055, 37=508.1764705882353, 59=15.0, 28=5.0, 61=1495.6784313725495, 228=3.0, 24=17522.086274509813, 195=215.08627450980393, 152=13029.635294117646, 23=884.607843137255, 190=19786.3568627451, 22=4.0, 21=509.5098039215686, 142=13.0, 122=825.2117647058824, 51=3.0, 176=181.45490196078433, 31=3.0, 1=1530.3607843137258, 205=40.0, 36=4656.615686274508, 121=1732.670588235294, 131=1.0, 41=13.0, 44=1.0, 42=3.0, 123=97.49019607843138, 124=2.0, 43=17411.921568627444}"
2023,170402080507,"{33=21.0, 111=814.878431372549, 37=276.0705882352941, 59=32.0, 24=2709.458823529412, 61=1687.7686274509801, 28=1.0, 141=474.01960784313724, 143=5.0, 195=407.61176470588236, 152=50823.015686274455, 23=1345.6509803921567, 22=1.0, 190=7157.678431372548, 21=446.14901960784306, 35=14.607843137254902, 142=914.1176470588234, 122=7623.231372549018, 51=3.0, 14=1.0, 176=3555.9647058823534, 31=2.0, 1=198.9686274509804, 205=37.400000000000006, 121=4497.227450980393, 36=3400.6392156862735, 131=250.0, 124=3943.3137254901967, 123=11592.278431372546, 41=654.1882352941176, 43=1574.3333333333335}"
2023,170402080101,"{33=36.92941176470588, 25=1.0, 111=10.0, 37=208.6078431372549, 141=1364.3803921568629, 195=303.1411764705882, 28=11.0, 61=821.8705882352939, 24=229.9921568627451, 143=8.0, 59=6.0, 152=98082.84313725494, 23=125.0, 190=282.0, 21=150.94117647058823, 142=1738.4156862745099, 122=26.603921568627452, 176=883.6470588235294, 31=1.0, 32=2.0, 36=3126.7176470588233, 121=993.4549019607842, 205=4.0, 123=9.0, 43=1.0}"
2023,170402080103,"{142=21615.98823529411, 122=4.337254901960785, 37=4.0, 176=9.0, 143=148.64705882352942, 24=1.0, 36=22.8, 28=1.0, 205=1.0, 141=5652.356862745099, 195=28.07450980392157, 121=278.7411764705882, 152=13830.556862745114, 23=1.0, 123=2.8823529411764706, 190=140.58039215686276, 21=2.0}"
2023,170402080206,"{33=4.0, 35=1.0, 37=17.713725490196076, 122=21.0, 142=43653.50588235297, 111=2.0, 4=2.0, 176=39.98039215686275, 121=431.00392156862745, 141=6382.247058823531, 143=413.0117647058824, 28=1.0, 61=10.0, 195=48.549019607843135, 24=7.0, 59=1.0, 36=139.0, 152=33618.25490196082, 23=9.0, 123=2.0, 41=1.0, 190=120.0, 21=23.0}"
2023,170402080501,"{33=33.0, 70=4.0, 111=7.0, 37=813.7647058823529, 59=6.0, 24=76.89803921568628, 61=598.8549019607843, 28=7.0, 143=154.44313725490196, 141=11160.59607843137, 195=272.0196078431373, 152=72586.51764705885, 23=4570.0, 22=3.0, 190=756.3725490196078, 21=208.83529411764707, 35=1.0, 142=16560.631372549018, 122=125.8901960784314, 176=366.1176470588236, 32=2.0, 1=23.0, 205=14.0, 36=5695.682352941176, 121=1475.282352941177, 131=1.0, 123=15.372549019607844, 43=1.0, 124=5.807843137254902}"
2023,170402080502,"{33=26.0, 111=3.0, 37=783.3254901960784, 195=100.34117647058824, 24=121.44705882352942, 28=1.0, 61=439.67843137254897, 141=1530.2823529411764, 143=41.55294117647059, 59=2.0, 152=24215.070588235307, 23=1055.2823529411764, 190=344.8941176470588, 21=277.9137254901961, 142=12804.16470588235, 122=352.3882352941176, 176=384.1764705882353, 31=2.0, 1=9.666666666666666, 36=4877.780392156863, 121=947.7137254901963, 205=12.937254901960785, 131=1.0, 123=108.70588235294117, 124=8.0, 43=5.0}"
