Year,huc12,histogram
2019,170402080608,"{33=566.1176470588234, 111=20615.9843137255, 37=958.4627450980392, 112=3.0, 59=88.0, 24=29629.380392156872, 28=7.317647058823529, 61=5076.63137254902, 228=3.0, 141=5.0, 195=1372.870588235294, 152=31732.41960784316, 23=9307.749019607842, 190=28196.44705882353, 21=1788.3803921568629, 35=17.0, 142=1.0, 122=4365.643137254902, 176=3455.8588235294114, 1=3538.0078431372553, 205=6.0, 121=8622.388235294116, 36=20034.513725490207, 131=39802.93333333332, 43=19007.137254901947, 41=1510.0, 123=1501.8313725490195, 42=7.0, 124=173.83921568627454}"
2019,170402080102,"{111=4.0, 142=10734.792156862748, 122=5.0, 37=340.18039215686275, 143=9.003921568627451, 176=425.678431372549, 1=1.0, 152=90527.88235294113, 121=760.3058823529411, 36=2709.3999999999996, 61=456.156862745098, 28=6.0, 141=5302.411764705883, 24=71.67843137254903, 195=957.8235294117646, 205=5.0, 131=0.0392156862745098, 23=70.80392156862744, 190=911.5607843137254, 43=1.0, 21=20.870588235294118}"
2019,170402080104,"{33=1.0, 35=1.0, 142=23898.6, 122=6.87843137254902, 37=376.2274509803922, 112=2.0, 59=4.0, 176=185.5607843137255, 143=97.43529411764706, 28=1.0, 152=46900.87843137262, 36=3016.2588235294115, 195=401.6196078431373, 61=12.0, 141=7363.741176470587, 24=16.0, 205=6.0, 121=431.74509803921563, 131=3.0, 123=5.7215686274509805, 23=12.43921568627451, 124=2.0549019607843135, 190=412.964705882353, 21=33.38823529411765}"
2019,170402080106,"{33=5.0, 35=1.0274509803921568, 111=125.0, 142=6500.772549019608, 122=5.0, 37=1244.956862745098, 152=57009.71764705888, 121=838.427450980392, 176=243.8823529411765, 36=5210.403921568622, 141=3194.7450980392155, 195=838.7490196078433, 61=160.54117647058823, 1=6.0, 28=20.992156862745098, 24=98.58823529411765, 143=1.0, 59=5.0, 205=9.0, 131=5.0, 23=136.27843137254902, 190=181.1450980392157, 43=17.56078431372549, 21=1355.2627450980392}"
2019,170402080107,"{33=48.0, 111=1.0, 37=1243.3254901960784, 59=9.0, 24=365.3019607843137, 61=1368.7254901960785, 28=359.00392156862745, 143=8.0, 228=2.0, 141=2578.4901960784314, 195=275.4470588235294, 152=60962.925490196074, 23=1174.7882352941176, 190=89.6470588235294, 21=2474.572549019608, 35=1.0, 142=8382.149019607843, 122=35.0, 14=1.0, 51=1.0, 176=5146.650980392156, 1=5.0, 205=10.0, 121=1708.4117647058818, 36=16641.839215686276, 43=6.435294117647059}"
2019,170402080105,"{33=11.0, 111=5381.976470588235, 37=1688.7137254901966, 59=4.0, 143=3.0, 28=202.0, 61=3434.011764705882, 24=157.87450980392157, 141=1094.5098039215686, 195=1435.7999999999997, 152=61069.82352941178, 23=329.8509803921569, 190=559.3372549019607, 21=744.2313725490196, 35=1.9686274509803923, 142=1890.9176470588236, 122=60.0, 176=522.2980392156862, 32=3.0, 1=37.0, 205=11.0, 121=1562.6039215686276, 36=12297.46274509804, 131=166.9607843137255, 123=2.0, 43=6.0}"
2019,170402080108,"{33=34.0, 111=26.023529411764706, 142=9356.125490196078, 122=26.0, 37=3458.576470588235, 143=29.08627450980392, 53=1.0, 141=2719.470588235294, 176=18756.43921568627, 152=55180.10980392157, 36=21575.227450980394, 195=1617.6392156862748, 28=318.0, 1=38.0, 61=2305.686274509805, 121=2600.6117647058827, 24=1531.3647058823535, 59=432.0, 205=33.0, 131=10.0, 23=1301.0980392156862, 190=450.26666666666665, 43=438.0, 21=5543.933333333333}"
2019,170402080211,"{33=41.050980392156866, 37=1297.1960784313726, 111=82.0, 4=1.0, 49=1.0, 53=1.0, 59=19.47450980392157, 141=3935.423529411765, 28=17.0, 61=2669.0901960784317, 24=1377.1372549019607, 143=20.0, 195=559.1137254901961, 152=106263.01176470591, 23=3780.380392156863, 190=2248.23137254902, 22=1.0, 21=655.5215686274508, 35=2.0, 142=22848.588235294097, 122=1356.266666666667, 176=1439.054901960784, 1=35.188235294117646, 205=10.0, 121=4218.941176470588, 36=20382.223529411764, 131=1.0, 123=261.8078431372549, 43=7.262745098039216, 124=92.84313725490196}"
2019,170402080506,"{33=58.76078431372549, 111=14.0, 37=81.61176470588235, 49=1.0, 143=1.0, 59=18.0, 28=1.0, 61=1200.3568627450984, 24=532.035294117647, 141=1777.8745098039215, 195=56.02745098039216, 152=54094.752941176484, 23=265.11764705882354, 190=272.0078431372549, 21=70.7843137254902, 35=2.0, 142=2087.2156862745096, 122=7889.800000000003, 176=661.2705882352941, 1=6.662745098039215, 205=1.0, 121=7667.411764705882, 36=4401.49019607843, 131=4.0, 123=7411.58431372549, 43=21.87450980392157, 124=715.1647058823529}"
2019,170402080602,"{33=37.0, 35=8.0, 122=80.16470588235293, 142=5973.623529411766, 111=4.0, 37=467.12549019607843, 36=2932.1254901960788, 176=10096.890196078428, 121=1045.2980392156862, 141=1169.0274509803921, 195=250.24313725490197, 61=2170.725490196078, 1=26.0, 28=1.0, 24=118.96470588235294, 143=2.0, 59=5.0, 205=3.0, 152=87059.19215686269, 23=853.2352941176471, 190=872.6156862745098, 43=8.0, 21=1031.6392156862744}"
2019,170402080603,"{33=83.62352941176471, 37=303.2470588235294, 122=34.454901960784305, 142=18194.227450980386, 111=5.0, 4=1.0, 36=3472.9137254901957, 176=449.6588235294118, 195=351.32941176470587, 141=11834.196078431367, 121=1091.125490196078, 61=6237.7764705882355, 1=4.0, 28=3.0, 24=459.678431372549, 143=26.443137254901963, 59=34.0, 205=1.0, 152=65121.81568627451, 190=3297.878431372549, 23=2460.2784313725497, 43=5.0, 124=0.12941176470588234, 21=972.1607843137256}"
2019,170402080605,"{33=336.77647058823527, 111=162.0, 37=662.8627450980391, 49=1.0, 141=35.48627450980392, 28=9.0, 61=4643.584313725491, 59=119.0, 24=29764.90588235295, 195=256.9294117647059, 152=106576.16862745096, 23=3132.5725490196073, 190=2938.478431372549, 21=292.035294117647, 35=5.0, 142=66.0, 122=2762.419607843137, 176=12810.850980392155, 1=3561.6470588235297, 36=8393.219607843135, 121=3921.423529411765, 205=3.0, 131=14.0, 41=16.0, 123=462.878431372549, 43=18994.349019607842, 124=55.0}"
2019,170402080607,"{33=272.24313725490197, 111=584.4509803921568, 37=585.929411764706, 112=3.0, 195=275.38039215686274, 28=2.0, 61=3175.792156862745, 141=6.0, 24=23720.46274509805, 59=24.0, 152=26514.007843137246, 23=2182.6274509803925, 190=35368.92156862746, 21=1218.6274509803923, 35=3.0, 142=16.0, 122=897.2823529411764, 176=3437.1372549019597, 1=275.2549019607843, 205=7.0, 36=7225.752941176471, 121=2957.7176470588233, 131=203.56862745098036, 124=2.0, 123=39.05882352941177, 41=957.0, 43=14605.184313725484}"
2019,170402080606,"{33=238.01960784313727, 111=131.50196078431372, 37=377.67450980392164, 49=1.0, 112=1.0, 61=2678.360784313725, 28=1.6823529411764706, 195=417.8313725490196, 24=18806.290196078433, 59=24.0, 152=13069.721568627447, 23=1214.8705882352945, 190=19517.30980392157, 21=214.5686274509804, 142=12.0, 122=600.6274509803922, 176=331.9960784313725, 31=1.0, 1=984.2823529411762, 205=4.0, 36=4691.333333333334, 121=1704.6431372549018, 131=1.9803921568627452, 123=19.058823529411764, 41=17.0, 43=15477.113725490199}"
2019,170402080507,"{33=155.17254901960783, 111=995.5607843137254, 37=324.88627450980397, 112=1.0, 59=52.0, 24=4587.156862745098, 28=11.0, 61=2364.98431372549, 141=467.0, 143=1.0, 195=677.807843137255, 152=48844.63921568624, 23=922.9411764705883, 190=7674.235294117647, 21=225.45098039215688, 35=2.0, 27=1.0, 142=817.8862745098038, 122=8402.117647058829, 176=4877.56862745098, 1=26.0, 205=7.0, 121=5587.329411764705, 36=2999.3215686274507, 131=592.0039215686274, 123=11192.65490196078, 44=1.0, 43=891.078431372549, 124=1762.7764705882353}"
2019,170402080101,"{33=2.0, 122=11.0, 142=1712.1686274509802, 111=12.0, 37=129.0078431372549, 176=1502.4627450980392, 131=1.0, 205=2.0, 36=1278.3333333333333, 61=2256.6823529411763, 1=6.0, 28=3.0, 24=517.3019607843138, 141=950.7647058823529, 195=561.4745098039216, 121=1179.2980392156865, 152=97413.01176470592, 23=576.1607843137256, 43=4.0, 190=224.7529411764706, 21=85.12549019607843}"
2019,170402080103,"{142=20843.537254901945, 122=1.3372549019607844, 37=3.0, 176=6.980392156862745, 24=3.0, 36=18.0, 141=5784.525490196081, 143=110.47058823529412, 195=23.07450980392157, 121=352.98823529411754, 152=14517.211764705906, 123=1.8823529411764706, 190=77.95686274509804}"
2019,170402080206,"{142=40629.50980392157, 122=9.0, 37=10.713725490196078, 112=1.0, 176=86.89019607843137, 121=591.5137254901961, 195=41.549019607843135, 141=7500.686274509804, 143=327.03137254901964, 59=2.0, 36=82.0, 152=35517.56862745105, 23=2.0, 190=144.80392156862746, 21=1.0}"
