Year,huc12,histogram
2022,170402080608,"{33=111.0, 111=66193.74901960779, 37=1313.9529411764704, 53=5.0, 59=59.0, 24=24629.64705882353, 61=4358.72156862745, 28=4.729411764705882, 228=0.9450980392156862, 141=0.7372549019607844, 195=2157.5019607843137, 152=32192.152941176486, 23=12062.235294117649, 22=56.67058823529412, 190=21151.462745098037, 21=614.2901960784314, 35=23.0, 142=29.0, 122=4946.090196078434, 176=1849.3450980392154, 31=4.0, 1=4511.474509803922, 121=8052.482352941171, 205=2600.7725490196067, 36=19893.419607843145, 131=167.68235294117648, 43=15896.007843137257, 41=5268.717647058823, 123=2323.1725490196086, 44=578.0, 42=17.0, 124=321.9529411764707}"
2022,170402080102,"{33=1.0, 122=10.407843137254902, 142=11800.521568627451, 111=9.0, 37=358.16078431372546, 176=423.05882352941165, 121=910.7098039215687, 53=4.0, 36=3221.3803921568624, 141=4782.301960784313, 61=385.07450980392156, 28=11.0, 24=68.23529411764706, 143=53.00392156862745, 195=682.6627450980393, 205=2.0, 152=89718.45882352936, 23=12.003921568627451, 123=3.0, 190=824.6078431372548, 21=40.0}"
2022,170402080104,"{33=2.0, 35=1.972549019607843, 122=8.949019607843137, 142=26846.819607843136, 111=1.0, 37=327.94117647058823, 205=3.9725490196078432, 176=136.79607843137254, 59=4.0, 228=13.0, 143=98.80392156862746, 141=6966.86274509804, 61=23.058823529411768, 28=1.0666666666666667, 36=3169.8588235294123, 24=18.0, 195=338.3607843137255, 121=558.1764705882355, 152=44021.00392156869, 123=5.0, 23=12.580392156862747, 43=1.0, 190=580.2823529411764, 21=51.0078431372549}"
2022,170402080106,"{33=5.894117647058824, 111=138.0, 37=1955.3176470588237, 195=790.4901960784314, 24=67.71764705882353, 61=162.01176470588234, 28=239.14901960784314, 143=12.0, 141=4670.294117647059, 59=3.0, 152=55378.24313725496, 23=64.47450980392156, 190=209.3921568627451, 21=574.5843137254902, 35=2.0, 142=5943.094117647059, 122=6.0, 176=296.9725490196078, 31=1.0, 1=2.0, 36=5594.772549019604, 121=1047.6549019607844, 205=9.0, 131=2.0, 123=4.0, 43=34.98823529411764}"
2022,170402080107,"{33=30.105882352941176, 29=10.0, 111=4.0, 37=3261.1960784313724, 53=2.0, 143=10.0, 61=2130.098039215686, 28=878.4862745098039, 24=552.2588235294118, 141=2892.913725490196, 195=205.4156862745098, 152=58512.87058823531, 23=211.0, 190=86.15686274509804, 21=2063.2901960784316, 35=1.1254901960784314, 142=8011.3725490196075, 122=52.0, 176=5728.498039215683, 31=2.0, 1=8.0, 36=16142.847058823532, 121=2042.7137254901959, 205=6.0, 131=4.0, 44=2.0, 123=15.364705882352942, 43=33.0}"
2022,170402080105,"{33=11.0, 111=5379.976470588235, 37=1448.8470588235296, 53=19.0, 195=1094.627450980392, 143=9.0, 61=606.9176470588235, 28=211.35686274509806, 24=2655.070588235294, 141=1183.9529411764706, 59=1.0, 152=60479.364705882355, 23=106.52156862745097, 190=540.1411764705881, 21=1596.8039215686274, 142=2004.4392156862746, 122=79.0, 176=673.1960784313726, 31=2.0, 32=3.0, 1=24.0, 121=1810.0509803921573, 36=12673.062745098037, 205=2.0, 131=8.0, 43=24.011764705882353, 123=23.0, 44=4.0, 41=1.0, 124=3.0}"
2022,170402080108,"{33=27.0, 29=22.0, 111=37.023529411764706, 37=2893.4196078431373, 53=9.0, 59=251.0, 24=1875.7803921568639, 28=728.9294117647058, 61=1570.3843137254905, 143=41.08627450980392, 141=2717.5098039215686, 195=1090.9411764705883, 152=51739.121568627466, 23=1168.564705882353, 190=484.7882352941176, 21=7450.9764705882335, 35=6.898039215686275, 142=10200.239215686273, 122=82.0, 176=20344.84313725491, 32=6.0, 1=23.0, 205=5.027450980392157, 121=2696.6313725490195, 36=21733.862745098046, 44=1.0, 123=118.6313725490196, 124=17.0, 43=439.0}"
2022,170402080211,"{33=61.666666666666664, 29=2.0, 111=76.0, 37=1555.9176470588234, 59=8.474509803921569, 53=2.0, 143=31.0, 28=24.0, 61=2792.8549019607835, 141=4716.0745098039215, 228=1.0, 24=804.9450980392156, 195=672.0, 152=103933.77254901965, 23=3509.6039215686274, 190=1397.5058823529412, 21=578.1176470588235, 122=1922.0705882352938, 142=24189.658823529393, 27=1.0, 176=759.9254901960785, 32=1.0, 1=5.329411764705882, 205=99.05882352941177, 121=3995.4352941176476, 36=21689.384313725484, 131=15.0, 123=667.0470588235295, 124=103.96470588235294, 43=8.0}"
2022,170402080506,"{33=60.89411764705882, 111=12.0, 37=105.75294117647059, 53=1.0, 143=1.0, 59=22.0, 24=543.2235294117646, 61=951.8705882352943, 228=1.0, 141=2067.447058823529, 195=70.31372549019608, 152=51957.184313725505, 23=226.67843137254903, 22=3.0, 190=192.85882352941178, 21=37.28627450980392, 35=3.0, 142=2763.9960784313726, 122=7577.054901960786, 176=341.87450980392157, 1=26.0, 205=26.76470588235294, 121=6414.5372549019585, 36=5000.254901960783, 131=4.0, 123=9141.443137254895, 124=1614.3686274509807, 43=147.0}"
2022,170402080602,"{111=4.0, 37=494.12549019607843, 59=2.0, 143=9.0, 228=1.0, 28=12.819607843137256, 61=4060.4509803921565, 24=280.721568627451, 141=1124.8313725490195, 195=336.2313725490196, 152=80356.45098039212, 23=56.0, 22=1.0, 190=576.5294117647059, 21=25.0, 142=6721.105882352942, 122=120.22745098039215, 176=15376.431372549008, 31=1.0, 1=8.0, 36=3521.7568627450974, 205=13.0, 121=1005.3960784313725, 123=84.83921568627451, 44=0.9529411764705882, 124=22.0}"
