Year,huc12,histogram
2018,170402080608,"{33=105.0, 111=69194.24705882356, 37=677.243137254902, 28=26.050980392156863, 61=4081.960784313725, 59=83.0, 24=31323.690196078405, 195=46.266666666666666, 152=31316.462745098048, 23=11115.325490196086, 190=21039.964705882358, 21=396.34509803921566, 35=3.0, 142=5.0, 122=3853.345098039217, 68=2.0, 176=1881.0352941176468, 1=2667.8745098039217, 205=10.0, 36=18594.019607843136, 121=12908.47843137255, 131=11.0, 124=173.83921568627457, 41=1929.1529411764707, 123=1451.7490196078431, 44=6.0, 42=1.0, 43=18490.86274509805}"
2018,170402080102,"{33=4.0, 122=6.333333333333334, 142=10148.12941176471, 111=13.0, 37=387.16862745098035, 131=4.8, 176=750.4823529411764, 205=1.0, 143=6.003921568627451, 28=1.0, 1=1.0, 121=1047.0196078431375, 61=586.6235294117647, 24=37.0, 141=5612.596078431372, 195=546.4156862745099, 36=2344.435294117647, 152=90869.72941176468, 23=86.14509803921568, 190=837.7058823529412, 21=30.0}"
2018,170402080104,"{33=5.0, 122=1.0, 142=25232.57647058823, 111=3.0, 37=426.3098039215687, 176=109.92549019607844, 131=3.0, 205=2.0, 143=64.43529411764706, 36=3000.282352941177, 61=19.776470588235295, 28=2.0, 141=7156.913725490196, 24=18.0, 195=254.64313725490192, 121=333.121568627451, 152=46219.09019607851, 123=1.0, 23=6.0, 190=330.4392156862745, 21=3.0}"
2018,170402080106,"{33=4.0, 35=1.0, 111=135.0, 142=6283.6196078431385, 122=1.0, 37=1046.580392156863, 36=5034.325490196074, 121=905.0039215686273, 176=1699.0313725490198, 141=3425.254901960784, 53=1.0, 195=508.74117647058824, 61=193.23921568627452, 1=4.0, 28=18.992156862745098, 24=29.270588235294117, 143=1.0, 59=2.0, 205=95.0, 152=56249.45882352951, 23=224.4588235294118, 190=86.05098039215686, 43=4.0, 21=1262.0235294117647}"
2018,170402080107,"{33=11.105882352941176, 111=1.0, 37=1217.7882352941178, 195=174.04313725490195, 143=2.0, 24=704.121568627451, 28=203.00392156862745, 61=1111.2627450980397, 141=2483.490196078431, 57=1.0, 59=10.0, 152=63407.415686274486, 23=837.9176470588234, 190=63.94509803921569, 21=2385.627450980392, 142=8399.878431372552, 122=22.0, 176=3528.4705882352946, 1=7.0, 36=16368.435294117648, 121=1898.2078431372552, 205=42.0, 123=1.0, 42=2.0, 43=16.0}"
2018,170402080105,"{33=4.0, 111=5598.976470588235, 37=1477.894117647059, 195=973.7450980392153, 28=361.0, 61=323.7803921568628, 24=2732.7215686274512, 141=1265.0980392156862, 59=3.0, 152=60002.662745098045, 23=454.2627450980392, 190=371.6745098039216, 21=1079.1803921568626, 142=1780.9058823529413, 122=39.0, 176=2907.3372549019605, 31=1.0, 1=57.0, 205=4.0, 121=1563.3372549019607, 36=11654.764705882353, 131=2.0, 42=1.0, 123=3.0, 41=1.0, 43=15.0}"
2018,170402080108,"{33=110.89411764705882, 111=48.023529411764706, 37=3368.9647058823525, 59=389.0, 141=2908.2431372549017, 28=23.0, 61=2769.85882352941, 24=950.5411764705881, 143=25.0, 195=950.3176470588236, 152=66804.74509803923, 23=1080.3058823529411, 190=381.69803921568626, 21=6111.0, 35=1.0, 142=9436.231372549018, 122=7.0, 176=7794.4862745098035, 31=1.0, 32=1.0, 1=38.0, 205=14.0, 121=2669.901960784314, 36=21307.5568627451, 123=1.0, 44=2.0, 41=2.0, 43=584.8901960784314}"
2018,170402080211,"{33=125.32941176470588, 111=65.0, 37=1286.7019607843135, 59=6.474509803921569, 143=13.0, 28=4.0, 61=3417.529411764706, 141=4224.972549019608, 24=540.8862745098039, 195=259.4470588235294, 152=103129.67058823534, 23=4433.250980392156, 190=2141.211764705882, 21=423.9372549019607, 142=23126.99215686273, 122=1265.5764705882355, 176=3518.5803921568618, 1=19.0, 205=9.0, 121=5297.709803921569, 36=19731.313725490192, 131=25.0, 41=1.0, 43=7.262745098039216, 123=459.58431372549023, 42=1.0, 124=90.37647058823529}"
2018,170402080506,"{33=57.0, 111=18.0, 37=69.17647058823529, 59=19.0, 28=82.29803921568627, 61=793.3176470588235, 24=894.1058823529411, 141=2180.6666666666665, 195=32.0, 152=53352.56470588238, 23=233.60784313725492, 190=283.5921568627451, 21=38.0, 142=2370.905882352941, 122=7537.878431372551, 176=282.2352941176471, 1=11.125490196078431, 205=12.0, 121=8266.87450980392, 36=4581.1176470588225, 131=2.0, 43=15.0, 44=1.0, 123=7511.49411764706, 41=1.0, 124=667.8431372549019}"
2018,170402080602,"{33=284.0470588235294, 142=6269.184313725491, 122=45.78431372549019, 37=652.443137254902, 131=9.0, 176=4788.149019607843, 121=1757.5254901960782, 59=4.0, 143=1.0, 1=18.0, 28=1.0, 61=679.7058823529412, 24=155.55686274509804, 141=1416.764705882353, 195=175.24313725490197, 36=2673.7843137254904, 152=91135.70588235295, 123=1.0, 23=3431.4980392156863, 43=1.0, 190=680.478431372549, 21=34.0}"
2018,170402080603,"{33=880.1490196078431, 111=5.0, 37=292.4509803921569, 59=35.0, 143=13.0, 28=3.0, 61=4361.909803921569, 141=12552.925490196074, 24=350.84705882352944, 195=189.0078431372549, 152=64168.70588235295, 23=3822.254901960784, 190=2767.9686274509804, 21=898.9686274509803, 35=10.0, 142=18841.53725490195, 122=20.16470588235294, 68=1.0, 176=462.7725490196078, 1=3.0, 205=1.0, 121=1375.043137254902, 36=3333.7647058823527, 131=2.0, 43=52.46666666666667}"
2018,170402080605,"{33=132.73333333333335, 111=137.0, 37=479.1333333333333, 59=114.0, 61=4541.760784313726, 28=24.945098039215686, 24=25341.97254901961, 141=102.0, 195=40.909803921568624, 152=113118.06666666668, 23=2978.1019607843136, 190=3150.882352941177, 21=255.0156862745098, 35=1.0, 142=95.0, 122=2433.1607843137253, 68=5.0, 176=2087.3137254901962, 31=5.0, 1=2635.1450980392156, 205=5.0, 121=9193.42745098039, 36=7925.999999999998, 131=51.0, 42=1.0, 124=34.0, 123=413.60392156862747, 41=7.0, 43=24687.41568627451}"
2018,170402080607,"{33=29.031372549019608, 111=3387.498039215684, 37=468.1686274509804, 28=8.0, 61=3357.788235294117, 195=37.64705882352941, 24=21440.75686274509, 59=24.0, 152=27918.337254901937, 23=3505.3137254901962, 190=33280.760784313745, 21=213.85098039215688, 35=2.0, 142=6.0, 122=689.349019607843, 68=1.0, 176=441.10196078431375, 31=1.0, 1=59.80392156862745, 205=5.0, 36=6026.243137254901, 121=4653.898039215687, 131=39.0, 43=18076.556862745107, 123=41.41568627450981, 41=845.0, 124=0.8784313725490196}"
