Year,huc12,histogram
2017,170402080608,"{33=153.13333333333333, 111=70550.08235294122, 37=522.1098039215685, 53=1.0, 28=25.0, 61=4285.764705882352, 59=95.0, 24=32297.839215686265, 195=32.490196078431374, 152=32125.478431372558, 23=9547.988235294126, 22=52.76470588235294, 190=19355.345098039215, 21=3008.7137254901963, 35=12.0, 142=76.0, 122=4426.854901960786, 176=2666.0823529411755, 31=8.0, 32=4.0, 1=1942.650980392157, 205=3.0, 36=17530.8862745098, 121=12321.262745098042, 131=7.0, 43=18117.20784313725, 41=640.7411764705882, 123=1418.678431372549, 42=6.0, 124=160.8392156862745}"
2017,170402080102,"{33=19.0, 111=5.0, 142=9561.364705882355, 122=6.333333333333334, 37=187.29411764705884, 176=859.1411764705881, 121=1439.6549019607842, 24=278.1921568627451, 61=29.0, 141=5952.36862745098, 143=6.0, 195=220.85490196078433, 36=2393.4313725490197, 152=91645.5607843137, 23=202.38823529411764, 190=475.0, 21=40.00392156862745}"
2017,170402080104,"{33=5.0, 142=24718.137254901958, 122=5.0, 37=202.478431372549, 131=9.0, 59=2.0, 176=125.41960784313724, 205=4.921568627450981, 24=13.0, 28=10.0, 1=1.0, 141=6736.874509803921, 61=6.0, 143=59.0, 195=139.32549019607842, 121=315.41568627450977, 36=2975.807843137255, 152=47508.76078431382, 23=5.0, 190=343.37254901960785, 21=6.0}"
2017,170402080106,"{33=5.101960784313725, 111=135.0, 142=5719.976470588235, 122=1.0, 37=837.2235294117647, 36=5066.392156862743, 176=1311.0941176470592, 121=875.4588235294117, 141=3867.3960784313726, 143=1.7960784313725489, 61=90.9764705882353, 1=3.0, 28=99.17647058823529, 195=439.00392156862745, 24=72.21960784313725, 59=3.0, 205=1.0, 152=57536.22352941184, 23=46.0, 190=35.0, 43=1.0, 21=1067.0117647058823}"
2017,170402080107,"{33=152.89803921568628, 122=22.0, 142=7448.011764705883, 111=1.0, 37=815.9568627450982, 59=7.0, 53=10.0, 176=3446.454901960785, 121=1727.4235294117645, 36=16225.113725490199, 141=1998.3803921568629, 28=109.00392156862745, 1=12.0, 61=943.3529411764707, 143=2.0, 24=570.4470588235295, 195=117.68235294117648, 205=9.0, 152=66308.1372549019, 23=274.24313725490197, 190=59.0, 43=8.0, 21=2631.607843137255}"
2017,170402080105,"{33=37.0, 111=5439.976470588235, 142=1713.878431372549, 122=55.0, 37=1074.250980392157, 176=2591.007843137255, 36=12168.411764705885, 53=1.0, 141=783.2196078431372, 61=2655.007843137255, 1=68.0, 28=137.76862745098038, 195=959.627450980392, 24=693.7764705882353, 59=2.0, 121=1721.4823529411765, 152=61995.34509803923, 23=96.0, 44=2.0, 123=3.0, 190=239.1764705882353, 43=49.0, 21=191.41176470588232}"
2017,170402080108,"{33=119.0, 111=52.023529411764706, 37=2399.6392156862744, 53=12.0, 59=32.0, 24=1170.827450980392, 28=273.0, 61=1319.0156862745102, 143=28.0, 141=2725.803921568627, 195=804.2980392156862, 152=68467.10196078432, 23=1885.152941176471, 22=2.0, 190=161.60784313725492, 21=6206.1882352941175, 35=1.0, 142=9080.129411764707, 122=15.0, 176=9045.98431372549, 32=1.0, 1=23.0, 205=5.0, 121=2580.3254901960786, 36=20938.560784313726, 43=434.0}"
2017,170402080211,"{33=74.24705882352941, 4=3.0, 111=48.0, 37=875.1843137254901, 59=4.474509803921569, 53=2.0, 143=18.0, 141=3916.2078431372547, 28=4.0, 61=2137.650980392157, 24=2059.7921568627457, 57=1.0, 195=262.0, 152=103526.66274509806, 23=3550.4039215686275, 190=1577.2117647058822, 21=624.5294117647059, 35=2.0, 142=23068.196078431352, 122=1392.2862745098041, 176=4781.501960784312, 1=19.88235294117647, 205=3.0, 121=5110.776470588235, 36=19967.188235294114, 131=50.03529411764706, 123=448.34117647058827, 124=92.84313725490196, 43=3.392156862745098}"
2017,170402080506,"{33=48.96862745098039, 122=7851.83529411765, 142=2305.5960784313725, 111=19.0, 37=40.976470588235294, 176=273.0, 36=4129.509803921568, 53=10.0, 121=8187.454901960782, 32=1.0, 24=1242.250980392157, 61=816.4117647058822, 59=23.0, 141=1711.0, 195=4.0, 205=11.0, 152=54268.39215686276, 190=143.1764705882353, 123=7510.14117647059, 23=89.0, 124=599.0078431372549, 43=21.08235294117647, 21=8.0}"
2017,170402080602,"{33=1.0, 142=5923.223529411765, 122=51.78431372549019, 37=461.0, 176=5194.439215686275, 131=15.592156862745098, 121=1773.2392156862745, 28=2.0, 1=15.0, 61=833.1215686274509, 141=1221.0509803921568, 24=3500.2078431372543, 195=22.0, 36=2630.6392156862744, 152=91667.83137254904, 23=272.23137254901957, 123=2.0, 190=600.5098039215686, 21=28.0}"
