Date,UID,pr,etr,eto,tmmn,tmmx,rmin,pr_1,etr_1,eto_1,tmmn_1,tmmx_1,rmin_1
2018-01-01,101,25.014896416496857,48.234565921583076,30.744636782422297,265.83709732804,276.01954022199186,51.13788316207953,44.9769158916006,44.89653147507066,28.744699774379324,266.71750806900315,275.5274186199703,54.42809872148305
2018-01-01,102,28.646153796177643,50.076922951982574,32.01538471189829,267.5508704552284,277.3861037034255,51.150123596191406,42.035571714420435,46.79697979172135,29.995748220758287,267.7792555637241,276.624710397674,54.506194342539004
2018-01-01,103,19.143361750668422,45.7662925004531,29.307977871063535,268.4984848508933,277.6735271744485,55.213333793358075,35.08778620660184,43.732541080461935,28.16110291991483,268.10510847942857,276.91797256983415,56.30438149126268
2018-02-01,101,20.124495158170795,52.83241530647904,35.703120962563005,265.58874912697155,274.595145781022,50.96598764094912,39.65616375363899,47.81743984850924,32.70628330098419,265.4013158038125,273.755651538666,54.62944885481684
2018-02-01,102,22.407692258174603,58.0307691349433,39.03076928853989,267.3865403395433,276.4925795335036,49.353296720064606,38.925213519247706,51.57696185546397,35.108022314189974,266.6151946147332,275.1294859198107,53.86361547407717
2018-02-01,103,13.333273522240233,56.98998659938384,38.27115699480687,267.6470319053903,277.0160805802559,55.60067212419264,36.90061941901219,51.874629671728776,35.18154454862946,266.78934840195393,275.6754894220634,56.735880933423076
2018-03-01,101,76.75586132856449,75.90587454373025,56.26134248166581,267.7461078522745,278.7937293203991,45.3302991933595,112.68734571300772,74.32397187456014,55.34256285184175,268.15792856803085,278.20155570213836,46.179885703660524
2018-03-01,102,83.16923103653468,75.09230773265546,56.42307681762255,268.4047147310697,279.9384577824519,47.807939969576324,110.44924731554357,75.83689765760063,56.69536573244389,268.73219066665064,279.1561635222477,47.41404768008744
2018-03-01,103,53.09750037226488,76.43351281240591,57.13045928463433,269.97874839633124,281.2562849903835,48.16422665245858,86.7981213863719,75.05301631875125,56.23024488113061,269.37357828606173,279.88632035916805,48.194876198495045
2018-04-01,101,45.153553763525146,138.20637300953663,100.95541565023694,272.33786379706356,285.94739693942546,35.18535821205858,64.08492120266503,132.02942570136918,97.2757206956255,272.3951604340599,284.75777830971276,36.34533688261297
2018-04-01,102,43.21538455898945,152.869231068171,110.0538462125338,273.5820500300481,287.984870323768,32.05769230769231,57.300589818993515,141.8549856762681,103.06510286049118,273.33916483433507,286.16590574962174,34.53360679300278
2018-04-01,103,38.81233346791454,140.2546324873913,102.44903442786851,274.3076252268561,288.06885763236005,34.31615379709199,56.52164014087729,136.05685413604942,100.04272150136522,273.62092440127685,286.4955219337633,35.73294499091886
2018-05-01,101,43.54765274982393,186.198426662328,143.30456355241475,277.5738830486371,293.3771587925072,32.34000131110335,53.93490424781605,182.38908735170173,141.33773830317426,278.2253552490842,292.3041041481349,32.93610327545857
2018-05-01,102,46.09230771202307,197.24615394152127,150.32307694508478,278.38734553410455,294.8124084472656,30.900744218092697,53.168236519059704,189.14592523852954,145.66324372183217,278.6005230244276,293.2450219091758,32.74620862925443
2018-05-01,103,47.97937438590516,181.603502747756,142.45972132343786,279.4028039163431,294.9114741425443,33.119751658880006,55.54922573586462,181.27033404004627,141.84731347578378,279.0524942391393,293.6689708534033,33.54780404445075
2018-06-01,101,18.970390753884526,224.27689495306768,171.6859166590273,279.8590948433505,297.23103813933733,29.645219940417654,21.46329087901159,217.82692319563273,168.0675203386729,280.6622857543642,296.08610182805455,30.91216605430383
2018-06-01,102,15.861538575245785,243.3384617658762,183.70000006602362,280.4156470665565,299.1871807391827,26.03487176161546,17.264253701473052,231.369996764392,176.75352272688764,280.9340941844207,297.535186586123,28.716486784359986
2018-06-01,103,17.80821737387441,218.8475378885756,169.31802108073342,281.279617394075,298.3249636831228,30.458676259543726,20.16949908229465,217.3237140394112,168.22755169985646,281.10838167666736,297.21290079821097,31.247144662624358
2018-07-01,101,3.3306058453600644,284.6877262272798,212.96496237878128,283.8544909149339,303.99787340581867,20.018362442965024,3.7483877427427146,281.5132203522448,211.75543694145145,285.74526084000337,302.9301775022277,19.63296509300815
2018-07-01,102,6.484615417627188,304.5538460658147,224.73076945084793,285.3198500413161,305.58908315805286,15.966501162602352,5.159671563584291,294.56592905209175,219.16062949666957,286.3357948878191,304.1400775903124,16.827562576208617
2018-07-01,103,0.8019607916213387,288.22180866199494,215.47202522328942,285.13494947502284,305.397607240076,17.523387468997782,1.7646310284609361,285.78312691209,214.27659618687568,285.84447950203395,304.2398008145704,17.79335900955755
2018-08-01,101,11.994807222931838,257.5424075293597,184.3175190884455,281.3894323013349,301.54878264876635,18.04375182391151,12.178852636737997,252.44390003402867,181.6278161461036,283.4001194251283,300.44073713806836,17.920712937680197
2018-08-01,102,13.207692416814657,275.37692378117487,195.07692199486954,282.59801307091345,303.04913095327527,14.936476414020245,11.35061583723721,265.23758218529304,189.2540886517396,284.03312401058014,301.54882579920655,15.81060838094041
2018-08-01,103,5.625220797511029,257.7121242823099,184.32420334115108,282.4461908681613,302.5756119749643,16.34012208886354,6.506975534571942,255.74406828888016,183.44253958563831,283.5664782124711,301.44295066917755,16.48523803249126
2018-09-01,101,0.14398112029439034,226.8753746185533,152.99205307675385,276.88570061700415,298.19824498074274,12.934329967063587,0.1273135308713656,218.1706377392461,148.321352171057,279.29524681820425,296.97771754544664,13.209175282416972
2018-09-01,102,0.19230769689266497,239.96923112869263,160.79230761528015,277.6807673527644,299.52820763221155,10.741538487947905,0.1296069105959373,229.44333021197826,154.97216755642575,279.80939879567507,298.03786283558486,11.832354090560418
2018-09-01,103,0.0,215.4796890486252,146.4661277943146,278.72574134830086,298.6955661188431,12.32042019268368,0.0,215.05387173395988,146.59368421509362,279.9772066300749,297.7052546798332,12.81524816620167
2018-10-01,101,34.764385029325766,99.0637290541062,67.58064485263736,272.50385503521306,286.5348248385457,35.14703135436643,45.78567250317129,94.86210537014796,65.12067882954143,273.3466530659413,285.29678344131077,36.81106189783797
2018-10-01,102,43.56923083387888,107.13846139265941,72.56153815984726,273.49727219801684,288.0895784818209,32.876178154578575,46.16675005141625,98.62124946663666,67.56473480258177,274.0505788109233,286.2286380913455,36.67385720083822
2018-10-01,103,31.29057005800775,95.37434521495469,65.68215826390623,274.1124223635736,287.62239428027596,36.16297221487109,40.98484381102679,93.56481949869044,64.58999462030805,274.2514431226809,286.3337459322773,37.83186594996207
2018-11-01,101,29.24589560893524,48.33682129508455,31.616679858456376,266.42349734582706,277.9247489266904,46.19886806997264,53.49805849392366,46.74732916392294,30.506702825725824,267.37982589965094,277.21310355131897,48.0322300239949
