Year,huc12,Irrigated,Non-irrigated
2002,170402080401,22100.980392156867,150579.61176470603
2002,170402080403,14939.905882352938,113046.23529411752
2002,170402080205,8513.854901960787,90614.12156862745
2002,170402080402,8474.976470588237,105704.49019607842
2002,170402080604,16888.76470588235,87631.08627450996
2002,170402080301,1.0,75122.63137254893
2002,170402080601,3080.0,140786.21176470592
2002,170402080605,71604.48235294112,202087.84313725476
2002,170402080504,997.0980392156864,189577.0588235295
2002,170402080102,4974.533333333333,149965.95294117683
2002,170402080104,5188.533333333331,108425.33333333343
2002,170402080106,7351.050980392158,98109.25490196099
2002,170402080107,13427.439215686274,126939.80392156885
2002,170402080105,14787.325490196083,111777.73725490211
2002,170402080108,34576.270588235304,139694.1019607842
2002,170402080211,11568.403921568628,224850.27843137263
2002,170402080506,6186.203921568629,115803.18039215697
2002,170402080602,1048.8627450980393,155215.62745098042
2002,170402080603,4276.321568627451,152135.0627450982
2002,170402080608,88140.26274509802,228144.8509803923
2002,170402080607,63775.50588235298,106856.20784313731
2002,170402080503,4518.223529411764,158757.66666666613
2002,170402080502,1684.4588235294116,64412.09803921571
2002,170402080501,7027.466666666668,150708.1254901961
2002,170402080206,491.0,115263.44313725483
2002,170402080505,3192.7529411764713,130909.4980392157
2002,170402080101,921.2274509803922,147530.6313725491
2002,170402080507,12309.298039215686,130333.72549019608
2002,170402080606,50916.435294117655,59291.615686274454
2002,170402080103,372.15686274509807,56592.223529411865
2003,170402080305,914.0,102271.95686274508
2003,170402080306,11155.631372549016,102981.37254901964
2003,170402080201,6701.9333333333325,80722.43137254915
2003,170402080203,332.34117647058815,50873.16470588245
2003,170402080202,16848.682352941178,198197.2156862743
2003,170402080204,52365.74901960779,167775.1333333333
2003,170402080208,1058.0588235294117,84764.60000000003
2003,170402080209,3243.164705882353,154362.83921568605
2003,170402080207,5201.7411764705885,145186.619607843
2003,170402080210,6856.878431372547,127042.31372549037
2003,170402080303,1314.9725490196079,79446.4470588237
2003,170402080302,7559.674509803922,180675.89411764665
2003,170402080304,5994.952941176471,140030.43921568614
2003,170402080404,4260.764705882353,155720.17254901954
2003,170402080308,14558.231372549017,109100.47843137263
2003,170402080401,16573.768627450983,156106.82352941186
2003,170402080403,10206.003921568625,117780.13725490186
2003,170402080205,5963.482352941176,93164.49411764706
2003,170402080402,5499.141176470587,108680.32549019606
2003,170402080604,16563.423529411768,87956.42745098054
2003,170402080301,,75123.63137254893
2003,170402080307,11835.666666666668,178390.94509803923
2003,170402080601,150.90980392156862,143715.30196078433
2003,170402080504,690.2470588235295,189883.90980392168
2003,170402080505,2790.7725490196085,131311.47843137255
2003,170402080608,87798.0784313726,228487.03529411767
2003,170402080102,1331.7686274509804,153608.7176470592
2003,170402080104,3942.0627450980387,109671.80392156877
2003,170402080106,3907.376470588236,101552.9294117649
2003,170402080107,7369.317647058825,132997.9254901963
2003,170402080108,25493.36078431373,148777.01176470576
2003,170402080211,8080.019607843138,228338.66274509818
2003,170402080506,5192.5490196078445,116796.83529411771
2003,170402080602,329.7098039215686,155934.78039215688
2003,170402080105,7680.4509803921555,118884.61176470603
2003,170402080605,69053.23529411759,204639.09019607835
2003,170402080603,1196.0196078431372,155215.3647058825
2003,170402080502,1042.843137254902,65053.71372549022
2003,170402080501,4410.329411764706,153325.2627450981
2003,170402080206,215.0,115539.44313725483
2003,170402080103,109.41568627450981,56854.96470588245
2003,170402080503,4043.588235294118,159232.3019607838
2003,170402080507,12549.905882352938,130093.11764705885
2003,170402080606,49676.55686274511,60531.494117647024
2003,170402080607,60661.58039215692,109970.13333333339
2003,170402080101,112.23137254901961,148339.62745098048
2004,170402080607,64096.82745098042,106534.88627450989
2004,170402080503,4639.929411764705,158635.96078431318
2004,170402080502,1687.2431372549017,64409.31372549021
2004,170402080501,8819.235294117649,148916.35686274513
2004,170402080206,437.0,115317.44313725483
2004,170402080103,361.89803921568625,56602.48235294128
2004,170402080101,1435.9254901960783,147015.93333333344
2004,170402080507,12913.780392156867,129729.2431372549
2004,170402080606,51653.77254901962,58554.278431372506
2004,170402080605,70282.38823529404,203409.93725490192
2004,170402080504,907.556862745098,189666.6000000001
2004,170402080602,1661.1411764705883,154603.34901960788
2004,170402080506,6237.8823529411775,115751.5019607844
2004,170402080211,11943.149019607843,224475.5333333334
2004,170402080108,36400.50196078432,137869.87058823518
2004,170402080105,15265.333333333338,111299.72941176487
2004,170402080107,13621.427450980394,126745.81568627473
2004,170402080106,8092.074509803922,97368.23137254923
2004,170402080104,5482.537254901959,108131.32941176482
2004,170402080102,5264.427450980393,149676.05882352983
2004,170402080608,92309.62352941185,223975.4901960786
2004,170402080603,5580.066666666666,150831.317647059
2004,170402080505,2892.0196078431377,131210.23137254902
2004,170402080601,4849.650980392157,139016.56078431377
2004,170402080604,16497.76470588236,88022.08627450996
2004,170402080402,8667.580392156866,105511.8862745098
2004,170402080205,7676.015686274512,91451.96078431372
2004,170402080403,15561.799999999997,112424.34117647047
2004,170402080401,21461.960784313735,151218.63137254916
2004,170402080308,17839.109803921572,105819.60000000005
2004,170402080307,16857.917647058828,173368.69411764713
2004,170402080304,8267.84705882353,137757.54509803912
2004,170402080302,12544.282352941174,175691.2862745094
2004,170402080303,1732.2039215686275,79029.21568627465
2004,170402080301,1.0,75122.63137254893
2004,170402080404,5753.776470588236,154227.16078431372
2004,170402080207,7266.258823529412,143122.10196078414
2004,170402080209,3632.007843137255,153973.99607843114
2004,170402080208,2971.333333333333,82851.32549019613
2004,170402080204,57894.815686274465,162246.06666666665
2004,170402080202,27318.192156862744,187727.70588235263
2004,170402080203,2406.1294117647058,48799.376470588344
2004,170402080201,17514.807843137256,69909.55686274514
2004,170402080306,12708.627450980388,101428.37647058826
2004,170402080305,1853.0,101332.95686274505
2004,170402080210,9680.76862745098,124218.42352941194
2005,170402080208,2179.333333333333,83643.32549019613
2005,170402080204,66509.69803921565,153631.18431372548
2005,170402080202,24846.69803921568,190199.19999999978
2005,170402080305,1792.0,101393.95686274505
2005,170402080201,6650.254901960787,80774.10980392162
2005,170402080306,14983.007843137255,99153.99607843143
2005,170402080209,4033.305882352941,153572.69803921547
2005,170402080203,1821.0588235294117,49384.44705882364
2005,170402080207,7296.772549019609,143091.58823529395
2005,170402080304,8962.411764705885,137062.98039215678
2005,170402080301,0.7372549019607844,75122.89411764697
2005,170402080303,2449.894117647059,78311.52549019628
2005,170402080302,13596.431372549017,174639.1372549016
2005,170402080307,19519.670588235298,170706.9411764706
2005,170402080308,20587.368627450982,103071.34117647064
2005,170402080401,24712.803921568644,147967.78823529423
2005,170402080403,18265.799999999996,109720.34117647047
2005,170402080205,8601.101960784317,90526.87450980392
2005,170402080604,17252.76470588235,87267.08627450996
2005,170402080210,10882.619607843135,123016.57254901978
2005,170402080601,3703.905882352941,140162.305882353
2005,170402080607,67278.39215686278,103353.3215686275
2005,170402080504,1172.917647058824,189401.2392156864
2005,170402080608,98424.84313725501,217860.2705882354
2005,170402080102,4781.411764705883,150159.0745098043
2005,170402080104,5420.1529411764695,108193.71372549032
2005,170402080106,7542.270588235297,97918.03529411783
2005,170402080107,14683.58431372549,125683.65882352962
2005,170402080105,15965.09019607844,110599.97254901977
2005,170402080108,37418.50196078432,136851.87058823518
2005,170402080211,14905.86274509804,221512.8196078432
2005,170402080506,7182.835294117649,114806.54901960795
2005,170402080505,3693.254901960784,130408.9960784314
2005,170402080602,2366.007843137255,153898.4823529412
2005,170402080402,9307.415686274513,104872.05098039213
2005,170402080606,53817.196078431385,56390.85490196075
2005,170402080507,12459.576470588232,130183.44705882354
2005,170402080101,1941.635294117647,146510.2235294119
2005,170402080103,338.0235294117647,56626.356862745204
2005,170402080206,489.0,115265.44313725483
2005,170402080501,8163.913725490197,149571.6784313726
2005,170402080502,2005.8313725490195,64090.7254901961
2005,170402080503,6691.9607843137255,156583.9294117641
2005,170402080603,5553.6352941176465,150857.74901960805
2005,170402080404,7223.380392156863,152757.5568627451
2005,170402080605,75718.77254901953,197973.5529411764
2006,170402080601,856.4470588235295,143009.7647058824
2006,170402080305,1425.0,101760.95686274506
2006,170402080306,13261.799999999994,100875.20392156867
2006,170402080201,2452.2274509803915,84972.13725490206
2006,170402080203,936.2705882352941,50269.235294117745
2006,170402080202,15948.305882352945,199097.59215686255
2006,170402080204,54645.85882352938,165495.02352941188
2006,170402080208,2503.333333333333,83319.32549019612
2006,170402080209,3557.764705882353,154048.23921568604
2006,170402080207,5702.1803921568635,144686.1803921567
2006,170402080210,8253.599999999999,125645.59215686294
2006,170402080301,1.0,75122.63137254893
2006,170402080303,1828.8901960784315,78932.52941176484
2006,170402080302,11761.058823529409,176474.50980392116
2006,170402080304,8250.843137254902,137774.54901960777
2006,170402080307,14893.537254901958,175333.07450980396
2006,170402080308,17053.05098039216,106605.65882352948
2006,170402080401,20867.458823529425,151813.13333333348
2006,170402080403,14737.882352941173,113248.25882352926
2006,170402080205,6789.494117647061,92338.48235294117
2006,170402080604,16977.4862745098,87542.3647058825
2006,170402080402,8166.356862745099,106013.10980392156
2006,170402080505,3518.4196078431373,130583.83137254904
2006,170402080503,5680.709803921569,157595.18039215627
2006,170402080608,95238.21176470596,221046.90196078454
2006,170402080102,4175.894117647059,150764.5921568632
2006,170402080104,5523.6431372549005,108090.22352941184
2006,170402080106,6564.670588235295,98895.63529411785
2006,170402080107,12640.81960784314,127726.42352941199
2006,170402080105,13659.525490196087,112905.53725490216
2006,170402080108,35431.44705882353,138838.92549019598
2006,170402080211,11252.89019607843,225165.7921568628
2006,170402080506,6018.737254901962,115970.64705882361
2006,170402080602,2873.360784313726,153391.12941176473
2006,170402080603,4447.019607843135,151964.36470588253
2006,170402080605,73529.01176470584,200163.31372549012
2006,170402080607,64747.4392156863,105884.274509804
2006,170402080606,52753.11764705884,57454.9333333333
2006,170402080507,12407.631372549016,130235.39215686274
2006,170402080101,1311.7803921568627,147140.07843137265
2006,170402080103,382.03137254901964,56582.349019607944
2006,170402080206,499.0,115255.44313725483
2006,170402080501,7287.968627450981,150447.6235294118
2006,170402080502,1311.8745098039215,64784.68235294119
2006,170402080504,1015.917647058824,189558.2392156864
2006,170402080404,5780.482352941177,154200.4549019608
2007,170402080608,91681.074509804,224604.0392156865
2007,170402080102,1667.6,153272.88627451018
2007,170402080402,7404.933333333333,106774.53333333333
2007,170402080503,4177.898039215686,159097.99215686222
2007,170402080502,1116.3058823529411,64980.25098039217
2007,170402080501,6095.521568627452,151640.07058823534
2007,170402080206,277.0,115477.44313725483
2007,170402080103,296.15686274509807,56668.223529411865
2007,170402080101,752.3490196078432,147699.50980392168
2007,170402080507,11444.133333333331,131198.89019607846
2007,170402080607,63540.078431372596,107091.63529411772
2007,170402080605,72817.94901960777,200874.37647058815
2007,170402080603,3684.5215686274514,152726.8627450982
2007,170402080602,1399.5294117647059,154864.96078431373
2007,170402080506,4980.64705882353,117008.73725490204
2007,170402080211,7989.46274509804,228429.21960784312
2007,170402080108,27495.53333333334,146774.8392156862
2007,170402080105,10406.00784313726,116159.05490196093
2007,170402080107,8413.956862745099,131953.28627451006
2007,170402080106,4155.670588235294,101304.63529411786
2007,170402080104,3923.2156862745082,109690.65098039225
2007,170402080404,4473.239215686275,155507.69803921567
2007,170402080504,871.0588235294122,189703.09803921578
2007,170402080505,2863.964705882353,131238.28627450985
2007,170402080606,51814.37647058825,58393.67450980388
2007,170402080604,16685.27058823529,87834.580392157
2007,170402080205,6089.062745098038,93038.91372549019
2007,170402080601,292.2117647058824,143574.00000000003
2007,170402080401,18310.368627450982,154370.22352941192
2007,170402080308,15173.333333333336,108485.37647058828
2007,170402080307,14101.011764705883,176125.6
2007,170402080304,6595.301960784314,139430.0901960783
2007,170402080302,9137.376470588235,179098.1921568623
2007,170402080303,1260.6705882352942,79500.749019608
2007,170402080301,,75123.63137254893
2007,170402080210,6742.596078431371,127156.59607843154
2007,170402080403,11037.572549019604,116948.56862745085
2007,170402080305,836.0,102349.95686274506
2007,170402080209,2793.4549019607844,154812.5490196076
2007,170402080208,1928.8901960784315,83893.76862745102
2007,170402080204,52785.352941176454,167355.52941176493
2007,170402080202,16580.925490196078,198464.97254901944
2007,170402080203,379.99607843137255,50825.50980392167
2007,170402080201,7920.866666666668,79503.49803921574
2007,170402080306,11685.984313725488,102451.01960784316
2007,170402080207,4336.992156862745,146051.3686274508
2008,170402080507,11855.835294117644,130787.18823529412
2008,170402080101,1230.8392156862744,147221.01960784325
2008,170402080103,401.8862745098039,56562.49411764716
2008,170402080104,5154.968627450978,108458.89803921581
2008,170402080501,5951.792156862746,151783.80000000005
2008,170402080502,1215.7215686274512,64880.83529411767
2008,170402080606,52389.66274509806,57818.38823529408
2008,170402080503,3309.027450980392,159966.86274509752
2008,170402080206,463.0,115291.44313725483
2008,170402080607,66596.74509803925,104034.96862745105
2008,170402080211,8504.152941176471,227914.52941176482
2008,170402080603,3672.333333333334,152739.0509803923
2008,170402080602,2764.6274509803925,153499.86274509807
2008,170402080506,4590.941176470589,117398.44313725499
2008,170402080108,30236.94509803922,144033.42745098035
2008,170402080105,12518.956862745104,114046.10588235306
2008,170402080107,11089.360784313725,129277.8823529414
2008,170402080106,5761.058823529411,99699.24705882372
2008,170402080504,956.9647058823532,189617.19215686287
2008,170402080605,72274.61176470583,201417.7137254901
2008,170402080505,2981.364705882353,131120.88627450983
2008,170402080402,7025.93725490196,107153.52941176471
2008,170402080604,16961.76470588235,87558.08627450996
2008,170402080102,3159.5764705882357,151780.90980392197
2008,170402080205,5584.2313725490185,93543.74509803922
2008,170402080403,11610.058823529407,116376.08235294106
2008,170402080401,19639.407843137255,153041.18431372565
2008,170402080308,17200.588235294123,106458.1215686275
2008,170402080307,15259.862745098038,174966.74901960787
2008,170402080304,6947.372549019608,139078.01960784305
2008,170402080302,11440.694117647057,176794.8745098035
2008,170402080303,1442.478431372549,79318.94117647076
2008,170402080601,850.0,143016.2117647059
2008,170402080301,1.0,75122.63137254893
2008,170402080207,4873.949019607844,145514.41176470573
2008,170402080209,3211.8117647058825,154394.19215686253
2008,170402080208,2550.333333333333,83272.32549019612
2008,170402080204,57821.199999999946,162319.68235294125
2008,170402080202,18168.141176470584,196877.75686274498
2008,170402080203,619.5882352941177,50585.91764705893
2008,170402080201,2245.164705882353,85179.2000000001
2008,170402080306,11721.125490196078,102415.87843137259
2008,170402080305,915.0,102270.95686274506
2008,170402080210,8049.278431372548,125849.91372549036
2008,170402080608,92858.37254901968,223426.74117647076
2008,170402080404,4220.172549019608,155760.76470588232
2009,170402080102,6243.90588235294,148696.58039215728
2009,170402080504,1223.917647058824,189350.23921568642
2009,170402080503,6529.643137254902,156746.24705882295
2009,170402080502,2069.6705882352944,64026.886274509816
2009,170402080501,10378.364705882354,147357.22745098043
2009,170402080206,492.0,115262.44313725483
2009,170402080103,361.6313725490196,56602.749019607945
2009,170402080101,2805.0039215686274,145646.8549019609
2009,170402080507,13036.592156862745,129606.43137254904
2009,170402080606,54078.89019607844,56129.16078431369
2009,170402080505,3627.615686274509,130474.63529411769
2009,170402080607,66845.77647058829,103785.937254902
2009,170402080603,8206.392156862745,148204.9921568629
2009,170402080602,8758.372549019608,147506.11764705885
2009,170402080506,6114.73725490196,115874.64705882363
2009,170402080211,14364.325490196079,222054.35686274513
2009,170402080108,39070.827450980396,135199.54509803915
2009,170402080105,18094.16470588236,108470.89803921586
2009,170402080107,13892.10588235294,126475.13725490218
2009,170402080106,8478.960784313727,96981.34509803935
2009,170402080104,5711.407843137254,107902.45882352951
2009,170402080605,77219.54117647052,196472.78431372545
2009,170402080601,5159.576470588236,138706.63529411767
2009,170402080608,106192.36862745104,210092.74509803933
2009,170402080305,1887.0,101298.95686274505
2009,170402080404,6540.396078431373,153440.54117647055
2009,170402080402,9447.023529411772,104732.44313725489
2009,170402080205,8668.537254901965,90459.43921568629
2009,170402080403,17709.6862745098,110276.45490196066
2009,170402080401,24664.909803921575,148015.68235294128
2009,170402080604,17296.76470588235,87223.08627450996
2009,170402080307,19851.98431372549,170374.62745098042
2009,170402080304,8699.874509803924,137325.51764705876
2009,170402080302,14757.960784313724,173477.6078431369
2009,170402080303,2508.513725490196,78252.90588235314
2009,170402080308,20468.960784313727,103189.7490196079
2009,170402080210,11132.988235294115,122766.2039215688
2009,170402080207,7449.992156862747,142938.3686274508
2009,170402080209,3784.305882352941,153821.69803921547
2009,170402080208,3664.3333333333335,82158.32549019612
2009,170402080204,66732.44313725486,153408.4392156863
2009,170402080202,27712.517647058812,187333.38039215657
2009,170402080203,3022.6980392156865,48182.80784313736
2009,170402080201,15162.568627450972,72261.7960784314
2009,170402080306,14764.078431372545,99372.92549019614
2009,170402080301,2.7372549019607844,75120.89411764697
2010,170402080606,51519.34901960786,58688.701960784274
2010,170402080507,11937.09411764706,130705.92941176472
2010,170402080101,1880.3529411764707,146571.50588235309
2010,170402080503,4089.290196078431,159186.59999999948
2010,170402080206,436.0,115318.44313725483
2010,170402080501,6536.560784313727,151199.03137254907
2010,170402080502,1525.517647058824,64571.03921568629
2010,170402080103,391.6313725490196,56572.749019607945
2010,170402080607,65689.67450980395,104942.03921568634
2010,170402080102,4730.192156862745,150210.29411764743
2010,170402080603,6024.611764705881,150386.77254901978
2010,170402080602,6112.419607843137,150152.0705882353
2010,170402080506,4626.105882352941,117363.27843137264
2010,170402080211,10836.164705882351,225582.5176470589
2010,170402080108,35537.25490196079,138733.11764705874
2010,170402080105,15393.882352941182,111171.18039215701
2010,170402080107,14968.823529411762,125398.41960784335
2010,170402080106,7077.290196078435,98383.01568627465
2010,170402080104,5113.027450980389,108500.83921568638
2010,170402080504,973.9647058823532,189600.19215686287
2010,170402080605,72317.24705882347,201375.07843137247
2010,170402080505,2900.701960784314,131201.5490196079
2010,170402080207,6739.992156862746,143648.3686274508
2010,170402080604,17102.76470588235,87417.08627450996
2010,170402080608,98005.58431372562,218279.5294117649
2010,170402080404,4868.498039215686,155112.43921568626
2010,170402080205,7436.992156862749,91690.9843137255
2010,170402080403,13733.53333333333,114252.60784313713
2010,170402080401,20839.68627450982,151840.90588235305
2010,170402080308,16911.509803921577,106747.20000000007
2010,170402080307,15525.898039215686,174700.7137254902
2010,170402080304,7076.090196078432,138949.30196078419
2010,170402080302,11814.043137254903,176421.52549019564
2010,170402080601,4203.431372549019,139662.7803921569
2010,170402080303,2047.686274509804,78713.73333333351
2010,170402080210,9569.356862745099,124329.83529411783
2010,170402080209,3551.956862745098,154054.04705882331
2010,170402080208,2913.3333333333335,82909.32549019612
2010,170402080204,66527.41176470583,153613.47058823533
2010,170402080202,25968.91372549019,189076.98431372532
2010,170402080203,2030.149019607843,49175.356862745204
2010,170402080201,7479.329411764709,79945.03529411765
2010,170402080306,13169.623529411765,100967.38039215692
2010,170402080305,1062.0,102123.95686274506
2010,170402080301,1.0,75122.63137254893
2010,170402080402,8540.772549019614,105638.69411764703
2011,170402080608,104579.674509804,211705.4392156864
2011,170402080507,12763.003921568627,129880.01960784313
2011,170402080601,3639.705882352941,140226.50588235297
2011,170402080505,3340.3882352941177,130761.86274509809
2011,170402080504,988.9647058823533,189585.19215686287
2011,170402080503,6299.054901960784,156976.83529411705
2011,170402080502,1639.207843137255,64457.349019607864
2011,170402080501,7044.196078431372,150691.39607843143
2011,170402080206,333.0,115421.44313725483
2011,170402080103,234.3607843137255,56730.019607843235
2011,170402080101,2359.21568627451,146092.643137255
2011,170402080604,17204.32156862745,87315.52941176486
2011,170402080606,54084.35686274512,56123.69411764702
2011,170402080605,76076.32156862738,197616.00392156857
2011,170402080603,5284.835294117645,151126.54901960804
2011,170402080602,3339.7843137254918,152924.70588235295
2011,170402080506,5264.13725490196,116725.2470588236
2011,170402080211,13066.423529411764,223352.25882352947
2011,170402080108,38746.82352941177,135523.54901960777
2011,170402080102,3655.043137254902,151285.44313725532
2011,170402080104,5261.99607843137,108351.87058823535
2011,170402080105,17493.81176470589,109071.25098039237
2011,170402080607,67048.32549019612,103583.38823529417
2011,170402080106,8434.474509803924,97025.83137254918
2011,170402080305,1514.0,101671.95686274505
2011,170402080201,7085.341176470585,80339.02352941183
2011,170402080404,6483.427450980393,153497.50980392154
2011,170402080402,8129.149019607844,106050.31764705882
2011,170402080205,7006.101960784316,92121.87450980392
2011,170402080403,15886.380392156861,112099.7607843136
2011,170402080401,23533.807843137263,149146.7843137256
2011,170402080308,19318.517647058834,104340.19215686279
2011,170402080307,17791.06274509804,172435.5490196079
2011,170402080306,14145.027450980391,99991.97647058831
2011,170402080302,14938.376470588233,173297.19215686238
2011,170402080304,8343.847058823529,137681.54509803915
2011,170402080301,1.7372549019607844,75121.89411764697
2011,170402080210,10307.517647058821,123591.6745098041
2011,170402080207,6454.243137254903,143934.11764705868
2011,170402080209,3848.7215686274512,153757.28235294097
2011,170402080208,2803.3333333333335,83019.32549019613
2011,170402080204,66463.4784313725,153677.4039215687
2011,170402080202,23052.10980392157,191993.78823529396
2011,170402080203,2491.2313725490194,48714.274509804025
2011,170402080303,2088.078431372549,78673.34117647076
2011,170402080107,13291.058823529413,127076.1843137257
2012,170402080205,5823.650980392156,93304.32549019609
2012,170402080402,5226.733333333334,108952.73333333334
2012,170402080401,18279.988235294117,154400.60392156878
2012,170402080403,9155.490196078432,118830.65098039205
2012,170402080505,2436.992156862745,131665.25882352944
2012,170402080601,150.0,143716.2117647059
2012,170402080604,16897.568627450975,87622.28235294133
2012,170402080305,647.0,102538.95686274506
2012,170402080306,11140.584313725487,102996.41960784316
2012,170402080201,5981.890196078428,81442.47450980401
2012,170402080203,2548.5882352941176,48656.91764705892
2012,170402080202,19652.909803921564,195392.98823529403
2012,170402080504,642.9647058823532,189931.19215686287
2012,170402080404,3503.7254901960787,156477.21176470586
2012,170402080209,2090.2039215686273,155515.79999999976
2012,170402080207,3997.101960784314,146391.25882352924
2012,170402080210,6118.988235294118,127780.2039215688
2012,170402080301,1.0,75122.63137254893
2012,170402080303,1790.870588235294,78970.549019608
2012,170402080302,9181.06274509804,179054.50588235245
2012,170402080304,5971.105882352941,140054.28627450965
2012,170402080307,13306.101960784312,176920.50980392157
2012,170402080208,1680.8901960784315,84141.76862745102
2012,170402080503,3097.6862745098038,160178.2039215681
2012,170402080204,62253.117647058745,157887.7647058824
2012,170402080501,4606.219607843137,153129.37254901964
2012,170402080502,912.3176470588235,65184.23921568628
2012,170402080608,95172.59607843145,221112.51764705905
2012,170402080102,1762.0,153178.4862745102
2012,170402080104,3656.450980392156,109957.4156862746
2012,170402080106,4503.913725490198,100956.39215686293
2012,170402080107,6723.960784313726,133643.28235294137
2012,170402080105,9672.313725490196,116892.74901960797
