Year,huc12,mean
2011,170402080608,4554.268161258066
2011,170402080102,2583.452889016982
2011,170402080104,3568.804606342833
2011,170402080106,2987.0427567466654
2011,170402080107,3265.870131290315
2011,170402080105,2986.7203360242465
2011,170402080108,3662.06601961501
2011,170402080211,3034.3596010225338
2011,170402080506,2237.851396730059
2011,170402080602,2625.1957846261043
2011,170402080603,3710.7787914909636
2011,170402080605,3227.8416230608036
2011,170402080607,4184.693983773592
2011,170402080606,4820.953667111665
2011,170402080507,2227.213127694915
2011,170402080101,1936.8808057351384
2011,170402080103,4385.324195980735
2011,170402080206,4198.345776875551
2011,170402080501,3109.4223899557956
2011,170402080502,3521.507617612067
2011,170402080503,2129.6627455512353
2011,170402080504,3106.605901473301
2011,170402080505,1982.5749869056688
2011,170402080601,3110.6415828297713
2011,170402080604,2021.8896646017613
2011,170402080305,2372.658839318013
2011,170402080306,2732.8498818150683
2011,170402080201,2829.652369756639
2011,170402080203,3208.6904158750494
2011,170402080202,2916.9509311481443
2011,170402080204,4011.7521614219477
2011,170402080208,3700.081530606926
2011,170402080209,4232.927978753353
2011,170402080207,3165.1693626877864
2011,170402080210,3319.8706185063115
2011,170402080301,3668.880858249494
2011,170402080303,3226.9378067747425
2011,170402080302,2729.7400328141325
2011,170402080304,3240.7173003449907
2011,170402080307,3226.918988445772
2011,170402080308,3043.634395922236
2011,170402080401,2999.281246367216
2011,170402080403,3178.965254248446
2011,170402080205,3307.20465022811
2011,170402080402,3417.7524084877764
2011,170402080404,2606.4938638017234
