Year,huc12,mean
2016,170402080608,5777.189583583716
2016,170402080102,3673.647684703907
2016,170402080104,4896.528785911181
2016,170402080106,4007.653066011493
2016,170402080107,4334.630826042686
2016,170402080105,4065.9407295426035
2016,170402080108,4848.952876508265
2016,170402080211,4137.910701609314
2016,170402080506,3134.6157946111784
2016,170402080602,3398.3095893148375
2016,170402080603,4867.161094054251
2016,170402080605,4174.383236515618
2016,170402080607,5423.118822326606
2016,170402080606,6250.512636640988
2016,170402080507,3068.6065088377236
2016,170402080101,2811.0563331236503
2016,170402080103,6218.819805857178
2016,170402080206,5690.431060468782
2016,170402080501,4308.300338621672
2016,170402080502,4899.761418353462
2016,170402080503,2994.9470294502185
2016,170402080504,4320.000906106176
2016,170402080505,2777.1845806233187
2016,170402080601,4236.298114632223
2016,170402080604,2812.641577960018
2016,170402080305,3222.7771458569046
2016,170402080306,3637.3043783590592
2016,170402080201,3953.1141496299283
2016,170402080203,4251.507174510896
2016,170402080202,4149.251205486277
2016,170402080204,5600.551025435403
2016,170402080208,4662.063008530298
2016,170402080209,5451.709613969836
2016,170402080207,4200.588701615536
2016,170402080210,4274.420800556863
2016,170402080301,4872.40404340113
2016,170402080303,4033.81983039787
2016,170402080302,3571.386992578135
2016,170402080304,4016.617405479989
2016,170402080307,4569.57401828275
2016,170402080308,3947.955428247197
2016,170402080401,4320.432384379258
2016,170402080403,4490.3263927229045
2016,170402080205,4461.14228606256
2016,170402080402,4631.730059349475
2016,170402080404,3789.4244227842723
