Year,huc12,mean
2008,170402080608,4165.639877710365
2008,170402080102,2624.4965378820216
2008,170402080104,3774.497616188116
2008,170402080106,2888.9267441201496
2008,170402080107,3031.6660322585785
2008,170402080105,2846.306161456115
2008,170402080108,3414.0260154956964
2008,170402080211,2858.138332185751
2008,170402080506,2246.2268739087613
2008,170402080602,2489.5152369185407
2008,170402080603,3727.2454717246947
2008,170402080605,3003.1144312186548
2008,170402080607,4175.638071947063
2008,170402080606,4630.31839459495
2008,170402080507,2105.9236943213964
2008,170402080101,1933.6605301970303
2008,170402080103,4743.296638874223
2008,170402080206,4463.8122373198885
2008,170402080501,3298.3530208423354
2008,170402080502,3557.4607430238625
2008,170402080503,2009.8742491844869
2008,170402080504,3245.6690906714316
2008,170402080505,1969.8287787008953
2008,170402080601,3112.2261646005554
2008,170402080604,1963.7863526709805
2008,170402080305,2289.480162150574
2008,170402080306,2441.292753145904
2008,170402080201,2676.3548307111732
2008,170402080203,2942.097098486651
2008,170402080202,2681.671330443089
2008,170402080204,3848.8312687094904
2008,170402080208,3678.633163249893
2008,170402080209,4341.235336794285
2008,170402080207,3174.316584333763
2008,170402080210,3131.8848339822166
2008,170402080301,3658.0567480411282
2008,170402080303,2817.9555295365667
2008,170402080302,2219.7880946348923
2008,170402080304,3005.784755942515
2008,170402080307,2994.138711153269
2008,170402080308,2609.4735814163982
2008,170402080401,2649.869135619755
2008,170402080403,2919.27902609176
2008,170402080205,3029.887344081071
2008,170402080402,3416.0433660612507
2008,170402080404,2512.4288273889497
