Year,huc12,mean
2012,170402080608,4036.773047844399
2012,170402080102,2306.3884756570033
2012,170402080104,3355.139743529577
2012,170402080106,2704.3034914244836
2012,170402080107,2879.1691243972773
2012,170402080105,2572.3587033406857
2012,170402080108,3187.9062971582766
2012,170402080211,2552.001704987066
2012,170402080506,1799.0286376903966
2012,170402080602,2130.104714843703
2012,170402080603,3251.285271658872
2012,170402080605,2868.108513145234
2012,170402080607,4022.831495036774
2012,170402080606,4537.427864914768
2012,170402080507,1795.4924640316922
2012,170402080101,1651.761534265045
2012,170402080103,4281.713453208771
2012,170402080206,3974.5511199344546
2012,170402080501,2721.209398291406
2012,170402080502,3214.3199956420526
2012,170402080503,1694.203942791123
2012,170402080504,2652.9154689280267
2012,170402080505,1573.0489551094659
2012,170402080601,2731.612115297046
2012,170402080604,1794.6684514857327
2012,170402080305,1827.0452442104756
2012,170402080306,2170.734351101668
2012,170402080201,2663.193013057996
2012,170402080203,2783.0453776752056
2012,170402080202,2608.52862470283
2012,170402080204,3663.2306532889093
2012,170402080208,3228.1354192322783
2012,170402080209,3802.441433119348
2012,170402080207,2774.5945084604396
2012,170402080210,2752.891996027043
2012,170402080301,3155.3303081246213
2012,170402080303,2487.7430728259314
2012,170402080302,2042.8985890212557
2012,170402080304,2605.086790341837
2012,170402080307,2724.702143991089
2012,170402080308,2429.2577803174204
2012,170402080401,2446.8763087633934
2012,170402080403,2630.201099213432
2012,170402080205,2815.326189523793
2012,170402080402,2930.8136387101436
2012,170402080404,2205.2391906836606
