Year,huc12,mean
2005,170402080608,4713.931048569986
2005,170402080102,3039.1553468239376
2005,170402080104,4165.767159195833
2005,170402080106,3367.154873896526
2005,170402080107,3736.1229953229954
2005,170402080105,3413.0624512693093
2005,170402080108,4141.026803773242
2005,170402080211,3670.3606166472073
2005,170402080506,2655.7823429304267
2005,170402080602,2949.1887652594346
2005,170402080603,4298.53751940574
2005,170402080605,3586.398885746789
2005,170402080607,4666.754630427396
2005,170402080606,5159.337837161694
2005,170402080507,2500.2303750936258
2005,170402080101,2283.011739952009
2005,170402080103,5343.756468158953
2005,170402080206,4982.534997553906
2005,170402080501,3784.9962207426865
2005,170402080502,4264.019479179061
2005,170402080503,2628.8899912909997
2005,170402080504,3757.304030770348
2005,170402080505,2423.206700507429
2005,170402080601,3482.8640216027875
2005,170402080604,2436.0624936725185
2005,170402080305,2810.12688844161
2005,170402080306,3389.860290595441
2005,170402080201,3091.190666932045
2005,170402080203,3498.196019429988
2005,170402080202,3362.225137446552
2005,170402080204,4624.469755207692
2005,170402080208,4134.3555850697885
2005,170402080209,4847.03261929036
2005,170402080207,3733.733221886097
2005,170402080210,3902.829938127272
2005,170402080301,4220.773072815117
2005,170402080303,3663.1320660570204
2005,170402080302,3174.032525570395
2005,170402080304,3678.6272119423543
2005,170402080307,3997.271041887472
2005,170402080308,3557.494564184668
2005,170402080401,3639.939432441839
2005,170402080403,3931.4843369448504
2005,170402080205,3843.599001655934
2005,170402080402,4203.3013093326545
2005,170402080404,3215.7767426146356
