Year,huc12,mean
2009,170402080608,5222.478848857141
2009,170402080102,3248.25224695792
2009,170402080104,4357.865602284863
2009,170402080106,3564.250908060382
2009,170402080107,3760.018651231405
2009,170402080105,3592.093727236921
2009,170402080108,4307.157475534358
2009,170402080211,3663.56801518696
2009,170402080506,2988.252127987701
2009,170402080602,3290.4342137112753
2009,170402080603,4696.517598023335
2009,170402080605,3962.858540643895
2009,170402080607,4982.525309842906
2009,170402080606,5659.537457784355
2009,170402080507,2681.5594729792456
2009,170402080101,2410.1912536114446
2009,170402080103,5478.589202268043
2009,170402080206,5065.920302139942
2009,170402080501,4082.5676618894245
2009,170402080502,4323.261696172584
2009,170402080503,2765.8059865570067
2009,170402080504,3965.9164296012764
2009,170402080505,2532.9629221017403
2009,170402080601,3719.602458538685
2009,170402080604,2576.0624770752247
2009,170402080305,2907.4465169141668
2009,170402080306,3131.5043438503544
2009,170402080201,3428.0772756859865
2009,170402080203,3632.456345573565
2009,170402080202,3409.199451623252
2009,170402080204,4660.189553444138
2009,170402080208,4328.812692938782
2009,170402080209,4937.462899059775
2009,170402080207,3916.4461213612476
2009,170402080210,3930.9330100016796
2009,170402080301,4403.91045819604
2009,170402080303,3670.154473667884
2009,170402080302,3205.6687134248236
2009,170402080304,3725.8636185245555
2009,170402080307,3910.018417555747
2009,170402080308,3463.3176736751684
2009,170402080401,3498.424325689454
2009,170402080403,3920.389712215435
2009,170402080205,3770.002090058472
2009,170402080402,4260.985721695626
2009,170402080404,3203.0158047474583
