Year,huc12,mean
2019,170402080608,5676.531761191659
2019,170402080102,3467.2221243309746
2019,170402080104,4567.9800482642695
2019,170402080106,3816.8860819108204
2019,170402080107,3997.141316147258
2019,170402080105,3566.667846560107
2019,170402080108,4371.158555064565
2019,170402080211,4072.874320170148
2019,170402080506,2837.672176952359
2019,170402080602,3137.8168558255666
2019,170402080603,4201.791424668601
2019,170402080605,3945.2041483529933
2019,170402080607,5444.414148639185
2019,170402080606,5844.164719119956
2019,170402080507,2856.362100926153
2019,170402080101,2716.4841234328433
2019,170402080103,5650.767196986242
2019,170402080206,5266.130941383682
2019,170402080501,3936.1843715222876
2019,170402080502,4645.32582582134
2019,170402080503,2765.5801824416662
2019,170402080504,3969.1290630047147
2019,170402080505,2612.34601284286
2019,170402080601,3856.629146264512
2019,170402080604,2968.550301137973
2019,170402080305,2942.0680171029708
2019,170402080306,3681.8813242501515
2019,170402080201,3884.0049873511116
2019,170402080203,4145.2255178225505
2019,170402080202,3664.630735233397
2019,170402080204,5564.688699218793
2019,170402080208,4521.612417090295
2019,170402080209,5169.441800392989
2019,170402080207,4097.203654367997
2019,170402080210,4088.998967290623
2019,170402080301,4522.862518977591
2019,170402080303,3668.431891984491
2019,170402080302,3117.707440118851
2019,170402080304,3619.0220788097968
2019,170402080307,4382.949913884396
2019,170402080308,3509.608638936977
2019,170402080401,3993.1609718570094
2019,170402080403,3921.0553058860287
2019,170402080205,3836.5265449783224
2019,170402080402,4442.876220123489
2019,170402080404,3196.77392076305
