Year,huc12,mean
2017,170402080608,5360.6404472234435
2017,170402080102,3405.805304210324
2017,170402080104,4391.781094916125
2017,170402080106,3641.2806685514392
2017,170402080107,4165.273124577819
2017,170402080105,3809.5026454646327
2017,170402080108,4736.457520658653
2017,170402080211,3774.961528318162
2017,170402080506,2695.124663954475
2017,170402080602,3535.462758724334
2017,170402080603,4683.885788749576
2017,170402080605,4079.497969645389
2017,170402080607,5146.166645094499
2017,170402080606,5487.124491110937
2017,170402080507,2703.184978998959
2017,170402080101,2738.57209045027
2017,170402080103,5434.98830528825
2017,170402080206,5078.565695596545
2017,170402080501,3893.221802850334
2017,170402080502,4433.136810378489
2017,170402080503,2701.003429095608
2017,170402080504,3866.7715894693347
2017,170402080505,2454.454180346092
2017,170402080601,4067.723194929391
2017,170402080604,2690.519356510115
2017,170402080305,2857.635209541211
2017,170402080306,3391.6897648651934
2017,170402080201,3562.0973364352485
2017,170402080203,3977.1729706530923
2017,170402080202,3741.1237645119318
2017,170402080204,5305.790225172973
2017,170402080208,4360.659283890924
2017,170402080209,4956.671146507446
2017,170402080207,3893.2542599262365
2017,170402080210,3972.489512999021
2017,170402080301,4357.064187367204
2017,170402080303,3524.686916552621
2017,170402080302,3059.054120051066
2017,170402080304,3611.9268095944662
2017,170402080307,4084.1403592312795
2017,170402080308,3469.292223911596
2017,170402080401,3889.1158518685406
2017,170402080403,4095.3654958449806
2017,170402080205,4274.023451124038
2017,170402080402,4204.356103803865
2017,170402080404,3374.1039290749004
