Year,huc12,mean
2013,170402080608,4303.619729160851
2013,170402080102,2674.8257512714995
2013,170402080104,3778.647408288115
2013,170402080106,3028.639101716147
2013,170402080107,3248.628457596017
2013,170402080105,2981.1060132886155
2013,170402080108,3609.8216613974387
2013,170402080211,2870.340193510204
2013,170402080506,2072.6655510595397
2013,170402080602,2459.2013141384373
2013,170402080603,3571.2077593929616
2013,170402080605,3015.3071410571524
2013,170402080607,4063.1610756172017
2013,170402080606,4652.955717992962
2013,170402080507,2087.775440981452
2013,170402080101,1898.8254998978261
2013,170402080103,4674.147289980388
2013,170402080206,4345.974759202707
2013,170402080501,3031.7171207876263
2013,170402080502,3504.525232056106
2013,170402080503,1896.1593309446985
2013,170402080504,2937.417307911707
2013,170402080505,1787.8528838365285
2013,170402080601,3108.253963997859
2013,170402080604,1912.6203708513726
2013,170402080305,2183.549499606467
2013,170402080306,2459.3578517405263
2013,170402080201,2835.5537386109936
2013,170402080203,3165.86970339801
2013,170402080202,2897.658937854911
2013,170402080204,4155.741663662492
2013,170402080208,3632.6985848216896
2013,170402080209,4075.466431699127
2013,170402080207,3134.3274376218938
2013,170402080210,3115.248091640116
2013,170402080301,3494.552929334044
2013,170402080303,2782.854891237068
2013,170402080302,2283.6525603868513
2013,170402080304,2912.871569771175
2013,170402080307,2981.8393970808065
2013,170402080308,2724.005544970726
2013,170402080401,2770.2913181241897
2013,170402080403,3028.7249682809334
2013,170402080205,3260.8840734147752
2013,170402080402,3267.4920580214875
2013,170402080404,2478.1667189435393
