Year,huc12,mean
2020,170402080608,5232.832598949803
2020,170402080102,3236.8425804072144
2020,170402080104,4420.0081362242745
2020,170402080106,3446.214518690581
2020,170402080107,3655.746468162981
2020,170402080105,3442.0303537716463
2020,170402080108,4092.3127113331598
2020,170402080211,3726.0940281976486
2020,170402080506,2508.4369848801625
2020,170402080602,2913.418326278778
2020,170402080603,3958.024049724583
2020,170402080605,3713.8379927500446
2020,170402080607,5253.684678006317
2020,170402080606,5745.2862401585335
2020,170402080507,2512.0173390525515
2020,170402080101,2529.204637007892
2020,170402080103,5368.743518443618
2020,170402080206,5004.127649862896
2020,170402080501,3654.4099906146803
2020,170402080502,4346.505402838856
2020,170402080503,2456.2994525994245
2020,170402080504,3630.956584621953
2020,170402080505,2322.758353502814
2020,170402080601,3702.1472221727618
2020,170402080604,2774.231346827481
2020,170402080305,2618.679347182201
2020,170402080306,3452.5838259771112
2020,170402080201,3699.701489868867
2020,170402080203,3849.824282098835
2020,170402080202,3544.657764701779
2020,170402080204,5200.310391785785
2020,170402080208,4153.379439350848
2020,170402080209,4748.548026772303
2020,170402080207,3776.9937574297655
2020,170402080210,3773.915145982253
2020,170402080301,4023.78080066455
2020,170402080303,3206.0811251187306
2020,170402080302,2876.8429969870713
2020,170402080304,3279.0671462788428
2020,170402080307,3883.8081864306346
2020,170402080308,3251.980283089464
2020,170402080401,3593.331667686606
2020,170402080403,3595.796093546069
2020,170402080205,3563.424827368992
2020,170402080402,4061.1013176111105
2020,170402080404,2931.3804950574727
