Year,huc12,mean
2018,170402080608,5542.647518161041
2018,170402080102,3483.5579947305264
2018,170402080104,4666.14591987638
2018,170402080106,3767.086593290857
2018,170402080107,4080.0721546131017
2018,170402080105,3779.140691457251
2018,170402080108,4484.517211251703
2018,170402080211,3736.606501157324
2018,170402080506,2789.7062038687204
2018,170402080602,3401.0045948036886
2018,170402080603,4697.633553386389
2018,170402080605,4036.8345881693185
2018,170402080607,5411.0779691071775
2018,170402080606,6033.713694339796
2018,170402080507,2796.972265639091
2018,170402080101,2749.3672325843836
2018,170402080103,5747.754756013543
2018,170402080206,5375.250246268316
2018,170402080501,4044.5193786718864
2018,170402080502,4529.951941218842
2018,170402080503,2637.4625027849975
2018,170402080504,3956.4888389733696
2018,170402080505,2492.4733816096123
2018,170402080601,4142.023834554091
2018,170402080604,2567.3357416998506
2018,170402080305,2926.351901057992
2018,170402080306,3314.614560602939
2018,170402080201,3628.276911369424
2018,170402080203,3849.037184612022
2018,170402080202,3774.760137224294
2018,170402080204,5203.101646936458
2018,170402080208,4288.892066953012
2018,170402080209,4956.752023152683
2018,170402080207,3886.9351060016443
2018,170402080210,3774.4808609915744
2018,170402080301,4357.341198823513
2018,170402080303,3409.2400414777258
2018,170402080302,2902.749484218179
2018,170402080304,3551.991743315226
2018,170402080307,3867.0288097067933
2018,170402080308,3235.3048358967458
2018,170402080401,3658.7652758386334
2018,170402080403,3971.69945102807
2018,170402080205,4061.843251572622
2018,170402080402,4219.273852155202
2018,170402080404,3316.2284389952156
