Year,huc12,mean
2006,170402080608,4229.004564761631
2006,170402080102,2711.355303211346
2006,170402080104,3905.0070888506543
2006,170402080106,3071.5241364587064
2006,170402080107,3314.312584586865
2006,170402080105,2990.868924355137
2006,170402080108,3750.5331290532126
2006,170402080211,3152.728536759071
2006,170402080506,2273.9090416958766
2006,170402080602,2661.6856096479214
2006,170402080603,3939.130809613163
2006,170402080605,3219.310922568175
2006,170402080607,4212.01611253899
2006,170402080606,4967.712039156804
2006,170402080507,2147.274673228649
2006,170402080101,1978.9098404978142
2006,170402080103,4916.865733950834
2006,170402080206,4682.389475116214
2006,170402080501,3404.583631906775
2006,170402080502,3749.7439151223266
2006,170402080503,2217.6821459460944
2006,170402080504,3408.1793625450996
2006,170402080505,2056.7079677353445
2006,170402080601,3172.1248446488953
2006,170402080604,2020.7398447363328
2006,170402080305,2399.099199736181
2006,170402080306,2680.229419005271
2006,170402080201,2736.162461994025
2006,170402080203,2983.314030667267
2006,170402080202,2863.901806437684
2006,170402080204,3841.9091584429943
2006,170402080208,3713.0629405524837
2006,170402080209,4404.693974170225
2006,170402080207,3322.837424476772
2006,170402080210,3285.042455588236
2006,170402080301,3783.678419089024
2006,170402080303,3118.081350314126
2006,170402080302,2520.3653724061096
2006,170402080304,3318.223755645003
2006,170402080307,3243.945365758514
2006,170402080308,2921.0373634453326
2006,170402080401,2940.1130463527743
2006,170402080403,3367.451451139774
2006,170402080205,3273.846459723251
2006,170402080402,3686.956806052384
2006,170402080404,2768.815214480464
