Date,huc12,ensb_mean,sebal_mean,sims_mean,ptjpl_mean,alexi_mean,sseb_mean,metric_mean
1999-10-01,170402080608,42.0264444299296,28.04104087533242,28.943985339139942,39.911443933384255,,48.64636373967158,49.58041655808217
1999-10-01,170402080102,26.5128705733581,18.49051959729647,32.79109727674528,33.19503245615464,,30.227945435084973,23.30831574357805
1999-10-01,170402080104,30.285855471103712,20.16061591461905,48.61471980477285,38.38107880362767,,38.5177282902052,22.781635427785517
1999-10-01,170402080106,24.470616097808797,13.9291649782458,36.82905193039287,34.80377351159732,,26.359794156698182,20.71786441808443
1999-10-01,170402080107,26.15200222718808,12.648811854918842,29.88329413839902,34.669592828155174,,27.57586479174292,27.61449290364048
1999-10-01,170402080105,30.3559667565042,19.216936028297454,36.12684684185231,34.76013839196351,,32.33200591879627,34.23664196322579
1999-10-01,170402080108,28.47872860295604,13.648162201189889,35.08846149044775,33.855317389366085,,28.306545570739207,36.11019666371299
1999-10-01,170402080211,30.273609841111856,19.424005351981304,33.78716825053341,34.729360931652,,38.17893906648776,28.573273936059195
1999-10-01,170402080506,22.64724939463072,12.995462427693294,30.12804744267081,30.116470802868225,,28.33457854775133,18.07381676625407
1999-10-01,170402080602,17.692566237338326,12.06568551643132,16.855187671776314,26.571885620664048,,21.67306964926905,10.785410687648035
1999-10-01,170402080603,27.26536842096406,20.01161734603053,25.65147879750188,34.53181393494123,,33.67731382936211,19.995460548288435
1999-10-01,170402080605,17.057351026387952,9.95792398351589,25.975622843618307,22.92877314139868,,17.89296066215092,16.342110553282744
1999-10-01,170402080607,25.270472260526116,19.096862191013464,26.029272384473867,27.52463646874517,,22.316456089869376,31.88975953202817
1999-10-01,170402080606,24.743879570945705,16.293885800493523,25.960987959858564,27.775858666468924,,22.026218474910003,34.01048406817668
1999-10-01,170402080507,21.620639519545254,11.240863816614446,23.28196091368808,27.976025378225927,,28.41723960209374,18.01583976891747
1999-10-01,170402080101,19.23632765986233,12.25410053535884,15.484700615152708,25.59187260176961,,20.535626283608075,18.5730367793082
1999-10-01,170402080103,36.76441314246654,27.146293544712435,24.99146400892899,42.79402347771292,,51.93177678884685,24.67833541789513
1999-10-01,170402080206,34.43949370995293,23.385121768309784,26.790533780152657,43.26407301353105,,45.01811284181191,25.560555221142693
1999-10-01,170402080501,28.44842648527109,16.701046065864915,39.56200484384554,35.808186830499004,,38.91082687768571,20.958703841100547
1999-10-01,170402080502,29.846699900036096,18.73952867985113,31.171032554459835,35.71103169724177,,42.603727785126175,21.180773845037905
1999-10-01,170402080503,23.548996926201397,11.54571844787083,27.293773083530027,30.564005164375487,,35.00616290878495,16.784620314605917
1999-10-01,170402080504,30.259247630932663,20.006023251287445,30.85412707668968,37.093064976152064,,43.19800667721084,20.06333738406593
1999-10-01,170402080505,22.00999520301433,10.34344775222674,26.30867195017885,30.902253979677557,,31.72368700105462,14.246840560369783
1999-10-01,170402080601,25.41559580629267,18.03258893660253,16.533485755779637,33.11016585200698,,34.000589701882376,16.104964262594233
1999-10-01,170402080604,15.268922244601258,10.679963033431408,23.512814811209942,21.42900489333485,,16.449397238553235,13.620042499639514
1999-10-01,170402080305,23.148273625304714,13.753127171541296,22.04594106091948,29.443039388299308,,27.270169290748647,21.484653596645213
1999-10-01,170402080306,25.43432190982722,12.968382288873034,30.619078379975747,30.304406783820625,,26.71450952115537,28.92854246829214
1999-10-01,170402080201,23.301987390834757,10.64523716798319,21.510134644639358,33.344051149737936,,21.585883865892352,26.56819306695523
1999-10-01,170402080203,31.918251428325256,19.73878663505671,22.91140467136927,38.4596576185733,,36.35527528376317,32.5510076315876
1999-10-01,170402080202,25.758839153990813,12.035117933567912,24.02107480828875,33.82720538699243,,26.243495624785037,30.244853497573494
1999-10-01,170402080204,29.47784674160986,16.0135262428607,25.60457460645117,33.54043815778764,,28.440800894138583,39.75806784611125
1999-10-01,170402080208,34.3390771365863,22.00540413976084,32.51650826308813,41.04945651912395,,42.28591323176413,31.083622272674685
1999-10-01,170402080209,37.46451984664753,27.433523645385435,45.67982008775214,45.37239469333671,,47.28461967817751,28.96486085422317
1999-10-01,170402080207,32.83691689462343,19.442179526483727,32.926462508057014,38.2444670461312,,43.58250869782759,29.482398230148547
1999-10-01,170402080210,30.11950722849215,17.17613940503246,35.81261451970691,35.44580651474896,,32.55008407277407,33.58977918625121
1999-10-01,170402080301,32.7196496413732,22.090161888820017,15.977308342222768,41.567166059877614,,39.74914771936346,27.050237468022303
1999-10-01,170402080303,27.830020826509124,22.024910297654475,18.964076859934224,34.25116933823874,,33.83605010282946,21.41880906117638
1999-10-01,170402080302,25.383659385861414,22.532943173333013,22.90146107385035,28.83934794386489,,22.94933415779313,29.189555704134325
1999-10-01,170402080304,25.997783295480428,17.577581463990967,27.27620688319585,34.136863476502675,,28.280997593822853,23.394754055267377
1999-10-01,170402080307,26.763469772907463,17.88594496430001,27.982235876046406,32.92662398018845,,26.08681106375995,29.711233521582308
1999-10-01,170402080308,22.39702167300927,13.500656061109012,25.92156623125293,28.87364891801756,,21.08798072316669,26.03246979929426
1999-10-01,170402080401,26.422944578078614,15.71963059521748,29.775296316583027,30.84959729683665,,26.21560362414677,33.92861763330405
1999-10-01,170402080403,26.02315378363767,13.747519972453617,36.18575473285002,32.36471309809353,,29.43978335517592,27.67305388863878
1999-10-01,170402080205,30.056894962459005,17.706102129700774,22.621672887528245,35.19259642849542,,29.70239161625157,39.40739646670482
1999-10-01,170402080402,27.52670459054624,16.892058811446592,30.934392552544647,33.84423292995592,,33.52373749787211,23.29863306140905
1999-10-01,170402080404,24.64876230785366,12.691546404282196,27.48551860222732,33.23694635532758,,31.08233841820925,21.23998468168794
1999-11-01,170402080608,22.0882971966192,10.632374420907588,15.982681738488775,25.47649065195376,,25.79294524273057,23.995885306728287
1999-11-01,170402080102,17.07435417074152,9.385328705093832,20.07107717965716,19.31755376081192,,18.40911590765854,20.75112927587256
1999-11-01,170402080104,17.458383005757497,7.252573966487966,25.672353947269052,19.43753678010918,,26.64201156385141,15.400940478957525
1999-11-01,170402080106,13.759219823799809,5.7673430074903465,18.01640301472191,18.62018648135917,,16.33687125055383,14.353770535327545
1999-11-01,170402080107,15.522201291470164,5.3671811822067,16.316672852820496,18.68745349436849,,18.253559689389466,20.4599604636737
1999-11-01,170402080105,18.16072676786549,8.933534290696967,19.308466113033887,18.59291944656832,,21.956213752167947,23.784486050336817
1999-11-01,170402080108,18.186646012391893,7.710399584334912,19.793969656684173,18.91231590767648,,18.962450475489213,28.22948172416724
1999-11-01,170402080211,17.52491754585128,5.154392204413504,21.868059649054132,20.587873574614083,,23.59688030169484,19.9974861276395
1999-11-01,170402080506,12.726587013150152,3.5101629786509867,19.18813766595168,21.243713373418665,,17.324294859098227,7.772939937953832
1999-11-01,170402080602,11.47943043384352,4.700950503650002,13.219882120294574,18.85503986132308,,16.33242565876566,5.171682225854826
1999-11-01,170402080603,14.84437355354379,5.605298452821096,18.162650934387518,20.407930908292485,,21.81696132099357,10.237945891286216
1999-11-01,170402080605,10.681074146456904,4.655578865379146,15.456728852383796,17.41335698646143,,11.733622773772328,7.213081046572505
1999-11-01,170402080607,12.86483361966184,5.495242971573328,13.5166912252434,18.118318524264875,,12.31824777172354,14.090084039375975
1999-11-01,170402080606,13.460995826849103,4.547869707630537,15.696446426474308,18.586059492445237,,12.729794474699766,14.804427999948484
1999-11-01,170402080507,12.886421303080445,4.1825211421210335,14.06736100921271,19.12125202819697,,17.79698917313471,9.158040478556703
1999-11-01,170402080101,16.548530987708386,11.62822650816312,14.44449995712436,17.137356221523522,,13.297532264067208,24.1530346867072
1999-11-01,170402080103,19.29703755576576,6.387237238345486,19.53539370883309,22.6386048542244,,32.13373426378716,15.483607599576091
1999-11-01,170402080206,17.667751336158666,5.008588512064068,20.39105283623955,22.50857010018277,,30.3980262827037,11.95591507627767
1999-11-01,170402080501,15.821448622852554,4.771985730008545,24.575210644675828,20.2175549843469,,25.090114198989703,11.862220635671491
1999-11-01,170402080502,15.328684586751615,3.720192618956961,22.26794578793917,19.678684106041334,,24.31280819587988,12.021410915683164
1999-11-01,170402080503,15.949913169540045,4.560095918108512,19.706692498575137,19.46516364261468,,26.50967734941717,12.344187341876236
1999-11-01,170402080504,16.565540754632313,4.186352661751119,21.927579907186136,22.75199846605208,,26.90717376706789,11.577373618629132
1999-11-01,170402080505,14.767851643762263,4.264586672399013,18.06701844690161,21.96726181715805,,24.168391521199467,7.4508448499465265
1999-11-01,170402080601,16.103370112577483,7.365592902565773,15.806537323399215,19.88265895363355,,24.46012001905,12.060538309077808
1999-11-01,170402080604,9.238746662487891,4.360334686175917,16.593864517569838,16.514052182917638,,9.89519565867976,4.827707034794929
1999-11-01,170402080305,18.2862895662808,8.764680310604502,17.303906102038297,21.9571826044322,,23.401154481838194,19.43295983752439
1999-11-01,170402080306,20.106958530116334,7.106083613628751,21.566855145206304,23.65608951798607,,21.01982687110076,29.83690738282909
1999-11-01,170402080201,13.636916595929437,2.996964406932979,17.433751419525912,18.297486600881307,,13.616537011826734,15.351270096730008
1999-11-01,170402080203,21.62748852178057,6.511032620438371,19.470616786801887,23.39720127808186,,27.918682037060105,28.184092228895956
1999-11-01,170402080202,14.482030915760255,3.35837528056515,15.822395116464469,18.659854266201364,,15.648043224274184,18.13615936048212
1999-11-01,170402080204,17.788881016544078,5.096662699801185,17.515284966267245,19.768038627161943,,18.60216817971613,25.95601084900385
1999-11-01,170402080208,20.95879426424525,4.64228850041296,23.82869979408388,23.255038045701944,,31.00817561843117,23.28399707404949
1999-11-01,170402080209,21.05207094349916,5.513002570302536,28.010624976632005,23.380861155764624,,32.74328748143667,21.949590417960646
1999-11-01,170402080207,18.760135640307627,4.428869051231602,22.61615125689322,21.05377558951652,,29.672635555406146,19.02128255709601
1999-11-01,170402080210,19.723918641691625,5.127938976198946,23.887986420811533,21.2707111668748,,24.172849238506704,27.32929834563604
1999-11-01,170402080301,18.509156197909505,5.217273457933568,15.484888748336186,21.713256017861887,,27.132976260557125,19.492248260880945
1999-11-01,170402080303,19.23525446902977,5.797063001096238,14.729274750390314,23.418059691306336,,25.369035342881364,24.378099963889344
1999-11-01,170402080302,17.08026404128096,7.587466495383137,16.852024056588984,19.917542011381908,,16.340146655448034,28.328270474504183
1999-11-01,170402080304,17.77363355604546,5.344653979390687,17.42476819692064,22.530432515428323,,21.77949142051591,22.09522329016593
1999-11-01,170402080307,18.62935251553748,7.80082028305314,19.55001093303904,21.23375737149943,,18.105287995141506,30.64382300662498
1999-11-01,170402080308,17.950066302857834,8.002857483164592,18.101049035815777,21.250589078395144,,16.030074341205765,31.00853924562078
1999-11-01,170402080401,18.29279830914813,7.087169059214529,19.641173038586253,20.36511575823372,,15.946508381766051,32.44206331864375
1999-11-01,170402080403,18.641270046098352,6.349478196522004,21.50656274543084,20.776989979078383,,19.23056666681947,28.238194870856717
1999-11-01,170402080205,17.330154129223523,5.871790167280561,16.42129771365866,19.3439268683496,,19.34785597069357,25.84045172782757
1999-11-01,170402080402,17.161414756294477,5.715771721913388,20.46815440487733,21.072518703017824,,19.754166810512203,21.79566177371685
1999-11-01,170402080404,18.29202921714988,5.807546647302001,18.935990363696384,19.79438112672254,,22.29885195583632,25.72853614773885
1999-12-01,170402080608,6.100120367843848,6.587616042460059,5.756748472983328,7.533056113899263,,6.673749626152782,2.388089453442498
1999-12-01,170402080102,3.321309479180248,2.025882224890297,8.366861754755961,2.633201885567434,,3.641524963869691,4.308808901910285
1999-12-01,170402080104,3.909183896104485,2.371566900990799,8.443342466262095,2.8588374367403477,,5.495201827429852,4.235782058931082
1999-12-01,170402080106,2.793755561826332,1.3290180654656327,6.976342841645377,2.370101713708745,,3.54547050342295,3.340891879714857
1999-12-01,170402080107,3.1030071150439755,1.40528407410537,6.660080232308276,2.8120540952608657,,3.931263518209872,3.620340169355979
1999-12-01,170402080105,4.075303704868531,2.7349150738221204,7.127400733835057,3.1149223488274265,,4.301950641892367,5.3260616749392975
1999-12-01,170402080108,3.4235998021202354,2.0100528922879164,7.06747485467296,2.430728098110352,,3.4979025329265907,4.862736676151696
1999-12-01,170402080211,4.447357222393204,2.670566607152676,9.079996200733842,4.85496822962387,,6.076577149339652,3.043438596915999
1999-12-01,170402080506,3.989001768159898,4.005986426494879,6.682794255556101,4.591687425958913,,4.087959478045831,2.3186119247385566
1999-12-01,170402080602,4.250057470733418,4.406748374402726,9.72558964728236,4.768264770746537,,3.8185097405277286,3.0730152096995624
1999-12-01,170402080603,3.4064659904549583,2.1813953848118284,7.130704536202452,3.516793451547016,,3.720225995647448,3.140306777007454
1999-12-01,170402080605,5.535042963307415,8.355257869009108,7.475876699024556,6.378790556222021,,4.085479848223043,2.752258580629668
1999-12-01,170402080607,5.0430677007191145,8.17657455121755,6.498025033622012,6.096381381768454,,3.1357033906149563,3.0312633150332142
1999-12-01,170402080606,3.7493540583505856,3.492805098996305,5.189461516908239,5.016161404784817,,3.780997911821093,1.6661144235117042
1999-12-01,170402080507,4.407512374335181,4.6533805034284255,5.387670795769913,5.206023914864966,,4.08121730719599,2.708382866490934
1999-12-01,170402080101,2.6255810818647816,2.896959613651502,9.627064011084483,2.585208505187952,,2.752240939296752,1.7180824577073488
1999-12-01,170402080103,4.207825566208629,1.670978235620553,8.181095059186015,3.171711398303742,,5.189548024291877,5.829187030138031
1999-12-01,170402080206,4.505444943591955,1.838001079220831,9.49829690728871,3.771427724622546,,5.77125371518885,5.767029493761599
1999-12-01,170402080501,2.909416279170067,1.3389232797098083,5.721543635118249,2.6384419807817694,,4.047537390676851,2.65660223094862
1999-12-01,170402080502,3.486591639311866,1.7661191376061969,8.066675390169971,3.2113573391565864,,4.417143560861041,3.459134818418241
1999-12-01,170402080503,4.517628495715334,3.151723596009224,9.557487180665207,4.626893564902255,,6.109071744473757,2.903286272436727
1999-12-01,170402080504,3.847481739488991,1.730614318531078,10.427996876299842,4.382669677166636,,4.796796896462027,3.685354415425202
1999-12-01,170402080505,5.375114520733155,4.907669326789554,12.118376545563482,5.956692065462726,,5.277229870307362,4.24128453862024
1999-12-01,170402080601,3.921694487198968,2.40356937083518,9.81253181638724,3.6792935502646062,,5.280077604269337,3.469143797749678
1999-12-01,170402080604,4.463390253959863,7.1972460734115495,9.613623646323108,4.865329746799384,,2.493021969522867,1.939395253513594
1999-12-01,170402080305,4.58052173969466,3.4498532136758917,9.400686654830151,4.610900049942279,,6.673551303781476,2.2526729157715235
1999-12-01,170402080306,6.18367772103801,3.946003811422808,12.320436071052685,7.674432707048026,,6.233966685102043,4.408807239877513
1999-12-01,170402080201,2.079361841513328,0.3926536596496136,7.732482460996107,2.522695316511004,,2.54801303176053,2.1896483689289488
1999-12-01,170402080203,5.96788671794147,3.020024450239854,10.022132557798242,4.873705633744846,,7.802742396620975,6.969516843112093
1999-12-01,170402080202,3.067297602866825,1.0547356830258754,7.481301660106882,3.174927613264907,,3.0490289424008665,3.816455745350592
1999-12-01,170402080204,4.456898151634293,2.143765292485178,8.55913536736817,3.872840667164112,,5.075289208840752,5.450454452020144
1999-12-01,170402080208,5.07785735339382,2.169982218280999,9.406483884120576,4.5828821051348,,7.0646899059518615,5.666615480602736
1999-12-01,170402080209,4.748625618303101,1.838270839275376,9.57974340792944,3.886533572747331,,6.737754122657801,5.818348564607234
1999-12-01,170402080207,5.213735958387664,2.40645381041924,9.084974289192868,4.50969947216714,,6.509334570293549,6.424341621863367
1999-12-01,170402080210,5.05152927875784,3.0922976733194973,9.570964737502084,5.062525647433057,,6.497773040715905,4.510491588110935
1999-12-01,170402080301,5.17993027069348,2.5035422878351654,11.62500826009384,5.527252533826535,,6.889977535185581,5.011947793207071
