Date,huc12,sseb_mean,sseb_25th,sseb_50th,sseb_75th
2022-06-01,170402080107,116.26946775435135,93.0,119.99999999999996,139.00000000000003
2022-06-01,170402080105,118.81201578401016,96.0,118.44425163586033,141.3295200869587
2022-06-01,170402080108,113.19574928233068,77.50525836986611,117.00000000000004,144.99999999999997
2022-06-01,170402080211,125.5219670162121,110.0,128.0,143.0
2022-06-01,170402080506,109.8404298720489,82.80727371400913,107.23390962079908,140.00000000000003
2022-06-01,170402080602,103.8518001573508,86.41490699964865,106.41240175735084,122.0
2022-06-01,170402080603,136.37664096591067,116.00000000000009,136.00000000000006,158.99999999999997
2022-06-01,170402080605,108.50143744059469,73.30021859695417,107.0,136.33999198053317
2022-06-01,170402080607,123.02818277587168,87.00000000000001,124.99999999999996,159.0
2022-06-01,170402080606,110.71450027658425,80.51276402206477,111.2819514242324,141.00000000000003
2022-06-01,170402080507,95.32002960852054,71.0,89.99999999999999,117.00000000000006
2022-06-01,170402080101,115.23125530293,100.0,117.41335473571618,132.0
2022-06-01,170402080103,150.3556521743141,142.0,150.0,160.0
2022-06-01,170402080206,129.9979160790027,115.99999999999996,132.0,145.99999999999997
2022-06-01,170402080501,141.8618104039616,126.0,143.99999999999997,160.0
2022-06-01,170402080502,135.31069926819984,119.99999999999996,137.0,152.0
2022-06-01,170402080503,118.2240406003773,99.0,121.00000000000004,141.0
2022-06-01,170402080504,139.4965257368549,122.0,145.00000000000003,159.3580541790981
2022-06-01,170402080505,104.06887650707316,76.0,106.43969442040088,133.00000000000003
2022-06-01,170402080601,120.99988559607746,105.0,120.8925027832942,136.41208331054472
2022-06-01,170402080604,95.36509953873548,66.99999999999999,85.00000000000001,111.0
2022-06-01,170402080305,120.1891925348961,98.5079050792004,121.98918792185364,142.0
2022-06-01,170402080306,114.1882246909254,88.99999999999996,114.0,137.00000000000003
2022-06-01,170402080201,110.04719868159864,94.0,107.0,127.0
2022-06-01,170402080203,121.3248485951301,99.0,124.0,146.00000000000003
2022-06-01,170402080202,102.74889421647384,76.51830512413758,102.04536865280932,126.4922305587569
2022-06-01,170402080204,122.71573260059677,95.0,124.0,153.0
2022-06-01,170402080208,135.62787617812964,121.0,140.0,155.0
2022-06-01,170402080209,143.5997570231931,133.0,147.00000000000006,157.99999999999991
2022-06-01,170402080207,136.7025270330589,119.32932783635862,139.30199135706422,157.12507598240785
2022-06-01,170402080210,121.38199437253328,102.0,123.41873795389716,142.42839645960694
2022-06-01,170402080301,137.2507240471407,125.50176435728908,140.46559760956177,155.0
2022-06-01,170402080303,130.9926278957045,97.528330697826,139.3871800595551,163.00000000000003
2022-06-01,170402080302,105.77066290139965,79.00000000000001,102.0,129.0
2022-06-01,170402080304,115.10492593067494,93.0,115.00000000000004,138.0
2022-06-01,170402080307,112.64151942420467,86.40413791073767,108.0,138.415280754128
2022-06-01,170402080308,100.18950071665708,62.0,92.0,135.0
2022-06-01,170402080401,108.05066974670524,78.00000000000003,99.99999999999996,132.49523770703408
2022-06-01,170402080403,117.0772261659438,93.0,112.0,137.0
2022-06-01,170402080205,103.70836102258146,72.0,98.0,133.4932442628469
2022-06-01,170402080402,128.1428043268929,106.99999999999996,132.0,150.99999999999997
2022-06-01,170402080404,117.41941775009418,96.0,116.38642729977715,137.0
2022-07-01,170402080608,170.70869307309502,120.0,197.0,227.0
2022-07-01,170402080102,142.55942002705697,117.0,144.99999999999997,171.0
2022-07-01,170402080104,161.0423974727852,131.00000000000006,164.00000000000003,192.0
2022-07-01,170402080106,150.20960485846751,120.46903207157963,148.48605149909812,182.0
2022-07-01,170402080107,129.38916136650664,86.99999999999999,127.0,170.00000000000003
2022-07-01,170402080105,134.1938205668539,97.0,129.0,170.0
2022-07-01,170402080108,128.64278677474098,68.99999999999999,128.0,180.31317661431748
2022-07-01,170402080211,132.00701890989416,102.0,131.00000000000003,161.00000000000003
2022-07-01,170402080506,116.14329199150718,85.0,111.0,147.00000000000006
2022-07-01,170402080602,100.17190169021612,69.0,98.0,130.0
2022-07-01,170402080603,155.9605388493631,118.47041354404033,159.498507290202,194.5157216041397
2022-07-01,170402080605,114.03410255514126,57.3171373845922,103.0,174.07076575941335
2022-07-01,170402080607,143.57530075322805,78.18451770538876,167.0,198.00000000000003
2022-07-01,170402080606,154.90848834887856,111.0,171.3243466959041,207.00000000000009
2022-07-01,170402080507,102.01284545026742,62.507117309892905,94.49724197558996,130.46244275079135
2022-07-01,170402080101,124.21181459242813,100.59467995327084,125.00000000000004,149.00000000000006
2022-07-01,170402080103,193.2884704910425,177.0,200.99999999999997,214.0
2022-07-01,170402080206,160.57665708553526,137.49207420101982,163.97602286734562,188.51838785472336
2022-07-01,170402080501,166.17877790610436,140.00000000000003,168.00000000000003,195.0
2022-07-01,170402080502,152.05934372477955,120.0,153.0,188.0
2022-07-01,170402080503,117.51728478946592,83.99999999999999,120.0,153.00000000000003
2022-07-01,170402080504,159.4076459670705,124.55494193337051,164.63680520767312,200.9163056075993
2022-07-01,170402080505,104.68743450393924,62.70968372183896,100.50762355575294,142.47581628342084
2022-07-01,170402080601,137.74058319348904,108.0,136.0,167.1666239275144
2022-07-01,170402080604,90.02391048985412,47.0,67.0,108.0
2022-07-01,170402080305,126.89598429991489,102.0,126.99879945763722,152.49176634544477
