Date,huc12,alexi_mean,alexi_25th,alexi_50th,alexi_75th
2001-01-01,170402080608,,,,
2001-01-01,170402080102,,,,
2001-01-01,170402080104,,,,
2001-01-01,170402080106,,,,
2001-01-01,170402080107,,,,
2001-01-01,170402080105,,,,
2001-01-01,170402080108,,,,
2001-01-01,170402080211,,,,
2001-01-01,170402080506,,,,
2001-01-01,170402080602,,,,
2001-01-01,170402080603,,,,
2001-01-01,170402080605,,,,
2001-01-01,170402080607,,,,
2001-01-01,170402080606,,,,
2001-01-01,170402080507,,,,
2001-01-01,170402080101,,,,
2001-01-01,170402080103,,,,
2001-01-01,170402080206,,,,
2001-01-01,170402080501,,,,
2001-01-01,170402080502,,,,
2001-01-01,170402080503,,,,
2001-01-01,170402080504,,,,
2001-01-01,170402080505,,,,
2001-01-01,170402080601,,,,
2001-01-01,170402080604,,,,
2001-01-01,170402080305,,,,
2001-01-01,170402080306,1.0,1.0,1.0,1.0
2001-01-01,170402080201,,,,
2001-01-01,170402080203,,,,
2001-01-01,170402080202,,,,
2001-01-01,170402080204,,,,
2001-01-01,170402080208,,,,
2001-01-01,170402080209,,,,
2001-01-01,170402080207,,,,
2001-01-01,170402080210,,,,
2001-01-01,170402080301,,,,
2001-01-01,170402080303,0.9981626622600136,1.0,1.0,1.0
2001-01-01,170402080302,0.9409539940210366,1.0,1.0,1.0
2001-01-01,170402080304,0.9763523253363602,1.0,1.0,1.0
2001-01-01,170402080307,1.0019565960854924,1.0,1.0,1.0
2001-01-01,170402080308,0.9918942995874964,1.0,1.0,1.0
2001-01-01,170402080401,1.0050264317422948,1.0,1.0,1.0
2001-01-01,170402080403,,,,
2001-01-01,170402080205,,,,
2001-01-01,170402080402,,,,
2001-01-01,170402080404,,,,
2001-02-01,170402080608,13.321428276089623,8.0,11.000000000000004,13.99999999999999
2001-02-01,170402080102,13.168410875595022,7.0,14.287093588755898,20.0
2001-02-01,170402080104,3.2470937498775645,0.0,0.0,3.0
2001-02-01,170402080106,4.881114607736693,0.0,2.4490290485403,9.000000000000004
2001-02-01,170402080107,6.897158688606943,6.0,7.000000000000002,9.000000000000009
2001-02-01,170402080105,8.78640460879085,3.0000000000000004,9.0,11.369504891524002
2001-02-01,170402080108,8.371706558645975,6.703543934521011,8.486899992549041,10.000000000000004
2001-02-01,170402080211,15.1001334185881,8.430955086114782,11.320327368150192,24.630629928258127
2001-02-01,170402080506,16.824286074572075,7.000000000000002,13.999999999999998,27.0
2001-02-01,170402080602,11.386246315266224,4.999999999999999,10.0,17.0
2001-02-01,170402080603,14.85462910205934,4.999999999999998,16.0,23.41634856006376
2001-02-01,170402080605,9.380142173472374,6.171670970346917,8.216213572348265,10.13967671717915
2001-02-01,170402080607,11.105094831845747,6.173645438212481,9.050870376256269,12.000000000000002
2001-02-01,170402080606,10.409504585999354,7.000000000000004,9.0,11.346383137192875
2001-02-01,170402080507,18.371755762191185,9.0,16.0,26.99999999999999
2001-02-01,170402080101,9.94581765692063,0.0,5.999999999999999,20.000000000000004
2001-02-01,170402080103,1.1692698160470525,0.0,0.0,2.0
2001-02-01,170402080206,3.4972470139426624,0.0,0.0,3.0
2001-02-01,170402080501,7.518883648944935,2.0,4.9999999999999964,9.000000000000002
2001-02-01,170402080502,5.044441253980107,0.0,0.0,2.999999999999999
2001-02-01,170402080503,12.587880029898626,5.0,10.000000000000004,17.0
2001-02-01,170402080504,9.52436113095376,2.0,8.0,13.803322859629048
2001-02-01,170402080505,22.74246418922789,15.000000000000002,23.0,31.000000000000004
2001-02-01,170402080601,6.926318227733618,0.0,3.0000000000000004,12.999999999999996
2001-02-01,170402080604,7.936512407259474,4.0,6.000000000000001,8.999999999999995
2001-02-01,170402080305,10.023992218911234,8.541522775611726,10.47866221206443,12.000000000000009
2001-02-01,170402080306,17.157251183079325,8.999999999999998,13.999999999999996,25.0
2001-02-01,170402080201,2.162266437039688,0.0,0.0,4.0
2001-02-01,170402080203,10.296649807784808,6.000000000000002,10.999999999999998,15.0
2001-02-01,170402080202,7.238887638185999,5.666410106468444,7.000000000000002,8.372009878607534
2001-02-01,170402080204,8.72556301597107,6.999999999999992,8.0,9.999999999999998
2001-02-01,170402080208,4.764343655429451,0.0,3.0,8.999999999999998
2001-02-01,170402080209,7.772227871924276,0.0,9.0,13.019195455576485
2001-02-01,170402080207,6.817378906883626,0.0,6.000000000000001,11.999999999999998
2001-02-01,170402080210,7.153665988593757,2.999999999999999,8.0,10.000000000000002
2001-02-01,170402080301,9.754468522893385,6.484463594274742,9.000000000000002,11.426903030814602
2001-02-01,170402080303,19.93298679118073,10.000000000000002,20.0,29.494469770459013
2001-02-01,170402080302,18.50662447216154,9.000000000000007,20.0,26.774621586396865
2001-02-01,170402080304,21.29845259245842,11.000000000000004,22.0,30.0
2001-02-01,170402080307,21.90324339362081,12.0,23.46703693885216,29.000000000000004
2001-02-01,170402080308,27.74693184279757,23.54151155865328,29.484330012156704,34.00000000000001
2001-02-01,170402080401,20.12323117618872,10.000000000000004,21.000000000000007,29.000000000000004
2001-02-01,170402080403,14.053945410666364,6.999999999999998,12.000000000000002,25.0
2001-02-01,170402080205,8.320381364938026,6.686876791486241,8.0,10.0
2001-02-01,170402080402,9.856668883626297,0.0,9.000000000000004,14.000000000000002
2001-02-01,170402080404,12.006098679734423,5.404069059989955,9.0,19.0
2001-03-01,170402080608,61.23473149147741,47.99999999999999,59.041879891109325,74.99999999999994
2001-03-01,170402080102,40.106336884252165,8.362765471137156,11.532081532159356,77.0
2001-03-01,170402080104,13.71119810369115,4.0,9.0,14.000000000000002
2001-03-01,170402080106,23.36515099401177,1.0,10.412741131911543,41.99851837660056
2001-03-01,170402080107,29.59483669778257,8.0,32.99999999999999,45.00000000000001
2001-03-01,170402080105,38.906604536003584,6.432448162187121,20.189665653495435,60.99999999999999
2001-03-01,170402080108,45.86573108931073,28.000000000000004,48.50745882841319,59.49199209103624
2001-03-01,170402080211,40.26545612907563,14.000000000000002,46.00000000000001,56.60930896515672
2001-03-01,170402080506,37.325450485237226,14.413477878853246,41.99999999999999,52.99999999999999
